react_id	react_name	react_rev	react_single	react_de	lowbnd	uppbnd	obj_coef	gprRules	gpr
R01547	ATP:dAMP phosphotransferase	FALSE	NA	NA	0	1000	0	x[1]	Nmar_0403
R01625	CoA:apo-[acyl-carrier-protein] pantetheinephosphotransferase	FALSE	NA	NA	0	1000	0	x[1]	Nmar_0138
R01641	sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glycolaldehyde transferase	TRUE	NA	NA	-1000	1000	0	(x[1] | x[2])	(Nmar_0300 or Nmar_0299)
R01655	5,10-Methenyltetrahydrofolate 5-hydrolase (decyclizing)	TRUE	NA	NA	-1000	1000	0	x[1]	Nmar_1117
R01658	Dimethylallyl-diphosphate:isopentenyl-diphosphate dimethylallyltranstransferase	FALSE	NA	NA	0	1000	0	(x[1] & x[2] & x[1] & x[1])	(Nmar_0312 and Nmar_0287 and Nmar_0312 and Nmar_0312)
R01662	3-phospho-D-glycerate 1,2-phosphomutase	TRUE	NA	NA	-1000	1000	0	(x[1] | x[2])	(Nmar_0181 or Nmar_0537)
R01663	dCMP aminohydrolase	FALSE	NA	NA	0	1000	0	x[1]	Nmar_0947
R01665	ATP:dCMP phosphotransferase	FALSE	NA	NA	0	1000	0	x[1]	Nmar_0405
R01687	(5-L-glutamyl)-peptide:taurine 5-glutamyltransferase	TRUE	NA	NA	-1000	1000	0	x[1]	Nmar_1004
R01714	5-O-(1-Carboxyvinyl)-3-phosphoshikimate phosphate-lyase (chorismate-forming)	FALSE	NA	NA	0	1000	0	x[1]	Nmar_0547
R01771	ATP:L-homoserine O-phosphotransferase	FALSE	NA	NA	0	1000	0	x[1]	Nmar_0041
R01773	L-Homoserine:NAD + oxidoreductase	TRUE	NA	NA	-1000	1000	0	x[1]	Nmar_0696
R01775	L-homoserine:NADP + oxidoreductase	TRUE	NA	NA	-1000	1000	0	x[1]	Nmar_0696
R01801	CDP-diacylglycerol:sn-glycerol-3-phosphate 3-phosphatidyltransferase	FALSE	NA	NA	0	1000	0	x[1]	Nmar_0924
R01804	phosphoenolpyruvate:N-acetyl-D-mannosamine C-(1-carboxyvinyl)transferase (phosphate-hydrolysing, 2-carboxy-2-oxoethyl-forming)	FALSE	NA	NA	0	1000	0	x[1]	Nmar_0131
R01818	D-mannose 6-phosphate 1,6-phosphomutase	TRUE	NA	NA	-1000	1000	0	(x[1] | x[2])	(Nmar_0224 or Nmar_0541)
R01819	D-mannose-6-phosphate aldose-ketose-isomerase	TRUE	NA	NA	-1000	1000	0	x[1]	Nmar_0167
R01827	sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glyceronetransferase	TRUE	NA	NA	-1000	1000	0	x[1]	Nmar_0301
R01829	sedoheptulose 1,7-bisphosphate D-glyceraldehyde-3-phosphate-lyase	TRUE	NA	NA	-1000	1000	0	(x[1] | x[2])	(Nmar_0553 or Nmar_1035)
R01845	Sedoheptulose 1,7-bisphosphate 1-phosphohydrolase	FALSE	NA	NA	0	1000	0	x[1]	Nmar_1035
R01857	ATP:dGDP phosphotransferase	FALSE	NA	NA	0	1000	0	x[1]	Nmar_0228
R01867	(S)-dihydroorotate:fumarate oxidoreductase	FALSE	NA	NA	0	1000	0		
R01870	Orotidine-5'-phosphate:diphosphate phospho-alpha-D-ribosyl-transferase	FALSE	NA	NA	0	1000	0	x[1]	Nmar_0289
R01878	Cytidine aminohydrolase	FALSE	NA	NA	0	1000	0	x[1]	Nmar_1471
R01884	Creatinine amidohydrolase	TRUE	NA	NA	-1000	1000	0	x[1]	Nmar_0222
R01900	isocitrate hydro-lyase (cis-aconitate-forming)	TRUE	NA	NA	-1000	1000	0	x[1]	Nmar_1482
R01931	thiosulfate:cyanide sulfurtranserase	TRUE	NA	NA	-1000	1000	0	x[1]	Nmar_0441
R01954	L-Citrulline:L-aspartate ligase (AMP-forming)	FALSE	NA	NA	0	1000	0	x[1]	Nmar_1286
R01978	acetyl-CoA:acetoacetyl-CoA C-acetyltransferase (thioester-hydrolysing, carboxymethyl-forming)	FALSE	NA	NA	0	1000	0	x[1]	Nmar_0828
R02003	Geranyl-diphosphate:isopentenyl-diphosphate geranyltrans-transferase	FALSE	NA	NA	0	1000	0	x[1]	Nmar_0312
R02014	2'-Deoxyadenosine 5'-triphosphate:oxydized-thioredoxin 2'-oxidoreductase	FALSE	NA	NA	-1000	0	0	x[1]	Nmar_1628
R02016	NADPH:oxidized-thioredoxin oxidoreductase	TRUE	NA	NA	-1000	1000	0	x[1]	Nmar_0672
R02017	2'-Deoxyadenosine 5'-diphosphate:oxidized-thioredoxin 2'-oxidoreductase	FALSE	NA	NA	-1000	0	0	x[1]	Nmar_1627
R02018	2'-Deoxyuridine 5'-diphosphate:oxidized-thioredoxin 2'-oxidoreductase	FALSE	NA	NA	-1000	0	0	x[1]	Nmar_1627
R02019	2'-Deoxyguanosine 5'-diphosphate:oxidized-thioredoxin 2'-oxidoreductase	TRUE	NA	NA	-1000	1000	0	x[1]	Nmar_1627
R02020	2'-Deoxyguanosine 5'-triphosphate:oxydized-thioredoxin 2'-oxidoreductase	FALSE	NA	NA	-1000	0	0	x[1]	Nmar_1628
R02021	adenosine 3',5'-bisphosphate,sulfite:oxidized-thioredoxin oxidoreductase (3'-phosphoadenosine-5'-phosphosulfate -forming)	TRUE	NA	NA	-1000	1000	0	x[1]	Nmar_0049
R02022	2'-Deoxyuridine 5'-triphosphate:oxydized-thioredoxin 2'-oxidoreductase	FALSE	NA	NA	-1000	0	0	x[1]	Nmar_1628
R02023	2'-Deoxyuridine 5'-triphosphate:oxydized-thioredoxin 2'-oxidoreductase	FALSE	NA	NA	-1000	0	0	x[1]	Nmar_1628
R02024	2'-Deoxycytidine diphosphate:oxidized-thioredoxin 2'-oxidoreductase	FALSE	NA	NA	-1000	0	0	x[1]	Nmar_1627
R02058	acetyl-CoA:D-glucosamine-6-phosphate N-acetyltransferase	FALSE	NA	NA	0	1000	0	x[1]	Nmar_0540
R02061	trans,trans-Farnesyl-diphosphate:isopentenyl-diphosphate farnesyltranstransferase	FALSE	NA	NA	0	1000	0	x[1]	Nmar_0312
R02081	(R)-Mevalonate:NAD + oxidoreductase (CoA-acetylating)	TRUE	NA	NA	-1000	1000	0	x[1]	Nmar_1560
R02093	ATP:dTDP phosphotransferase	FALSE	NA	NA	-1000	0	0	x[1]	Nmar_0228
R02094	ATP:dTMP phosphotransferase	FALSE	NA	NA	0	1000	0	x[1]	Nmar_1707
R02098	ATP:dUMP phosphotransferase	FALSE	NA	NA	0	1000	0	x[1]	Nmar_1707
R02124	retinol:NAD + oxidoreductase	TRUE	NA	NA	-1000	1000	0	(x[1] | x[2])	(Nmar_0523 or Nmar_1193)
R02199	L-Isoleucine:2-oxoglutarate aminotransferase	TRUE	NA	NA	-1000	1000	0	(x[1] | x[2])	(Nmar_0192 or Nmar_0248)
R02245	ATP:(R)-mevalonate 5-phosphotransferase	FALSE	NA	NA	0	1000	0	x[1]	Nmar_0315
R02269	5,6-Dihydrouracil amidohydrolase	FALSE	NA	NA	0	1000	0	x[1]	Nmar_0214
R02272	(S)-4-Amino-5-oxopentanoate 4,5-aminomutase	TRUE	NA	NA	-1000	1000	0	(x[1] | x[2] | x[3])	(Nmar_1017 or Nmar_0148 or Nmar_0490)
R02283	N2-Acetyl-L-ornithine:2-oxoglutarate aminotransferase	TRUE	NA	NA	-1000	1000	0	x[1]	Nmar_1291
R02285	N-Formimino-L-glutamate formiminohydrolase	FALSE	NA	NA	0	1000	0	x[1]	Nmar_1003
R02291	L-Aspartate-4-semialdehyde:NADP + oxidoreductase (phosphorylating)	FALSE	NA	NA	0	1000	0	x[1]	Nmar_1586
R02301	5-Formyltetrahydrofolate cyclo-ligase (ADP-forming)	FALSE	NA	NA	0	1000	0	x[1]	Nmar_1118
R02319	NTP phosphohydrolase	FALSE	NA	NA	0	1000	0	x[1]	Nmar_1530
R02326	ATP:dCDP phosphotransferase	FALSE	NA	NA	0	1000	0	x[1]	Nmar_0228
R02328	dTTP:alpha-D-glucose-1-phosphate thymidylyltransferase	FALSE	NA	NA	0	1000	0	x[1]	Nmar_0124
R02331	ATP:dUDP phosphotransferase	FALSE	NA	NA	0	1000	0	x[1]	Nmar_0228
R02340	(1S,2R)-1-C-(indol-3-yl)glycerol 3-phosphate D-glyceraldehyde-3-phosphate-lyase	FALSE	NA	NA	0	1000	0	(x[1] & x[2])	(Nmar_0916 and Nmar_0915)
R02404	Itaconate:CoA ligase (ADP-forming)	FALSE	NA	NA	0	1000	0	(x[1] & x[2])	(Nmar_1123 and Nmar_1124)
R02412	ATP:shikimate 3-phosphotransferase	FALSE	NA	NA	0	1000	0	x[1]	Nmar_0549
R02413	Shikimate:NADP + 3-oxidoreductase	TRUE	NA	NA	-1000	1000	0	x[1]	Nmar_0550
R02433	L-cysteate:2-oxoglutarate aminotransferase	TRUE	NA	NA	-1000	1000	0	(x[1] | x[2])	(Nmar_0546 or Nmar_0865)
R02485	deoxycytidine aminohydrolase	FALSE	NA	NA	0	1000	0	x[1]	Nmar_1471
R02568	D-fructose 1-phosphate D-glyceraldehyde-3-phosphate-lyase	TRUE	NA	NA	-1000	1000	0	(x[1] | x[2])	(Nmar_0553 or Nmar_1035)
R02585	Protein-tyrosine-phosphate phosphohydrolase	TRUE	NA	NA	-1000	1000	0	x[1]	Nmar_1760
R02619	3-sulfino-L-alanine:2-oxoglutarate aminotransferase	TRUE	NA	NA	-1000	1000	0	(x[1] | x[2])	(Nmar_0546 or Nmar_0865)
R02649	ATP:N-acetyl-L-glutamate 5-phosphotransferase	FALSE	NA	NA	0	1000	0	x[1]	Nmar_1290
R02698	4-hydroxyphenylacetate,NADH:oxygen oxidoreductase (3-hydroxylating)	FALSE	NA	NA	0	1000	0	x[1]	Nmar_0207
R02722	L-serine hydro-lyase [adding 1-C-(indol-3-yl)glycerol 3-phosphate	FALSE	NA	NA	0	1000	0	(x[1] & x[2])	(Nmar_0916 and Nmar_0915)
R02739	alpha-D-Glucose 6-phosphate ketol-isomerase	TRUE	NA	NA	-1000	1000	0	x[1]	Nmar_0167
R02740	alpha-D-Glucose 6-phosphate ketol-isomerase	TRUE	NA	NA	-1000	1000	0	x[1]	Nmar_0167
R02767	(3R)-3-Hydroxyacyl-[acyl-carrier-protein]:NADP + oxidoreductase	TRUE	NA	NA	-1000	1000	0	x[1]	Nmar_0634
R02853	D-O-Phosphoserine phosphohydrolase	FALSE	NA	NA	0	1000	0	x[1]	Nmar_0666
R02864	S-Adenosyl-L-methionine:uroporphyrin-III C-methyltransferase	TRUE	NA	NA	-1000	1000	0	x[1]	Nmar_0511
R02918	L-Tyrosine:tRNA(Tyr) ligase (AMP-forming)	FALSE	NA	NA	0	1000	0	x[1]	Nmar_1751
R02961		FALSE	NA	NA	0	1000	0	(x[1] | x[2] | x[3])	(Nmar_0606 or Nmar_1319 or Nmar_1499)
R03005	ATP:nicotinamide-nucleotide adenylyltransferase	FALSE	NA	NA	0	1000	0	(x[1] | x[2])	(Nmar_0960 or Nmar_1732)
R03012	L-Histidinol:NAD + oxidoreductase	FALSE	NA	NA	0	1000	0	x[1]	Nmar_1558
R03020	tRNA-uridine uracilmutase	TRUE	NA	NA	-1000	1000	0	(x[1] | x[2])	(Nmar_0406 or Nmar_1198)
R03035	ATP:pantetheine-4'-phosphate adenylyltransferase	FALSE	NA	NA	0	1000	0	x[1]	Nmar_1494
R03038	L-Alanine:tRNA(Ala) ligase (AMP-forming)	TRUE	NA	NA	-1000	1000	0	x[1]	Nmar_0368
R03050	2-Acetolactate pyruvate-lyase (carboxylating)	FALSE	NA	NA	0	1000	0	(x[1] & x[2])	(Nmar_1072 and Nmar_1071)
R03051	2,3-Dihydroxy-3-methylbutanoate:NADP + oxidoreductase (isomerizing)	TRUE	NA	NA	-1000	1000	0	x[1]	Nmar_0959
R03055	5,6-Dihydrothymine amidohydrolase	TRUE	NA	NA	-1000	1000	0	x[1]	Nmar_0214
R03066	2-amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine:4-aminobenzoate 2-amino-4-hydroxydihydropteridine-6-methenyltransferase	FALSE	NA	NA	0	1000	0	x[1]	Nmar_1570
R03067	2-amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine-diphosphate:4-aminobenzoate 2-amino-4-hydroxydihydropteridine-6-methenyltransferase	FALSE	NA	NA	0	1000	0	x[1]	Nmar_1570
R03084	3-Dehydroquinate hydro-lyase	TRUE	NA	NA	-1000	1000	0	x[1]	Nmar_0551
R03105	3-Mercaptopyruvate:cyanide sulfurtransferase	TRUE	NA	NA	-1000	1000	0	x[1]	Nmar_0441
R03106	3-mercaptopyruvate:cyanide sulfurtransferase	TRUE	NA	NA	-1000	1000	0	x[1]	Nmar_0441
R03132	O3-acetyl-L-serine acetate-lyase (adding hydrogen sulfide)	FALSE	NA	NA	0	1000	0	x[1]	Nmar_0670
R03165	Hydroxymethylbilane hydro-lyase(cyclizing)	TRUE	NA	NA	-1000	1000	0	x[1]	Nmar_0493
R03182	7,8-Diaminononanoate:carbon-dioxide cyclo-ligase	FALSE	NA	NA	0	1000	0	x[1]	Nmar_0823
R03231	S-Adenosyl-L-methionine:8-amino-7-oxononanoate aminotransferase	FALSE	NA	NA	0	1000	0	x[1]	Nmar_0822
R03243	5-Amino-2-oxopentanoate:2-oxoglutarate aminotransferase	TRUE	NA	NA	-1000	1000	0	x[1]	Nmar_1557
R03269	N-[(R)-4'-Phosphopantothenoyl]-L-cysteine carboxy-lyase	FALSE	NA	NA	0	1000	0	x[1]	Nmar_1721
R03299	3-Hydroxyphenylacetate,NADH:oxygen oxidoreductase (3-hydroxylating)	FALSE	NA	NA	0	1000	0	x[1]	Nmar_0207
R03319	alpha-D-Hexose 1-phosphate 1,6-phosphomutase	TRUE	NA	NA	-1000	1000	0	x[1]	Nmar_0224
R03321	beta-D-Glucose 6-phosphate ketol-isomerase	TRUE	NA	NA	-1000	1000	0	x[1]	Nmar_0167
R03348	Nicotinate-nucleotide:pyrophosphate phosphoribosyltransferase (carboxylating)	FALSE	NA	NA	0	1000	0	x[1]	Nmar_1237
R03443	N-acetyl-L-glutamate-5-semialdehyde:NADP + 5-oxidoreductase (phosphrylating)	FALSE	NA	NA	0	1000	0	x[1]	Nmar_1289
R03457	D-erythro-1-(Imidazol-4-yl)glycerol 3-phosphate hydro-lyase	TRUE	NA	NA	-1000	1000	0	x[1]	Nmar_1555
R03458	5-amino-6-(5-phosphoribitylamino)uracil:NADP + 1'-oxidoreductase	TRUE	NA	NA	-1000	1000	0		
R03460	Phosphoenolpyruvate:3-phosphoshikimate 5-O-(1-carboxyvinyl)-transferase	FALSE	NA	NA	0	1000	0	x[1]	Nmar_0548
R03471	ATP:4-amino-5-hydroxymethyl-2-methylpyrimidine 5-phosphotransferase	FALSE	NA	NA	0	1000	0	x[1]	Nmar_0542
R03472	5-amino-1-(5-phospho-D-ribosyl)imidazole formate-lyase (decarboxylating, 4-amino-2-methyl-5-phosphomethylpyrimidine-forming)	FALSE	NA	NA	0	1000	0	x[1]	Nmar_0543
R03508	1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose-5-phosphate carboxy-lyase(cyclizing)	FALSE	NA	NA	0	1000	0	x[1]	Nmar_0914
R03530	ATP:dIDP phosphotransferase	TRUE	NA	NA	-1000	1000	0	x[1]	Nmar_0228
R03552	Acetyl-CoA:histone acetyltransferase	TRUE	NA	NA	-1000	1000	0	x[1]	Nmar_0579
R03598		TRUE	NA	NA	-1000	1000	0	x[1]	Nmar_0497
R03599	L-selenocysteine selenide-lyase (L-alanine-forming)	TRUE	NA	NA	-1000	1000	0	x[1]	Nmar_0497
R03601	O3-Acetyl-L-serine acetate-lyase (adding hydrogen sulfide)	FALSE	NA	NA	0	1000	0	x[1]	Nmar_0670
R03632	ATP:protamine O-phosphotransferase	FALSE	NA	NA	0	1000	0	x[1]	Nmar_1410
R03646	L-Arginine:tRNA(Arg) ligase (AMP-forming)	FALSE	NA	NA	0	1000	0	x[1]	Nmar_0686
R03650	L-Cysteine:tRNA(Cys) ligase (AMP-forming)	FALSE	NA	NA	0	1000	0	x[1]	Nmar_0967
R03654	Glycine:tRNA(Gly) ligase (AMP-forming)	FALSE	NA	NA	0	1000	0	x[1]	Nmar_0063
R03655	L-Histidine:tRNA(His) ligase (AMP-forming)	FALSE	NA	NA	0	1000	0	x[1]	Nmar_0236
R03656	L-Isoleucine:tRNA(Ile) ligase (AMP-forming)	FALSE	NA	NA	0	1000	0	x[1]	Nmar_1120
R03657	L-Leucine:tRNA(Leu) ligase (AMP-forming)	FALSE	NA	NA	0	1000	0	x[1]	Nmar_0367
R03658	L-Lysine:tRNALys ligase (AMP-forming)	FALSE	NA	NA	0	1000	0	x[1]	Nmar_0578
R03659	L-Methionine:tRNAMet ligase (AMP-forming)	FALSE	NA	NA	0	1000	0	x[1]	Nmar_0963
R03660	L-Phenylalanine:tRNA(Ala) ligase (AMP-forming)	FALSE	NA	NA	0	1000	0	(x[1] & x[2])	(Nmar_1488 and Nmar_1489)
R03661	L-Proline:tRNA(Pro) ligase (AMP-forming)	FALSE	NA	NA	0	1000	0	x[1]	Nmar_0658
R03662	L-Serine:tRNA(Ser) ligase (AMP-forming)	FALSE	NA	NA	0	1000	0	x[1]	Nmar_1511
R03663	L-Threonine:tRNA(Thr) ligase (AMP-forming)	FALSE	NA	NA	0	1000	0	x[1]	Nmar_0926
R03664	L-Tryptophan -tRNA(Trp) ligase (AMP-forming)	FALSE	NA	NA	0	1000	0	x[1]	Nmar_1490
R03665	L-Valine:tRNAVal ligase (AMP-forming)	FALSE	NA	NA	0	1000	0	x[1]	Nmar_1477
R03767	Acetyl-CoA:gentamicin-C N3-acetyltransferase	FALSE	NA	NA	0	1000	0	x[1]	Nmar_0144
R03789	tRNA-guanosine34:queuine tRNA-D-ribosyltransferase	TRUE	NA	NA	-1000	1000	0	x[1]	Nmar_1536
R03867	(5-Glutamyl)-peptide:amino-acid 5-glutamyltransferase	FALSE	NA	NA	0	1000	0	x[1]	Nmar_1004
R03896	(R)-2-Methylmalate hydro-lyase (2-methylmaleate-forming)	TRUE	NA	NA	-1000	1000	0	(x[1] & x[2] & x[3] & x[4])	(Nmar_0420 and Nmar_0421 and Nmar_0422 and Nmar_0423)
R03898	2-methylmaleate hydratase	TRUE	NA	NA	-1000	1000	0	(x[1] & x[2] & x[3] & x[4])	(Nmar_0420 and Nmar_0421 and Nmar_0422 and Nmar_0423)
R03905	Glu-tRNA(Gln):L-glutamine amido-ligase(ADP-forming)	FALSE	NA	NA	0	1000	0	((x[1] & x[2] | (x[3] & x[4] & x[5]))	((Nmar_0099 and Nmar_0100 or (Nmar_0868 and Nmar_0869 and Nmar_0870))
R03916	(5-glutamyl)-peptide:amino-acid 5-glutamyltransferase	TRUE	NA	NA	-1000	1000	0	x[1]	Nmar_1004
R03940	10-Formyltetrahydrofolate:L-methionyl-tRNA N-formyltransferase	TRUE	NA	NA	-1000	1000	0	x[1]	Nmar_0134
R03947	S-Adenosyl-L-methionine:uroporphyrin-III C-methyltransferase	FALSE	NA	NA	0	1000	0	(x[1] | x[2])	(Nmar_0492 or Nmar_0511)
R03948	S-adenosyl-L-methionine:precorrin-4 C20-methyltransferase	FALSE	NA	NA	0	1000	0	x[1]	Nmar_0058
R03950	uroporphyrinogen methyltransferase	FALSE	NA	NA	0	1000	0	x[1]	Nmar_0492
R03966	4-oxalocrotonate tautomerase	TRUE	NA	NA	-1000	1000	0	x[1]	Nmar_1634
R03968	2-Isopropylmalate hydro-lyase	TRUE	NA	NA	-1000	1000	0	((x[1] | x[2]) | (x[3] | x[4]))	((Nmar_0421 or Nmar_0423) or (Nmar_0420 or Nmar_0422))
R03970	gamma-glutamyltranspeptidase	FALSE	NA	NA	0	1000	0	x[1]	Nmar_1004
R03971	gamma-glutamyl-beta-aminopropiononitrile amidohydrolase	TRUE	NA	NA	-1000	1000	0	x[1]	Nmar_1004
R04001	3-Isopropylmalate hydro-lyase	TRUE	NA	NA	-1000	1000	0	((x[1] | x[2]) & (x[3] | x[4]))	((Nmar_0420 or Nmar_0422) and (Nmar_0421 or Nmar_0423))
R04037	1-(5-phospho-D-ribosyl)-AMP 1,6-hydrolase	TRUE	NA	NA	-1000	1000	0	x[1]	Nmar_1551
R04109	L-glutamate-semialdehyde: NADP + oxidoreductase(L-glutamyl-tRNA(Glu)-forming)	TRUE	NA	NA	-1000	1000	0	(x[1] | x[2])	(Nmar_0510 or Nmar_0265)
R04120	peptide-L-methionine:thioredoxin-disulfide S-oxidoreductase [L-methionine (S)-S-oxide-forming]	TRUE	NA	NA	-1000	1000	0	x[1]	Nmar_0995
R04144	5-Phospho-D-ribosylamine:glycine ligase (ADP-forming)	FALSE	NA	NA	0	1000	0	x[1]	Nmar_1119
R04159	(5-L-glutamyl)-peptide:amino-acid 5-glutamyltransferase	TRUE	NA	NA	-1000	1000	0	x[1]	Nmar_1004
R04206	3-Phospho-D-erythronate hydro-lyase	TRUE	NA	NA	-1000	1000	0	x[1]	Nmar_0317
R04208	2-(Formamido)-N1-(5-phosphoribosyl)acetamidine cyclo-ligase (ADP-forming)	FALSE	NA	NA	0	1000	0	x[1]	Nmar_0582
R04212	Asp-tRNA(Asn):L-glutamine amido-ligase (ADP-forming)	FALSE	NA	NA	-1000	0	0	(x[1] & x[2] & x[3])	(Nmar_0868 and Nmar_0869 and Nmar_0870)
R04216	dolichyl-diphosphooligosaccharide:protein-L-asparagine oligopolysaccharidotransferase	TRUE	NA	NA	-1000	1000	0	x[1]	Nmar_0075
R04230	(R)-4'-Phosphopantothenate:L-cysteine ligase	FALSE	NA	NA	0	1000	0	x[1]	Nmar_1721
R04231	(R)-4'-Phosphopantothenate:L-cysteine ligase	FALSE	NA	NA	0	1000	0	x[1]	Nmar_1721
R04238	Aminoacyl-tRNA aminoacylhydrolase	TRUE	NA	NA	-1000	1000	0	x[1]	Nmar_1200
R04273	Peptidylproline cis-trans-isomerase	TRUE	NA	NA	-1000	1000	0	(x[1] | x[2])	(Nmar_1730 or Nmar_1740)
R04274	RNA-3'-phosphate:RNA ligase (cyclizing, AMP-forming)	FALSE	NA	NA	0	1000	0	x[1]	Nmar_1733
R04292	glycerone phosphate:iminosuccinate alkyltransferase (cyclizing)	TRUE	NA	NA	-1000	1000	0	x[1]	Nmar_1239
R04294	2'-Deoxyribonucleoside diphosphate:oxidized-thioredoxin 2'-oxidoreductase	FALSE	NA	NA	-1000	0	0	x[1]	Nmar_1627
R04314	DNA-6-O-methylguanine:protein-L-cysteine S-methyltransferase	TRUE	NA	NA	-1000	1000	0	x[1]	Nmar_0388
R04315	2'-Deoxyribonucleoside triphosphate:oxydized-thioredoxin 2'-oxidoreductase	TRUE	NA	NA	-1000	1000	0	x[1]	Nmar_1628
R04316	Acetyl-CoA:ribosomal-protein-L-alanine N-acetyltransferase	TRUE	NA	NA	-1000	1000	0	x[1]	Nmar_0292
R04325	10-Formyltetrahydrofolate:5'-phosphoribosylglycinamide formyltransferase	FALSE	NA	NA	0	1000	0	x[1]	Nmar_1114
R04326	5'-Phosphoribosylglycinamide + 5,10-Methenyltetrahydrofolate + H2O <=> 5'-Phosphoribosyl-N-formylglycinamide + Tetrahydrofolate	FALSE	NA	NA	0	1000	0	x[1]	Nmar_1114
R04347	5-Methyl-5,6,7,8-tetrahydromethanopterin:2-mercaptoethanesulfonate 2-methyltransferas	FALSE	NA	NA	0	1000	0	x[1]	Nmar_1747
R04348	Acetyl-CoA:2-deoxystreptamine-antibiotic N3'-acetyltransferase	FALSE	NA	NA	0	1000	0	x[1]	Nmar_0144
R04378	1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxamide:pyrophosphate phosphoribosyltransferase	FALSE	NA	NA	0	1000	0	x[1]	Nmar_1400
R04420	5-Methylthio-5-deoxy-D-ribose-1-phosphate ketol-isomerase	TRUE	NA	NA	-1000	1000	0	x[1]	Nmar_0169
R04426	(2R,3S)-3-isopropylmalate:NAD + oxidoreductase	TRUE	NA	NA	-1000	1000	0	x[1]	Nmar_1069
R04435	phosphoenolpyruvate:N-acetyl-D-mannosamine-6-phosphate C-(1-carboxyvinyl)transferase (phosphate-hydrolysing, 2-carboxy-2-oxoethyl-forming)	FALSE	NA	NA	0	1000	0	x[1]	Nmar_0131
R04439	(R)-2,3-dihydroxy-3-methylbutanoate:NADP + oxidoreductase (isomerizing)	TRUE	NA	NA	-1000	1000	0	x[1]	Nmar_0959
R04440	(R)-2,3-Dihydroxy-3-methylbutanoate:NADP + oxidoreductase (isomerizing)	FALSE	NA	NA	-1000	0	0	x[1]	Nmar_0959
R04441	(R)-2,3-Dihydroxy-3-methylbutanoate hydro-lyase	FALSE	NA	NA	0	1000	0	x[1]	Nmar_0886
R04463	5'-Phosphoribosylformylglycinamide:L-glutamine amido-ligase (ADP-forming)	FALSE	NA	NA	0	1000	0	(x[1] & x[2] & x[3])	(Nmar_0777 and Nmar_0780 and Nmar_0779)
R04475	N-Succinyl-L-2,6-diaminoheptanedioate:2-oxoglutarate amino-transferase	TRUE	NA	NA	-1000	1000	0	x[1]	Nmar_1291
R04481	S-Adenosyl-L-methionine:2-(3-carboxy-3-aminopropyl)-L-histidine methyltransferase	TRUE	NA	NA	-1000	1000	0	x[1]	Nmar_1297
R04509	ATP:4-amino-2-methyl-5-phosphomethylpyrimidine phosphotransferase	FALSE	NA	NA	0	1000	0	x[1]	Nmar_0542
R04533	(3R)-3-Hydroxybutanoyl-[acyl-carrier protein]:NADP + oxidoreductase	TRUE	NA	NA	-1000	1000	0	(x[1] | x[2])	(Nmar_0634 or Nmar_0173)
R04534	(3R)-3-Hydroxydecanoyl-[acyl-carrier-protein]:NADP + oxidoreductase	TRUE	NA	NA	-1000	1000	0	(x[1] | x[2])	(Nmar_0634 or Nmar_0173)
R04536	(3R)-3-Hydroxyoctanoyl-[acyl-carrier-protein]:NADP + oxidoreductase	TRUE	NA	NA	-1000	1000	0	(x[1] | x[2])	(Nmar_0634 or Nmar_0173)
R04543	(3R)-3-Hydroxypalmitoyl-[acyl-carrier-protein]:NADP + oxidoreductase	TRUE	NA	NA	-1000	1000	0	(x[1] | x[2])	(Nmar_0634 or Nmar_0173)
R04558	Imidazole-glycerol-3-phosphate synthase	FALSE	NA	NA	0	1000	0	(x[1] | x[2])	(Nmar_1552 or Nmar_1554)
R04559	1-(5'-Phosphoribosyl)-5-amino-4-(N-succinocarboxamide)-imidazole AMP-lyase	TRUE	NA	NA	-1000	1000	0	x[1]	Nmar_1455
R04562	Biotin:apo-[acetyl-CoA:carbondioxide ligase (ADP-forming)] ligase (AMP-forming)	FALSE	NA	NA	0	1000	0	x[1]	Nmar_0984
R04566	(3R)-3-Hydroxytetradecanoyl-[acyl-carrier-protein]:NADP + oxidoreductase	TRUE	NA	NA	-1000	1000	0	(x[1] | x[2])	(Nmar_0634 or Nmar_0173)
R04591	1-(5-Phosphoribosyl)-5-amino-4-carboxyimidazole:L-aspartate ligase (ADP-forming)	FALSE	NA	NA	0	1000	0	x[1]	Nmar_0784
R04639	2-amino-4-hydroxy-6-(erythro-1,2,3-trihydroxypropyl) dihydropteridine triphosphate hydrolase	TRUE	NA	NA	-1000	1000	0	x[1]	Nmar_0038
R04640	N-(5'-phospho-D-ribosylformimino)-5-amino-1- (5''-phospho-D-ribosyl)-4-imidazolecarboxamide ketol-isomerase	TRUE	NA	NA	-1000	1000	0	x[1]	Nmar_1553
R04672	(S)-2-Acetolactate pyruvate-lyase (carboxylating)	TRUE	NA	NA	-1000	1000	0	(x[1] & x[2])	(Nmar_1071 and Nmar_1072)
