Key	Type	Reactions	MetaCyc	EC	MSID
2.3.1.16	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	NA	NA	rxn31685
2.3.1.16	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	NA	NA	rxn32881
2.3.1.9	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	NA	NA	rxn00178
2.3.1.9	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	NA	NA	rxn00874
2.3.1.9	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	NA	NA	rxn23003
4.2.1.1	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	NA	NA	rxn00102
4.2.1.116	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	NA	NA	rxn02181
4.2.1.120	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	NA	NA	rxn03642
4.2.1.150	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	NA	NA	rxn02167
4.2.1.150	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	NA	NA	rxn02168
4.2.1.150	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	NA	NA	rxn03874
4.2.1.150	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	NA	NA	rxn27538
4.2.1.150	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	NA	NA	rxn19669
5.1.99.1	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	NA	NA	rxn01996
5.1.99.1	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	NA	NA	rxn16825
5.4.99.2	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	NA	NA	rxn00602
6.2.1.36	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	NA	NA	rxn16146
6.3.4.14	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	NA	NA	rxn06672
6.3.4.14	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	NA	NA	rxn19235
6.3.4.14	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	NA	NA	rxn27736
6.3.4.14	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	NA	NA	rxn31681
6.3.4.14	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	NA	NA	rxn05320
6.4.1.3	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	NA	NA	rxn01355
6.4.1.3	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	NA	NA	rxn14157
6.4.1.3	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	NA	NA	rxn26656
R00238	kegg	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	NA	ko_to_ms	rxn00178
R00238	kegg	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	NA	2.3.1.9	rxn00178
R00238	kegg	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	NA	2.3.1.9	rxn00874
R00238	kegg	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	NA	2.3.1.9	rxn23003
R00833	kegg	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	NA	ko_to_ms	rxn00602
R00833	kegg	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	NA	5.4.99.2	rxn00602
R00919	kegg	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	NA	ko_to_ms	rxn00668
R00919	kegg	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	NA	1.3.1.84	rxn00668
R01859	kegg	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	NA	ko_to_ms	rxn01355
R01859	kegg	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	NA	6.4.1.3	rxn01355
R01859	kegg	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	NA	6.4.1.3	rxn14157
R01859	kegg	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	NA	6.4.1.3	rxn26656
R01975	kegg	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	NA	ko_to_ms	rxn01451
R01975	kegg	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	NA	1.1.1.35	rxn01451
R01975	kegg	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	NA	1.1.1.35	rxn03239
R01975	kegg	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	NA	1.1.1.35	rxn03242
R01975	kegg	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	NA	1.1.1.35	rxn03244
R01975	kegg	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	NA	1.1.1.35	rxn03246
R01975	kegg	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	NA	1.1.1.35	rxn03249
R01975	kegg	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	NA	1.1.1.35	rxn03287
R01975	kegg	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	NA	1.1.1.35	rxn03289
R01975	kegg	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	NA	1.1.1.35	rxn03860
R01975	kegg	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	NA	1.1.1.35	rxn04750
R01975	kegg	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	NA	1.1.1.35	rxn06037
R01975	kegg	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	NA	1.1.1.35	rxn06777
R01975	kegg	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	NA	1.1.1.35	rxn07680
R01975	kegg	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	NA	1.1.1.35	rxn07684
R01975	kegg	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	NA	1.1.1.35	rxn07688
R01975	kegg	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	NA	1.1.1.35	rxn07883
R01975	kegg	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	NA	1.1.1.35	rxn08700
R01975	kegg	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	NA	1.1.1.35	rxn15495
R01975	kegg	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	NA	1.1.1.35	rxn15510
R01975	kegg	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	NA	1.1.1.35	rxn20473
R01975	kegg	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	NA	1.1.1.35	rxn21061
R01975	kegg	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	NA	1.1.1.35	rxn21065
R01975	kegg	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	NA	1.1.1.35	rxn21066
R01975	kegg	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	NA	1.1.1.35	rxn21572
R01975	kegg	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	NA	1.1.1.35	rxn23121
R01975	kegg	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	NA	1.1.1.35	rxn23125
R01975	kegg	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	NA	1.1.1.35	rxn23153
R01975	kegg	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	NA	1.1.1.35	rxn27454
R01975	kegg	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	NA	1.1.1.35	rxn30548
R01975	kegg	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	NA	1.1.1.35	rxn31677
R01975	kegg	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	NA	1.1.1.35	rxn31684
R01975	kegg	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	NA	1.1.1.35	rxn31720
R01975	kegg	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	NA	1.1.1.35	rxn32645
R02765	kegg	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	NA	ko_to_ms	rxn01996
R02765	kegg	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	NA	5.1.99.1	rxn01996
R02765	kegg	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	NA	5.1.99.1	rxn16825
R09280	kegg	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	NA	ko_to_ms	rxn16140
R09280	kegg	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	NA	1.2.1.76	rxn16140
R09289	kegg	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	NA	ko_to_ms	rxn16149
R09289	kegg	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	NA	1.1.1.298	rxn16149
R10782	kegg	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle	NA	4.2.1.120	rxn03642
7.1.1.5	EC	Terminal oxidases_Ca.Nitrospira_dfluvii	NA	NA	rxn08287
7.1.1.5	EC	Terminal oxidases_Ca.Nitrospira_dfluvii	NA	NA	rxn90021
RXN0-5266	metacyc	Terminal oxidases_Ca.Nitrospira_dfluvii	NA	7.1.1.2	rxn13726
RXN0-5266	metacyc	Terminal oxidases_Ca.Nitrospira_dfluvii	NA	1.3.5.1	rxn06109
RXN0-5266	metacyc	Terminal oxidases_Ca.Nitrospira_dfluvii	NA	1.3.5.1	rxn09272
RXN0-5266	metacyc	Terminal oxidases_Ca.Nitrospira_dfluvii	NA	1.3.5.1	rxn09417
RXN0-5266	metacyc	Terminal oxidases_Ca.Nitrospira_dfluvii	NA	1.3.5.1	rxn27229
RXN0-5266	metacyc	Terminal oxidases_Ca.Nitrospira_dfluvii	NA	1.3.5.1	rxn33444
RXN0-5266	metacyc	Terminal oxidases_Ca.Nitrospira_dfluvii	NA	1.3.5.1	rxn37562
RXN0-5266	metacyc	Terminal oxidases_Ca.Nitrospira_dfluvii	NA	1.3.5.1	rxn37563
RXN0-5266	metacyc	Terminal oxidases_Ca.Nitrospira_dfluvii	NA	1.3.5.1	rxn37641
RXN0-5266	metacyc	Terminal oxidases_Ca.Nitrospira_dfluvii	NA	1.3.5.1	rxn38991
RXN0-5266	metacyc	Terminal oxidases_Ca.Nitrospira_dfluvii	NA	1.3.5.1	rxn38995
RXN0-5266	metacyc	Terminal oxidases_Ca.Nitrospira_dfluvii	NA	1.3.5.1	rxn00288
R11885	kegg	Terminal oxidases_Ca.Nitrospira_dfluvii	NA	1.1.1.283	rxn01618
R11885	kegg	Terminal oxidases_Ca.Nitrospira_dfluvii	NA	1.1.1.283	rxn04937
R11885	kegg	Terminal oxidases_Ca.Nitrospira_dfluvii	NA	1.1.1.283	rxn15660
R11885	kegg	Terminal oxidases_Ca.Nitrospira_dfluvii	NA	1.1.1.283	rxn16883
R11885	kegg	Terminal oxidases_Ca.Nitrospira_dfluvii	NA	1.1.1	rxn13226
R11885	kegg	Terminal oxidases_Ca.Nitrospira_dfluvii	NA	2.6.1.27	rxn00483
R11885	kegg	Terminal oxidases_Ca.Nitrospira_dfluvii	NA	2.6.1.27	rxn01947
R11885	kegg	Terminal oxidases_Ca.Nitrospira_dfluvii	NA	2.6.1.27	rxn06810
R11886	kegg	Terminal oxidases_Ca.Nitrospira_dfluvii	NA	2.4.1.129	rxn06718
R11886	kegg	Terminal oxidases_Ca.Nitrospira_dfluvii	NA	2.4.1.129	rxn07070
R11886	kegg	Terminal oxidases_Ca.Nitrospira_dfluvii	NA	2.4.1.129	rxn17510
R11886	kegg	Terminal oxidases_Ca.Nitrospira_dfluvii	NA	2.4.1.129	rxn21612
R11886	kegg	Terminal oxidases_Ca.Nitrospira_dfluvii	NA	2.4.1.129	rxn21617
R11886	kegg	Terminal oxidases_Ca.Nitrospira_dfluvii	NA	2.4.1.129	rxn21659
R11886	kegg	Terminal oxidases_Ca.Nitrospira_dfluvii	NA	2.4.1.129	rxn21662
R11886	kegg	Terminal oxidases_Ca.Nitrospira_dfluvii	NA	2.4.1.129	rxn26334
