Key	Type	Reactions	MetaCyc	EC	MSID	id	abbreviation	name	code	stoichiometry	is_transport	equation	definition	reversibility	direction	abstract_reaction	pathways	aliases	ec_numbers	deltag	deltagerr	compound_ids	status	is_obsolete	linked_reaction	notes	is_copy_of	gapseq.status
1.3.99.1	EC	Complex II_Ca.Nitrospira_dfluvii	NA	NA	rxn09272	rxn09272	SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN.c.metaexp.CPD-9956_UBIQUINONE-8	fumarate reductase complex (i.e. FRD, involved in anaerobic respiration, repressed in aerobic respiration)	(1) cpd00036[0] + (1) cpd15560[0] <=> (1) cpd00106[0] + (1) cpd15561[0]	-1:cpd00036:0:0:"Succinate";-1:cpd15560:0:0:"Ubiquinone-8";1:cpd00106:0:0:"Fumarate";1:cpd15561:0:0:"Ubiquinol-8"	0	(1) cpd00036[0] + (1) cpd15560[0] => (1) cpd00106[0] + (1) cpd15561[0]	(1) Succinate[0] + (1) Ubiquinone-8[0] => (1) Fumarate[0] + (1) Ubiquinol-8[0]	>	=					-2.44	2.55	cpd00036;cpd00106;cpd15560;cpd15561	OK	0	rxn27238;rxn37566;rxn38714;rxn38716;rxn38993			corrected
1.3.99.1	EC	Complex II_Ca.Nitrospira_dfluvii	NA	NA	rxn13706	rxn13706	FRD8	succinate dehydrogenase (menaquinol 7:0 proton)	(1) cpd00106[0] + (1) cpd11451[1] <=> (1) cpd00036[0] + (1) cpd11606[1]	-1:cpd00106:0:0:"Fumarate";-1:cpd11451:1:0:"mql7";1:cpd00036:0:0:"Succinate";1:cpd11606:1:0:"Menaquinone 7"	1	(1) cpd00106[0] + (1) cpd11451[1] <=> (1) cpd00036[0] + (1) cpd11606[1]	(1) Fumarate[0] + (1) mql7[1] <=> (1) Succinate[0] + (1) Menaquinone 7[1]	=	=					6.53	2.81	cpd00036;cpd00106;cpd11451;cpd11606	OK	0				approved
1.3.99.1	EC	Complex II_Ca.Nitrospira_dfluvii	NA	NA	rxn13707	rxn13707	FRD9	succinate dehydrogenase (methylmenaquinol 7: 0proton)	(1) cpd00106[0] + (1) cpd17026[1] <=> (1) cpd00036[0] + (1) cpd17027[1]	-1:cpd00106:0:0:"Fumarate";-1:cpd17026:1:0:"methymenaquinol 7";1:cpd00036:0:0:"Succinate";1:cpd17027:1:0:"methylmenaquinone 7"	1	(1) cpd00106[0] + (1) cpd17026[1] => (1) cpd00036[0] + (1) cpd17027[1]	(1) Fumarate[0] + (1) methymenaquinol 7[1] => (1) Succinate[0] + (1) methylmenaquinone 7[1]	>	>					-19.26	0.7	cpd00036;cpd00106;cpd17026;cpd17027	OK	0				approved
1.3.99.1	EC	Complex II_Ca.Nitrospira_dfluvii	NA	NA	rxn27226	rxn27226	SUCC-FUM-OXRED-RXN.c	succinate:(acceptor) oxidoreductase	(1) cpd00036[0] + (1) cpd22290[0] <=> (1) cpd00106[0] + (1) cpd26978[0]	-1:cpd00036:0:0:"Succinate";-1:cpd22290:0:0:"Acceptor";1:cpd00106:0:0:"Fumarate";1:cpd26978:0:0:"Donor-H2"	0	(1) cpd00036[0] + (1) cpd22290[0] <=> (1) cpd00106[0] + (1) cpd26978[0]	(1) Succinate[0] + (1) Acceptor[0] <=> (1) Fumarate[0] + (1) Donor-H2[0]	=	=					1e+07	1e+07	cpd00036;cpd00106;cpd22290;cpd26978	CPDFORMERROR	0	rxn27227;rxn28990			not.assessed
1.10.2.2	EC	Complex III_Ca.Nitrospira_dfluvii	NA	NA	rxn06106	rxn06106	R02161	Ubiquinol:ferricytochrome-c oxidoreductase	(2) cpd00109[0] + (1) cpd11665[0] <=> (2) cpd00110[0] + (1) cpd11669[0]	-2:cpd00109:0:0:"Cytochrome c3+";-1:cpd11665:0:0:"QH2";2:cpd00067:0:0:"H+";2:cpd00110:0:0:"Cytochrome c2+";1:cpd11669:0:0:"Q"	0	(2) cpd00109[0] + (1) cpd11665[0] => (2) cpd00067[0] + (2) cpd00110[0] + (1) cpd11669[0]	(2) Cytochrome c3+[0] + (1) QH2[0] => (2) H+[0] + (2) Cytochrome c2+[0] + (1) Q[0]	>	=					2.64	2.64	cpd00067;cpd00109;cpd00110;cpd11665;cpd11669	OK	0	rxn33883;rxn33890			corrected
1.10.2.2	EC	Complex III_Ca.Nitrospira_dfluvii	NA	NA	rxn10044	rxn10044	CYOR3m	cytochrome-c reductase (menaquinol 7: 3 protons)	(2) cpd00109[0] + (1) cpd11451[0] <=> (2) cpd00110[0] + (1) cpd11606[0]	-1:cpd00067:0:0:"H+";-2:cpd00109:0:0:"Cytochrome c3+";-1:cpd11451:0:0:"mql7";3:cpd00067:1:0:"H+";2:cpd00110:0:0:"Cytochrome c2+";1:cpd11606:0:0:"Menaquinone 7"	1	(1) cpd00067[0] + (2) cpd00109[0] + (1) cpd11451[0] <=> (3) cpd00067[1] + (2) cpd00110[0] + (1) cpd11606[0]	(1) H+[0] + (2) Cytochrome c3+[0] + (1) mql7[0] <=> (3) H+[1] + (2) Cytochrome c2+[0] + (1) Menaquinone 7[0]	=	=					1e+07	1e+07	cpd00067;cpd00109;cpd00110;cpd11451;cpd11606	OK	0				approved
1.10.2.2	EC	Complex III_Ca.Nitrospira_dfluvii	NA	NA	rxn12750	rxn12750	CYO1-KT	ubiquinol---cytochrome-c reductase	(2) cpd00109[1] + (1) cpd15561[1] <=> (2) cpd00110[1] + (1) cpd15560[1]	-2:cpd00109:1:0:"Cytochrome c3+";-1:cpd15561:1:0:"Ubiquinol-8";2:cpd00067:0:0:"H+";2:cpd00110:1:0:"Cytochrome c2+";1:cpd15560:1:0:"Ubiquinone-8"	1	(2) cpd00109[1] + (1) cpd15561[1] => (2) cpd00067[0] + (2) cpd00110[1] + (1) cpd15560[1]	(2) Cytochrome c3+[1] + (1) Ubiquinol-8[1] => (2) H+[0] + (2) Cytochrome c2+[1] + (1) Ubiquinone-8[1]	>	=					1e+07	1e+07	cpd00067;cpd00109;cpd00110;cpd15560;cpd15561	OK	0				corrected
1.10.2.2	EC	Complex III_Ca.Nitrospira_dfluvii	NA	NA	rxn13689	rxn13689	CY or 7	cytochrome-c reductase (ubiquinol8: 4 protons translocated)	(2) cpd00109[0] + (1) cpd15561[0] <=> (2) cpd00110[0] + (1) cpd15560[0]	-2:cpd00109:0:0:"Cytochrome c3+";-1:cpd15561:0:0:"Ubiquinol-8";2:cpd00067:1:0:"H+";2:cpd00110:0:0:"Cytochrome c2+";1:cpd15560:0:0:"Ubiquinone-8"	1	(2) cpd00109[0] + (1) cpd15561[0] => (2) cpd00067[1] + (2) cpd00110[0] + (1) cpd15560[0]	(2) Cytochrome c3+[0] + (1) Ubiquinol-8[0] => (2) H+[1] + (2) Cytochrome c2+[0] + (1) Ubiquinone-8[0]	>	=					2.64	2.64	cpd00067;cpd00109;cpd00110;cpd15560;cpd15561	OK	0				corrected
1.10.2.2	EC	Complex III_Ca.Nitrospira_dfluvii	NA	NA	rxn16999	rxn16999	1.10.2.2-RXN.c	ubiquinol-cytochrome c oxidoreductase	(2) cpd26784[0] + (1) cpd28300[0] <=> (2) cpd26785[0] + (1) cpd28301[0]	-2:cpd26784:0:0:"Cytochromes-C-Oxidized";-1:cpd28300:0:0:"Ubiquinols";2:cpd26785:0:0:"Cytochromes-C-Reduced";1:cpd28301:0:0:"Ubiquinones"	0	(2) cpd26784[0] + (1) cpd28300[0] <= (2) cpd26785[0] + (1) cpd28301[0]	(2) Cytochromes-C-Oxidized[0] + (1) Ubiquinols[0] <= (2) Cytochromes-C-Reduced[0] + (1) Ubiquinones[0]	<	<					1e+07	1e+07	cpd26784;cpd26785;cpd28300;cpd28301	CPDFORMERROR	0	rxn17000;rxn27461;rxn37876;rxn37878			not.assessed
1.10.2.2	EC	Complex III_Ca.Nitrospira_dfluvii	NA	NA	rxn27461	rxn27461	1.10.2.2-RXN.d	1.10.2.2-RXN.d	(2) cpd26784[0] + (1) cpd28300[0] <=> (2) cpd26785[0] + (1) cpd28301[0]	-2:cpd26784:0:0:"Cytochromes-C-Oxidized";-1:cpd28300:0:0:"Ubiquinols";2:cpd26785:0:0:"Cytochromes-C-Reduced";1:cpd28301:0:0:"Ubiquinones"	0	(2) cpd26784[0] + (1) cpd28300[0] <= (2) cpd26785[0] + (1) cpd28301[0]	(2) Cytochromes-C-Oxidized[0] + (1) Ubiquinols[0] <= (2) Cytochromes-C-Reduced[0] + (1) Ubiquinones[0]	<	<					1e+07	1e+07	cpd26784;cpd26785;cpd28300;cpd28301	CPDFORMERROR	1	rxn16999;rxn17000;rxn37876;rxn37878		rxn16999	not.assessed
1.10.2.2	EC	Complex III_Ca.Nitrospira_dfluvii	NA	NA	rxn37579	rxn37579	1.10.2.2-RXN.c.plantexp.CPD-9957_Cytochromes-C-Oxidized_Cytochromes-C-Reduced_UBIQUINONE-9	ubiquinol-cytochrome c2 reductase	(1) cpd25914[0] + (2) cpd26784[0] <=> (1) cpd01351[0] + (2) cpd26785[0]	-1:cpd25914:0:0:"ubiquinol(9)";-2:cpd26784:0:0:"Cytochromes-C-Oxidized";2:cpd00067:0:0:"H+";1:cpd01351:0:0:"Ubiquinone-9";2:cpd26785:0:0:"Cytochromes-C-Reduced"	0	(1) cpd25914[0] + (2) cpd26784[0] <=> (2) cpd00067[0] + (1) cpd01351[0] + (2) cpd26785[0]	(1) ubiquinol(9)[0] + (2) Cytochromes-C-Oxidized[0] <=> (2) H+[0] + (1) Ubiquinone-9[0] + (2) Cytochromes-C-Reduced[0]	=	=					2.64	2.64	cpd00067;cpd01351;cpd25914;cpd26784;cpd26785	OK	0	rxn37581			not.assessed
1.10.2.2	EC	Complex III_Ca.Nitrospira_dfluvii	NA	NA	rxn37580	rxn37580	1.10.2.2-RXN.c.plantexp.Cytochromes-C-Oxidized_Cytochromes-C-Reduced_UBIQUINOL-8_UBIQUINONE-8	ubiquinol-cytochrome c2 reductase	(2) cpd26784[0] + (1) cpd29608[0] <=> (1) cpd15560[0] + (2) cpd26785[0]	-2:cpd26784:0:0:"Cytochromes-C-Oxidized";-1:cpd29608:0:0:"ubiquinol(8)";2:cpd00067:0:0:"H+";1:cpd15560:0:0:"Ubiquinone-8";2:cpd26785:0:0:"Cytochromes-C-Reduced"	0	(2) cpd26784[0] + (1) cpd29608[0] <= (2) cpd00067[0] + (1) cpd15560[0] + (2) cpd26785[0]	(2) Cytochromes-C-Oxidized[0] + (1) ubiquinol(8)[0] <= (2) H+[0] + (1) Ubiquinone-8[0] + (2) Cytochromes-C-Reduced[0]	<	<					123.44	4.6	cpd00067;cpd15560;cpd26784;cpd26785;cpd29608	OK	0	rxn37582			not.assessed
1.10.2.2	EC	Complex III_Ca.Nitrospira_dfluvii	NA	NA	rxn37650	rxn37650	1.10.2.2-RXN.m.araexp.CPD-9956_Cytochromes-C-Oxidized_Cytochromes-C-Reduced_UBIQUINONE-8	Cytochrome bc1 complex	(1) cpd15561[0] + (2) cpd26784[0] <=> (1) cpd15560[0] + (2) cpd26785[0]	-1:cpd15561:0:0:"Ubiquinol-8";-2:cpd26784:0:0:"Cytochromes-C-Oxidized";2:cpd00067:0:0:"H+";1:cpd15560:0:0:"Ubiquinone-8";2:cpd26785:0:0:"Cytochromes-C-Reduced"	0	(1) cpd15561[0] + (2) cpd26784[0] <=> (2) cpd00067[0] + (1) cpd15560[0] + (2) cpd26785[0]	(1) Ubiquinol-8[0] + (2) Cytochromes-C-Oxidized[0] <=> (2) H+[0] + (1) Ubiquinone-8[0] + (2) Cytochromes-C-Reduced[0]	=	=					2.64	2.64	cpd00067;cpd15560;cpd15561;cpd26784;cpd26785	OK	0	rxn37875;rxn37877;rxn37879;rxn38836			not.assessed
7.1.1.8	EC	Complex III_Ca.Nitrospira_dfluvii	NA	NA	rxn13689	rxn13689	CY or 7	cytochrome-c reductase (ubiquinol8: 4 protons translocated)	(2) cpd00109[0] + (1) cpd15561[0] <=> (2) cpd00110[0] + (1) cpd15560[0]	-2:cpd00109:0:0:"Cytochrome c3+";-1:cpd15561:0:0:"Ubiquinol-8";2:cpd00067:1:0:"H+";2:cpd00110:0:0:"Cytochrome c2+";1:cpd15560:0:0:"Ubiquinone-8"	1	(2) cpd00109[0] + (1) cpd15561[0] => (2) cpd00067[1] + (2) cpd00110[0] + (1) cpd15560[0]	(2) Cytochrome c3+[0] + (1) Ubiquinol-8[0] => (2) H+[1] + (2) Cytochrome c2+[0] + (1) Ubiquinone-8[0]	>	=					2.64	2.64	cpd00067;cpd00109;cpd00110;cpd15560;cpd15561	OK	0				corrected
3.6.3.14	EC	Complex V_Ca.Nitrospira_dfluvii	NA	NA	rxn00062	rxn00062	R00086	ATP phosphohydrolase	(1) cpd00001[0] + (1) cpd00002[0] <=> (1) cpd00008[0] + (1) cpd00009[0]	-1:cpd00001:0:0:"H2O";-1:cpd00002:0:0:"ATP";1:cpd00008:0:0:"ADP";1:cpd00009:0:0:"Phosphate";1:cpd00067:0:0:"H+"	0	(1) cpd00001[0] + (1) cpd00002[0] => (1) cpd00008[0] + (1) cpd00009[0] + (1) cpd00067[0]	(1) H2O[0] + (1) ATP[0] => (1) ADP[0] + (1) Phosphate[0] + (1) H+[0]	>	>					-6.82	0.72	cpd00001;cpd00002;cpd00008;cpd00009;cpd00067	OK	0	rxn11300;rxn27586;rxn27587;rxn27588;rxn27616;rxn38021;rxn38022;rxn38023;rxn38233			approved
3.6.3.14	EC	Complex V_Ca.Nitrospira_dfluvii	NA	NA	rxn08173	rxn08173	ATPSYN-RXN.cp	F(1)-ATPase	(1) cpd00008[0] + (1) cpd00009[0] <=> (1) cpd00001[0] + (1) cpd00002[0]	-1:cpd00008:0:0:"ADP";-1:cpd00009:0:0:"Phosphate";-4:cpd00067:1:0:"H+";1:cpd00001:0:0:"H2O";1:cpd00002:0:0:"ATP";3:cpd00067:0:0:"H+"	1	(1) cpd00008[0] + (1) cpd00009[0] + (4) cpd00067[1] => (1) cpd00001[0] + (1) cpd00002[0] + (3) cpd00067[0]	(1) ADP[0] + (1) Phosphate[0] + (4) H+[1] => (1) H2O[0] + (1) ATP[0] + (3) H+[0]	>	>					-6.82	0.72	cpd00001;cpd00002;cpd00008;cpd00009;cpd00067	OK	0	rxn10042;rxn27727;rxn38049;rxn38050;rxn38051			approved
3.6.3.14	EC	Complex V_Ca.Nitrospira_dfluvii	NA	NA	rxn13766	rxn13766	ATPS3r	ATP synthase (three protons for one ATP)	(1) cpd00008[0] + (1) cpd00009[0] <=> (1) cpd00001[0] + (1) cpd00002[0]	-1:cpd00008:0:0:"ADP";-1:cpd00009:0:0:"Phosphate";-3:cpd00067:1:0:"H+";1:cpd00001:0:0:"H2O";1:cpd00002:0:0:"ATP";2:cpd00067:0:0:"H+"	1	(1) cpd00008[0] + (1) cpd00009[0] + (3) cpd00067[1] <= (1) cpd00001[0] + (1) cpd00002[0] + (2) cpd00067[0]	(1) ADP[0] + (1) Phosphate[0] + (3) H+[1] <= (1) H2O[0] + (1) ATP[0] + (2) H+[0]	<	<					6.82	0.72	cpd00001;cpd00002;cpd00008;cpd00009;cpd00067	OK	1	rxn09528;rxn09529;rxn09530		rxn09528	approved
3.6.3.14	EC	Complex V_Ca.Nitrospira_dfluvii	NA	NA	rxn27727	rxn27727	ATPSYN-RXN.cv	coupling factors (F0, F1 and CF1)	(1) cpd00008[0] + (1) cpd00009[0] <=> (1) cpd00001[0] + (1) cpd00002[0]	-1:cpd00008:0:0:"ADP";-1:cpd00009:0:0:"Phosphate";-4:cpd00067:1:0:"H+";1:cpd00001:0:0:"H2O";1:cpd00002:0:0:"ATP";3:cpd00067:0:0:"H+"	1	(1) cpd00008[0] + (1) cpd00009[0] + (4) cpd00067[1] => (1) cpd00001[0] + (1) cpd00002[0] + (3) cpd00067[0]	(1) ADP[0] + (1) Phosphate[0] + (4) H+[1] => (1) H2O[0] + (1) ATP[0] + (3) H+[0]	>	>					-6.82	0.72	cpd00001;cpd00002;cpd00008;cpd00009;cpd00067	OK	1	rxn08173;rxn10042;rxn38049;rxn38050;rxn38051		rxn08173	approved
cysH	gene	K00390_Sulfer metabolism in Cenarchaeota_I.ramosa	RXN-12019	2.7.7.4	rxn00379	rxn00379	R00529	ATP:sulfate adenylyltransferase	(1) cpd00002[0] + (1) cpd00048[0] <=> (1) cpd00012[0] + (1) cpd00193[0]	-1:cpd00002:0:0:"ATP";-1:cpd00048:0:0:"Sulfate";1:cpd00012:0:0:"PPi";1:cpd00193:0:0:"APS"	0	(1) cpd00002[0] + (1) cpd00048[0] <=> (1) cpd00012[0] + (1) cpd00193[0]	(1) ATP[0] + (1) Sulfate[0] <=> (1) PPi[0] + (1) APS[0]	=	=					3.04	1.01	cpd00002;cpd00012;cpd00048;cpd00193	OK	0	rxn27259;rxn33490	HB		approved
cysH	gene	K00390_Sulfer metabolism in Cenarchaeota_I.ramosa	RXN-12019	2.7.7.4	rxn03373	rxn03373	R04929	ATP:selenate adenylyltransferase	(1) cpd00002[0] + (1) cpd03396[0] <=> (1) cpd00012[0] + (1) cpd03388[0]	-1:cpd00002:0:0:"ATP";-1:cpd03396:0:0:"Selenate";1:cpd00012:0:0:"PPi";1:cpd00067:0:0:"H+";1:cpd03388:0:0:"Adenylylselenate"	0	(1) cpd00002[0] + (1) cpd03396[0] => (1) cpd00012[0] + (1) cpd00067[0] + (1) cpd03388[0]	(1) ATP[0] + (1) Selenate[0] => (1) PPi[0] + (1) H+[0] + (1) Adenylylselenate[0]	>	>					-12.96	0.74	cpd00002;cpd00012;cpd00067;cpd03388;cpd03396	OK	0	rxn23129	HB		approved
cysH	gene	K00390_Sulfer metabolism in Cenarchaeota_I.ramosa	RXN-12019	2.7.7.4	rxn27259	rxn27259	SULFATE-ADENYLYLTRANS-RXN.d	sulfate adenylyltransferase	(1) cpd00002[0] + (1) cpd00048[0] <=> (1) cpd00012[0] + (1) cpd00193[0]	-1:cpd00002:0:0:"ATP";-1:cpd00048:0:0:"Sulfate";1:cpd00012:0:0:"PPi";1:cpd00193:0:0:"APS"	0	(1) cpd00002[0] + (1) cpd00048[0] <=> (1) cpd00012[0] + (1) cpd00193[0]	(1) ATP[0] + (1) Sulfate[0] <=> (1) PPi[0] + (1) APS[0]	=	=					3.04	1.01	cpd00002;cpd00012;cpd00048;cpd00193	OK	1	rxn00379;rxn33490	HB	rxn00379	approved
cysH	gene	K00390_Sulfer metabolism in Cenarchaeota_I.ramosa	RXN-12019	2.7.7.4	rxn34004	rxn34004	JM_Cre_392	Lumped PAPS Synthesis	(2) cpd00002[0] + (1) cpd00048[0] <=> (1) cpd00008[0] + (1) cpd00012[0] + (1) cpd00044[0]	-2:cpd00002:0:0:"ATP";-1:cpd00048:0:0:"Sulfate";1:cpd00008:0:0:"ADP";1:cpd00012:0:0:"PPi";1:cpd00044:0:0:"3-phosphoadenylylsulfate";1:cpd00067:0:0:"H+"	0	(2) cpd00002[0] + (1) cpd00048[0] => (1) cpd00008[0] + (1) cpd00012[0] + (1) cpd00044[0] + (1) cpd00067[0]	(2) ATP[0] + (1) Sulfate[0] => (1) ADP[0] + (1) PPi[0] + (1) 3-phosphoadenylylsulfate[0] + (1) H+[0]	>	>					-10.99	1.03	cpd00002;cpd00008;cpd00012;cpd00044;cpd00048;cpd00067	OK	0				not.assessed
cysH	gene	K00390_Sulfer metabolism in Cenarchaeota_I.ramosa	RXN-12019	1.8.4.10	rxn05256	rxn05256	R07176	AMP,sulfite:thioredoxin-disulfide oxidoreductase(adenosine-5'-phosphosulfate-forming)	(1) cpd00193[0] + (1) cpd11421[0] <=> (1) cpd00018[0] + (1) cpd00081[0] + (1) cpd11420[0]	-1:cpd00193:0:0:"APS";-1:cpd11421:0:0:"trdrd";1:cpd00018:0:0:"AMP";1:cpd00067:0:0:"H+";1:cpd00081:0:0:"Sulfite";1:cpd11420:0:0:"trdox"	0	(1) cpd00193[0] + (1) cpd11421[0] => (1) cpd00018[0] + (1) cpd00067[0] + (1) cpd00081[0] + (1) cpd11420[0]	(1) APS[0] + (1) trdrd[0] => (1) AMP[0] + (1) H+[0] + (1) Sulfite[0] + (1) trdox[0]	>	=					1e+07	1e+07	cpd00018;cpd00067;cpd00081;cpd00193;cpd11420;cpd11421	OK	0		HB		corrected
cysH	gene	K00390_Sulfer metabolism in Cenarchaeota_I.ramosa	RXN-12019	1.8.4.10	rxn22316	rxn22316	RXN-12019.c	adenylyl-sulfate reductase (thioredoxin)	(1) cpd00018[0] + (1) cpd00081[0] + (1) cpd27735[0] <=> (1) cpd00193[0] + (1) cpd28060[0]	-1:cpd00018:0:0:"AMP";-1:cpd00081:0:0:"Sulfite";-1:cpd27735:0:0:"Ox-Thioredoxin";1:cpd00067:0:0:"H+";1:cpd00193:0:0:"APS";1:cpd28060:0:0:"Red-Thioredoxin"	0	(1) cpd00018[0] + (1) cpd00081[0] + (1) cpd27735[0] <= (1) cpd00067[0] + (1) cpd00193[0] + (1) cpd28060[0]	(1) AMP[0] + (1) Sulfite[0] + (1) Ox-Thioredoxin[0] <= (1) H+[0] + (1) APS[0] + (1) Red-Thioredoxin[0]	<	<					6.62	0.88	cpd00018;cpd00067;cpd00081;cpd00193;cpd27735;cpd28060	OK	0				not.assessed
cysH	gene	K00390_Sulfer metabolism in Cenarchaeota_I.ramosa	1.8.4.8-RXN	1.8.4.8	rxn05239	rxn05239	R02021	adenosine 3',5'-bisphosphate,sulfite:oxidized-thioredoxin oxidoreductase (3'-phosphoadenosine-5'-phosphosulfate -forming)	(1) cpd00044[0] + (1) cpd11421[0] <=> (1) cpd00045[0] + (1) cpd00081[0] + (1) cpd11420[0]	-1:cpd00044:0:0:"3-phosphoadenylylsulfate";-1:cpd11421:0:0:"trdrd";1:cpd00045:0:0:"Adenosine 3-5-bisphosphate";1:cpd00067:0:0:"H+";1:cpd00081:0:0:"Sulfite";1:cpd11420:0:0:"trdox"	0	(1) cpd00044[0] + (1) cpd11421[0] => (1) cpd00045[0] + (1) cpd00067[0] + (1) cpd00081[0] + (1) cpd11420[0]	(1) 3-phosphoadenylylsulfate[0] + (1) trdrd[0] => (1) Adenosine 3-5-bisphosphate[0] + (1) H+[0] + (1) Sulfite[0] + (1) trdox[0]	>	=					1e+07	1e+07	cpd00044;cpd00045;cpd00067;cpd00081;cpd11420;cpd11421	OK	0	rxn33736	HB		corrected
cysH	gene	K00390_Sulfer metabolism in Cenarchaeota_I.ramosa	1.8.4.8-RXN	1.8.4.8	rxn09069	rxn09069	PAPSR2	phosphoadenylyl-sulfate reductase (glutaredoxin)	(1) cpd00044[0] + (1) cpd15481[0] <=> (1) cpd00045[0] + (1) cpd00081[0] + (1) cpd15480[0]	-1:cpd00044:0:0:"3-phosphoadenylylsulfate";-1:cpd15481:0:0:"glutaredoxin (reduced)";1:cpd00045:0:0:"Adenosine 3-5-bisphosphate";1:cpd00067:0:0:"H+";1:cpd00081:0:0:"Sulfite";1:cpd15480:0:0:"glutaredoxin (oxidized)"	0	(1) cpd00044[0] + (1) cpd15481[0] => (1) cpd00045[0] + (1) cpd00067[0] + (1) cpd00081[0] + (1) cpd15480[0]	(1) 3-phosphoadenylylsulfate[0] + (1) glutaredoxin (reduced)[0] => (1) Adenosine 3-5-bisphosphate[0] + (1) H+[0] + (1) Sulfite[0] + (1) glutaredoxin (oxidized)[0]	>	>					-25.68	0.88	cpd00044;cpd00045;cpd00067;cpd00081;cpd15480;cpd15481	OK	0		HB		approved
cysH	gene	K00390_Sulfer metabolism in Cenarchaeota_I.ramosa	1.8.4.8-RXN	1.8.4.8	rxn17275	rxn17275	1.8.4.8-RXN.c	PAPS reductase, thioredoxin-dependent	(1) cpd00045[0] + (1) cpd00081[0] + (1) cpd27735[0] <=> (1) cpd00044[0] + (1) cpd28060[0]	-1:cpd00045:0:0:"Adenosine 3-5-bisphosphate";-1:cpd00081:0:0:"Sulfite";-1:cpd27735:0:0:"Ox-Thioredoxin";1:cpd00044:0:0:"3-phosphoadenylylsulfate";1:cpd00067:0:0:"H+";1:cpd28060:0:0:"Red-Thioredoxin"	0	(1) cpd00045[0] + (1) cpd00081[0] + (1) cpd27735[0] <= (1) cpd00044[0] + (1) cpd00067[0] + (1) cpd28060[0]	(1) Adenosine 3-5-bisphosphate[0] + (1) Sulfite[0] + (1) Ox-Thioredoxin[0] <= (1) 3-phosphoadenylylsulfate[0] + (1) H+[0] + (1) Red-Thioredoxin[0]	<	<					6.62	0.88	cpd00044;cpd00045;cpd00067;cpd00081;cpd27735;cpd28060	OK	0	rxn37904			not.assessed
cysH	gene	K00390_Sulfer metabolism in Cenarchaeota_I.ramosa	1.8.4.8-RXN	1.8.4.8	rxn27490	rxn27490	1.8.4.8-RXN.d	PAPS reductase	(1) cpd00081[0] + (1) cpd27735[0] + (1) cpd29436[0] <=> (1) cpd00044[0] + (1) cpd28060[0]	-1:cpd00081:0:0:"Sulfite";-1:cpd27735:0:0:"Ox-Thioredoxin";-1:cpd29436:0:0:"PAP";1:cpd00044:0:0:"3-phosphoadenylylsulfate";5:cpd00067:0:0:"H+";1:cpd28060:0:0:"Red-Thioredoxin"	0	(1) cpd00081[0] + (1) cpd27735[0] + (1) cpd29436[0] => (1) cpd00044[0] + (5) cpd00067[0] + (1) cpd28060[0]	(1) Sulfite[0] + (1) Ox-Thioredoxin[0] + (1) PAP[0] => (1) 3-phosphoadenylylsulfate[0] + (5) H+[0] + (1) Red-Thioredoxin[0]	>	>					-501.85	3.15	cpd00044;cpd00067;cpd00081;cpd27735;cpd28060;cpd29436	OK	0	rxn38838			not.assessed
cysH	gene	K00390_Sulfer metabolism in Cenarchaeota_I.ramosa	1.8.4.8-RXN	1.8.4.8	rxn37904	rxn37904	1.8.4.8-RXN.n	1.8.4.8-RXN.n	(1) cpd00045[0] + (1) cpd00081[0] + (1) cpd27735[0] <=> (1) cpd00044[0] + (1) cpd28060[0]	-1:cpd00045:0:0:"Adenosine 3-5-bisphosphate";-1:cpd00081:0:0:"Sulfite";-1:cpd27735:0:0:"Ox-Thioredoxin";1:cpd00044:0:0:"3-phosphoadenylylsulfate";1:cpd00067:0:0:"H+";1:cpd28060:0:0:"Red-Thioredoxin"	0	(1) cpd00045[0] + (1) cpd00081[0] + (1) cpd27735[0] <= (1) cpd00044[0] + (1) cpd00067[0] + (1) cpd28060[0]	(1) Adenosine 3-5-bisphosphate[0] + (1) Sulfite[0] + (1) Ox-Thioredoxin[0] <= (1) 3-phosphoadenylylsulfate[0] + (1) H+[0] + (1) Red-Thioredoxin[0]	<	<					6.62	0.88	cpd00044;cpd00045;cpd00067;cpd00081;cpd27735;cpd28060	OK	1	rxn17275		rxn17275	not.assessed
cysH	gene	K00390_Sulfer metabolism in Cenarchaeota_I.ramosa	1.8.4.9-RXN	1.8.4.9	rxn03983	rxn03983	R05717	AMP,sulfite:glutathione-disulfide oxidoreductase (adenosine-5'-phosphosulfate-forming)	(1) cpd00018[0] + (1) cpd00081[0] + (1) cpd00111[0] <=> (2) cpd00042[0] + (1) cpd00193[0]	-1:cpd00018:0:0:"AMP";-1:cpd00067:0:0:"H+";-1:cpd00081:0:0:"Sulfite";-1:cpd00111:0:0:"Oxidized glutathione";2:cpd00042:0:0:"GSH";1:cpd00193:0:0:"APS"	0	(1) cpd00018[0] + (1) cpd00067[0] + (1) cpd00081[0] + (1) cpd00111[0] <= (2) cpd00042[0] + (1) cpd00193[0]	(1) AMP[0] + (1) H+[0] + (1) Sulfite[0] + (1) Oxidized glutathione[0] <= (2) GSH[0] + (1) APS[0]	<	<					18.5	1.96	cpd00018;cpd00042;cpd00067;cpd00081;cpd00111;cpd00193	OK	0	rxn27491;rxn34797	HB		approved
