react_id	react_name	react_rev	react_single	react_de	lowbnd	uppbnd	obj_coef	gprRules	gpr	react_attr	rxn	name	ec	tc	qseqid	pident	evalue	bitscore	qcovs	stitle	sstart	send	pathway	status	pathway.status	complex	exception	complex.status	gs.origin	annotation	MNX_ID	seedID	keggID	biggID	biocycID
EX_cpd11595_e0	chromate Exchange	TRUE	NA	NA	0	1000	0			EX_cpd11595	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/SBO:0000627	NA	NA	NA	NA	NA
EX_cpd00082_e0	D-Fructose-e0-e0 Exchange	TRUE	NA	NA	0	1000	0			EX_cpd00082_e0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/SBO:0000627	NA	NA	NA	NA	NA
rxn01987_c0	R02750	TRUE	NA	NA	-1000	0	0			rxn01987	RIBOKIN-RXN	ribokinase	2.7.1.15	NA	UniRef90_P36945	29.53	1.14e-13	69.7	99	STY1_bin_1_NODE_110_length_32792_cov_19.5829	4574	3699	|RIBOKIN-PWY|	bad_blast	NA	NA	0	NA	3	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:2.7.1.15;http://identifiers.org/seed.reaction:rxn01987;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn01987;http://identifiers.org/kegg.reaction:R02750;http://identifiers.org/bigg.reaction:DRBK;http://identifiers.org/metanetx.reaction:MNXR97781	MNXR97781	rxn01987	R02750	DRBK	NA
rxn05938_c0	pyruvate ferredoxin oxidoreductase	TRUE	NA	NA	-1000	1000	0			rxn05938	PYRUFLAVREDUCT-RXN	PYRUFLAVREDUCT-RXN	1.2.7.1	NA		NA	NA	100	NA		NA	NA	|NPGLUCAT-PWY|	no_blast	threshold	Subunit 1	0	NA	3	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:1.2.7.1;http://identifiers.org/seed.reaction:rxn05938;http://identifiers.org/SBO:0000176	NA	NA	NA	NA	NA
rxn07189_c0	carbon-monoxide,water:ferredoxin oxidoreductase	TRUE	NA	NA	-1000	1000	0			rxn07189	1.2.7.4-RXN	carbon monoxide dehydrogenase (ferredoxin)	1.2.7.4	NA		NA	NA	100	NA		NA	NA	|PWY-5372|	no_blast	keyenzyme	Subunit 2	0	NA	3	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:1.2.7.4;http://identifiers.org/seed.reaction:rxn07189;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn07189;http://identifiers.org/kegg.reaction:R07157;http://identifiers.org/metanetx.reaction:MNXR110856	MNXR110856	rxn07189	R07157	NA	NA
rxn01306_c0	2-dehydro-3-deoxy-D-pentonate glycolaldehyde-lyase (pyruvate-forming)	TRUE	NA	NA	-1000	1000	0			rxn01306	4.1.2.28-RXN	2-dehydro-3-deoxy-D-pentonate aldolase	4.1.2.28	NA	UniRef90_P75682	35.185	1.96e-22	95.9	72	STY2_bin_2_NODE_1168_length_9810_cov_36.405	1606	2241	|PWY-7178|	bad_blast	NA	NA	0	NA	3	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:4.1.2.28;http://identifiers.org/seed.reaction:rxn01306;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn01306;http://identifiers.org/kegg.reaction:R01782;http://identifiers.org/biocyc:META:4.1.2.28-RXN;http://identifiers.org/metanetx.reaction:MNXR107168	MNXR107168	rxn01306	R01782	NA	4.1.2.28-RXN
rxn00630_c0	D-Mannitol:NADP+ 2-oxidoreductase	TRUE	NA	NA	-1000	1000	0			rxn00630	R00870	D-Mannitol:NADP+ 2-oxidoreductase	1.1.1.138	NA	UniRef50_A0A6G7GXP8	33.333	5.15e-21	88.2	99	STY4_bin_1_NODE_2_length_187527_cov_473.197	149442	148987	map00051	bad_blast	NA	NA	0	NA	3	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:1.1.1.138;http://identifiers.org/seed.reaction:rxn00630;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn00630;http://identifiers.org/kegg.reaction:R00870;http://identifiers.org/biocyc:META:MANNITOL-2-DEHYDROGENASE-NADP+-RXN;http://identifiers.org/metanetx.reaction:MNXR106724	MNXR106724	rxn00630	R00870	NA	MANNITOL-2-DEHYDROGENASE-NADP+-RXN
rxn00374_c0	Formamide amidohydrolase	FALSE	NA	NA	0	1000	0			rxn00374	FORMAMIDASE-RXN	formamidase	3.5.1.49	NA	UniRef90_B9K1J4	25.902	2.1e-13	69.7	84	STY3_bin_1_NODE_83_length_34728_cov_147.61	23852	22956	|PWY-7142|	bad_blast	NA	NA	0	NA	3	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:3.5.1.49;http://identifiers.org/seed.reaction:rxn00374;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn00374;http://identifiers.org/kegg.reaction:R00524;http://identifiers.org/bigg.reaction:FORA;http://identifiers.org/bigg.reaction:FORAMD;http://identifiers.org/bigg.reaction:FORAMDx;http://identifiers.org/biocyc:META:FORMAMIDASE-RXN;http://identifiers.org/metanetx.reaction:MNXR99615	MNXR99615	rxn00374	R00524	FORA;FORAMD;FORAMDx	FORMAMIDASE-RXN
rxn01023_c0	formamide hydro-lyase (cyanide-forming)	TRUE	NA	NA	-1000	0	0			rxn01023	CYANIDE-HYDRATASE-RXN	cyanide hydratase	4.2.1.66	NA	UniRef50_K4LFL8	30.12	1.46e-12	65.5	92	STY4_bin_1_NODE_533_length_16018_cov_550.043	4452	5183	|PWY-7142|	bad_blast	NA	NA	0	NA	3	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:4.2.1.66;http://identifiers.org/seed.reaction:rxn01023;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn01023;http://identifiers.org/kegg.reaction:R01408;http://identifiers.org/biocyc:META:CYANIDE-HYDRATASE-RXN;http://identifiers.org/metanetx.reaction:MNXR106974	MNXR106974	rxn01023	R01408	NA	CYANIDE-HYDRATASE-RXN
rxn02112_c0	(R,R)-Butane-2,3-diol:NAD+ oxidoreductase	TRUE	NA	NA	-1000	1000	0			rxn02112	RR-BUTANEDIOL-DEHYDROGENASE-RXN	(R,R)-butanediol dehydrogenase	1.1.1.4	NA	UniRef90_Q0KDL6	27.027	6.6e-18	84	95	STY4_bin_1_NODE_22_length_67542_cov_591.459	35760	34699	|PWY3O-246|	bad_blast	NA	NA	0	NA	3	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:1.1.1.4;http://identifiers.org/seed.reaction:rxn02112;http://identifiers.org/SBO:0000176	NA	NA	NA	NA	NA
rxn08535_c0	Fructose transport via PEP:Pyr PTS (f6p generating) (periplasm)	FALSE	NA	NA	0	1000	0			rxn08535	q1r4s9	transport-4.a.2-fructose	NA	4.a.2	gnl|tc-db|q1r4s9|4.a.2.1.9	29.197	1.07e-13	65.9	87	STY1_bin_1_NODE_24_length_74968_cov_22.6092	65880	66275	NA	bad_blast	NA	NA	0	NA	3	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/seed.reaction:rxn08535;http://identifiers.org/SBO:0000176	NA	NA	NA	NA	NA
rxn08854_c0	TRANS-RXN-58.cp	TRUE	NA	NA	-1000	1000	0			rxn08854	p94633	transport-2.a.75-lysine	NA	2.a.75	gnl|tc-db|p94633|2.a.75.1.1	25.806	3.51e-14	69.7	92	STY4_bin_1_NODE_67_length_45416_cov_442.926	19371	18820	NA	bad_blast	NA	NA	0	NA	4	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/seed.reaction:rxn08854;http://identifiers.org/SBO:0000185;http://identifiers.org/seed.reaction:rxn08854;http://identifiers.org/bigg.reaction:LYSt2m;http://identifiers.org/bigg.reaction:LYSt2pp;http://identifiers.org/bigg.reaction:LYSt2r;http://identifiers.org/biocyc:META:TRANS-RXN-58;http://identifiers.org/metanetx.reaction:MNXR101266	MNXR101266	rxn08854	NA	LYSt2m;LYSt2pp;LYSt2r	TRANS-RXN-58
rxn09657_c0	Thiamine transporter	TRUE	NA	NA	-1000	1000	0			rxn09657	q08485	transport-2.a.39-thiamine	NA	2.a.39	gnl|tc-db|q08485|2.a.39.4.2	20.767	2.91e-16	81.3	71	STY2_bin_2_NODE_17_length_65616_cov_40.1088	22185	20923	NA	bad_blast	NA	NA	0	NA	4	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/seed.reaction:rxn09657;http://identifiers.org/SBO:0000185	NA	NA	NA	NA	NA
rxn00541_c0	L-threonine acetaldehyde-lyase (glycine-forming)	FALSE	NA	NA	0	1000	0			rxn00541	THREONINE-ALDOLASE-RXN	L-threonine aldolase	4.1.2.5	NA	UniRef50_A0A4U0PHS8	26.107	8.66e-19	87.8	94	STY4_bin_1_NODE_4_length_120519_cov_465.846	62844	64088	|GLYSYN-THR-PWY|	bad_blast	NA	NA	0	1	4	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:4.1.2.5;http://identifiers.org/seed.reaction:rxn00541;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn00541;http://identifiers.org/kegg.reaction:R00751;http://identifiers.org/bigg.reaction:THRA;http://identifiers.org/bigg.reaction:THRA_1;http://identifiers.org/bigg.reaction:THRAi;http://identifiers.org/biocyc:META:THREONINE-ALDOLASE-RXN;http://identifiers.org/metanetx.reaction:MNXR104833	MNXR104833	rxn00541	R00751	THRA;THRA_1;THRAi	THREONINE-ALDOLASE-RXN
