pwy_id	pwy_name	rxn_id	EC_num	blast_result	blast_result_score	pwy_completeness
PWY-6409	 pyoverdine I biosynthesis with 11 reactions	RXN-11126		NO sequence data found	0.5	
PWY-6409	 pyoverdine I biosynthesis with 11 reactions	R101-RXN	2.6.1.76	Blast hit (8x)	2	
PWY-6409	 pyoverdine I biosynthesis with 11 reactions	RXN-11127		NO sequence data found	0.5	
PWY-6409	 pyoverdine I biosynthesis with 11 reactions	RXN-11128	1.14.13.195	NO sequence data found	0.5	
PWY-6409	 pyoverdine I biosynthesis with 11 reactions	RXN-11129		NO sequence data found	0.5	
PWY-6409	 pyoverdine I biosynthesis with 11 reactions	RXN-20771		NO sequence data found	0.5	
PWY-6409	 pyoverdine I biosynthesis with 11 reactions	RXN-16727		NO sequence data found	0.5	
PWY-6409	 pyoverdine I biosynthesis with 11 reactions	TRANS-RXN-389		NO sequence data found	0.5	
PWY-6409	 pyoverdine I biosynthesis with 11 reactions	RXN-20772		NO sequence data found	0.5	
PWY-6409	 pyoverdine I biosynthesis with 11 reactions	RXN-20773		--> Spontaneous reaction <--	2	
PWY-6409	 pyoverdine I biosynthesis with 11 reactions	RXN-20774		NO sequence data found	0.5	1/10 (10%)
PWY-6411	 ginsenoside degradation I with 4 reactions	RXN-11133	3.2.1.193	NO sequence data found	0.5	
PWY-6411	 ginsenoside degradation I with 4 reactions	RXN-11132	3.2.1.195	NO sequence data found	0.5	
PWY-6411	 ginsenoside degradation I with 4 reactions	RXN-14723	3.2.1.195	NO sequence data found	0.5	
PWY-6411	 ginsenoside degradation I with 4 reactions	RXN-14621	3.2.1.191	NO sequence data found	0.5	0/4 (0%)
PWY-6412	 ginsenoside degradation II with 2 reactions	RXN-11139	3.2.1.192	NO sequence data found	0.5	
PWY-6412	 ginsenoside degradation II with 2 reactions	RXN-11132	3.2.1.195	NO sequence data found	0.5	0/2 (0%)
PWY-6413	 ginsenoside degradation III with 1 reactions	RXN-11142	3.2.1.193	NO sequence data found	0.5	0/1 (0%)
PWY-6416	 quinate degradation II with 3 reactions	DHSHIKIMATE-DEHYDRO-RXN	4.2.1.118	NO blast hit	-2	
PWY-6416	 quinate degradation II with 3 reactions	3-DEHYDROQUINATE-DEHYDRATASE-RXN	4.2.1.10	Blast hit (6x)	2	
PWY-6416	 quinate degradation II with 3 reactions	QUINATE-5-DEHYDROGENASE-RXN	1.1.1.282	NO sequence data found	0.5	1/3 (33%)
PWY-6418	 4-hydroxycoumarin and dicoumarol biosynthesis with 2 reactions	RXN-11171	2.3.1.208	NO sequence data found	0.5	
PWY-6418	 4-hydroxycoumarin and dicoumarol biosynthesis with 2 reactions	RXN-13647		--> Spontaneous reaction <--	2	0/1 (0%)
PWY-6419	 shikimate degradation II with 2 reactions	DHSHIKIMATE-DEHYDRO-RXN	4.2.1.118	NO blast hit	-2	
PWY-6419	 shikimate degradation II with 2 reactions	RXN-20484	1.1.1.24	Blast hit (6x)	2	1/2 (50%)
PWY-641	 proanthocyanidins biosynthesis from flavanols with 7 reactions	RXN-10693	1.3.1.77	NO sequence data found	0.5	
PWY-641	 proanthocyanidins biosynthesis from flavanols with 7 reactions	RXN-10692	1.17.1.3	NO sequence data found	0.5	
PWY-641	 proanthocyanidins biosynthesis from flavanols with 7 reactions	RXN-10691		NO sequence data found	0.5	
PWY-641	 proanthocyanidins biosynthesis from flavanols with 7 reactions	RXN-17698	2.4.1.M12	NO sequence data found	0.5	
PWY-641	 proanthocyanidins biosynthesis from flavanols with 7 reactions	RXN-17699		NO sequence data found	0.5	
PWY-641	 proanthocyanidins biosynthesis from flavanols with 7 reactions	RXN-18348	1.14.20.4	NO sequence data found	0.5	
PWY-641	 proanthocyanidins biosynthesis from flavanols with 7 reactions	RXN-18349	1.14.20.4	--> Spontaneous reaction <--	2	0/6 (0%)
PWY-6420	 pyrroloquinoline quinone biosynthesis with 7 reactions	RXN-11176	1.21.98.4	NO sequence data found	0.5	
PWY-6420	 pyrroloquinoline quinone biosynthesis with 7 reactions	RXN-11177		NO sequence data found	0.5	
PWY-6420	 pyrroloquinoline quinone biosynthesis with 7 reactions	RXN-11181	1.3.3.11	Blast hit (4x)	2	
PWY-6420	 pyrroloquinoline quinone biosynthesis with 7 reactions	RXN-11180		NO sequence data found	0.5	
PWY-6420	 pyrroloquinoline quinone biosynthesis with 7 reactions	RXN-11179		--> Spontaneous reaction <--	2	
PWY-6420	 pyrroloquinoline quinone biosynthesis with 7 reactions	RXN-11178		--> Spontaneous reaction <--	2	
PWY-6420	 pyrroloquinoline quinone biosynthesis with 7 reactions	RXN-15446		NO sequence data found	0.5	1/5 (20%)
PWY-6421	 arsenate detoxification IV (mycothiol) with 5 reactions	1.8.1.15-RXN	1.8.1.15	NO blast hit	-2	
PWY-6421	 arsenate detoxification IV (mycothiol) with 5 reactions	RXN-11188		--> Spontaneous reaction <--	2	
PWY-6421	 arsenate detoxification IV (mycothiol) with 5 reactions	RXN-11187	2.8.4.2	NO blast hit	-2	
PWY-6421	 arsenate detoxification IV (mycothiol) with 5 reactions	RXN-11189	1.20.4.3	NO sequence data found	0.5	
PWY-6421	 arsenate detoxification IV (mycothiol) with 5 reactions	3.6.3.16-RXN	7.3.2.7	Blast hit (8x)	2	(1+1)/4 (50%) with 1 reactions of unclear state
PWY-6422	 D-arginine degradation with 3 reactions	RXN-11194	1.4.1.25	NO sequence data found	0.5	
PWY-6422	 D-arginine degradation with 3 reactions	RXN-15849	1.4.99.6	NO blast hit	-2	
PWY-6422	 D-arginine degradation with 3 reactions	RXN-15850	1.4.99.6	--> Spontaneous reaction <--	2	0/2 (0%)
PWY-6423	 hemoglobin degradation with 7 reactions	3.4.23.38-RXN	3.4.23.38	NO sequence data found	0.5	
PWY-6423	 hemoglobin degradation with 7 reactions	3.4.23.39-RXN	3.4.23.39	NO sequence data found	0.5	
PWY-6423	 hemoglobin degradation with 7 reactions	RXN-11197		NO sequence data found	0.5	
PWY-6423	 hemoglobin degradation with 7 reactions	RXN-10785	4.99.1.8	NO sequence data found	0.5	
PWY-6423	 hemoglobin degradation with 7 reactions	RXN-11198		--> Spontaneous reaction <--	2	
PWY-6423	 hemoglobin degradation with 7 reactions	RXN-11199		NO sequence data found	0.5	
PWY-6423	 hemoglobin degradation with 7 reactions	RXN-11200		NO blast hit	-2	0/6 (0%)
PWY-6425	 rotenoid biosynthesis II with 4 reactions	RXN-9061		NO sequence data found	0.5	
PWY-6425	 rotenoid biosynthesis II with 4 reactions	RXN-11206		NO sequence data found	0.5	
PWY-6425	 rotenoid biosynthesis II with 4 reactions	RXN-11207		NO sequence data found	0.5	
PWY-6425	 rotenoid biosynthesis II with 4 reactions	RXN-11208		NO sequence data found	0.5	0/4 (0%)
PWY-6426	 uracil degradation II (oxidative) with 3 reactions	URACIL-DEHYDROGENASE-RXN	1.17.99.4	NO sequence data found	0.5	
PWY-6426	 uracil degradation II (oxidative) with 3 reactions	BARBITURASE-RXN	3.5.2.1	NO sequence data found	0.5	
PWY-6426	 uracil degradation II (oxidative) with 3 reactions	3.5.1.95-RXN	3.5.1.95	NO sequence data found	0.5	0/3 (0%)
PWY-6427	 rot-2'-enonate biosynthesis with 7 reactions	RXN-9052		NO sequence data found	0.5	
PWY-6427	 rot-2'-enonate biosynthesis with 7 reactions	RXN-9053		NO sequence data found	0.5	
PWY-6427	 rot-2'-enonate biosynthesis with 7 reactions	RXN-9054		NO sequence data found	0.5	
PWY-6427	 rot-2'-enonate biosynthesis with 7 reactions	RXN-9056		NO sequence data found	0.5	
PWY-6427	 rot-2'-enonate biosynthesis with 7 reactions	RXN-9057		NO sequence data found	0.5	
PWY-6427	 rot-2'-enonate biosynthesis with 7 reactions	RXN-9058		NO sequence data found	0.5	
PWY-6427	 rot-2'-enonate biosynthesis with 7 reactions	RXN-3762	1.14.14.88	NO sequence data found	0.5	0/7 (0%)
PWY-6430	 thymine degradation with 3 reactions	RXN-11209	1.3.1.2	NO good blast hit	1	
PWY-6430	 thymine degradation with 3 reactions	RXN-11211	3.5.2.2	Blast hit (16x)	2	
PWY-6430	 thymine degradation with 3 reactions	RXN-11210	3.5.1.6	Blast hit (4x)	2	2/3 (66%)
PWY-6431	 4-hydroxybenzoate biosynthesis IV (plants) with 2 reactions	RXN-8871		NO sequence data found	0.5	
PWY-6431	 4-hydroxybenzoate biosynthesis IV (plants) with 2 reactions	HYDROXYBENZALDEHYDE-OXIDATION-NAD-RXN	1.2.1.64	NO sequence data found	0.5	0/2 (0%)
PWY-6432	 curcuminoid biosynthesis with 11 reactions	RXN-11221	2.3.1.218	NO sequence data found	0.5	
PWY-6432	 curcuminoid biosynthesis with 11 reactions	RXN-11220	2.3.1.218	NO sequence data found	0.5	
PWY-6432	 curcuminoid biosynthesis with 11 reactions	4-COUMARATE--COA-LIGASE-RXN	6.2.1.12	NO blast hit	-2	
PWY-6432	 curcuminoid biosynthesis with 11 reactions	CAFFEOYL-COA-O-METHYLTRANSFERASE-RXN	2.1.1.104	NO blast hit	-2	
PWY-6432	 curcuminoid biosynthesis with 11 reactions	RXN-18366		NO sequence data found	0.5	
PWY-6432	 curcuminoid biosynthesis with 11 reactions	RXN-21154		NO sequence data found	0.5	
PWY-6432	 curcuminoid biosynthesis with 11 reactions	RXN-11254		NO sequence data found	0.5	
PWY-6432	 curcuminoid biosynthesis with 11 reactions	RXN-21155	2.3.1.217	NO sequence data found	0.5	
PWY-6432	 curcuminoid biosynthesis with 11 reactions	RXN-21156	2.3.1.219	NO sequence data found	0.5	
PWY-6432	 curcuminoid biosynthesis with 11 reactions	RXN-21157	2.3.1.219	NO sequence data found	0.5	
PWY-6432	 curcuminoid biosynthesis with 11 reactions	RXN-21158	2.3.1.217	NO sequence data found	0.5	0/11 (0%)
PWY-6433	 hydroxylated fatty acid biosynthesis (plants) with 22 reactions	RXN-13322	2.3.1.199	NO sequence data found	0.5	
PWY-6433	 hydroxylated fatty acid biosynthesis (plants) with 22 reactions	RXN-14484	1.1.1.330	NO sequence data found	0.5	
PWY-6433	 hydroxylated fatty acid biosynthesis (plants) with 22 reactions	RXN-14485	4.2.1.134	NO sequence data found	0.5	
PWY-6433	 hydroxylated fatty acid biosynthesis (plants) with 22 reactions	RXN-14486	1.3.1.93	NO sequence data found	0.5	
PWY-6433	 hydroxylated fatty acid biosynthesis (plants) with 22 reactions	RXN-14488	1.14.18.4	NO sequence data found	0.5	
PWY-6433	 hydroxylated fatty acid biosynthesis (plants) with 22 reactions	RXN-14492	2.3.1.199	NO sequence data found	0.5	
PWY-6433	 hydroxylated fatty acid biosynthesis (plants) with 22 reactions	RXN-14493	1.1.1.330	NO sequence data found	0.5	
PWY-6433	 hydroxylated fatty acid biosynthesis (plants) with 22 reactions	RXN-14494	4.2.1.134	NO sequence data found	0.5	
PWY-6433	 hydroxylated fatty acid biosynthesis (plants) with 22 reactions	RXN-14495	1.3.1.93	NO sequence data found	0.5	
PWY-6433	 hydroxylated fatty acid biosynthesis (plants) with 22 reactions	RXN-14491	1.14.19.25	NO sequence data found	0.5	
PWY-6433	 hydroxylated fatty acid biosynthesis (plants) with 22 reactions	RXN-9670	2.3.1.23	NO sequence data found	0.5	
PWY-6433	 hydroxylated fatty acid biosynthesis (plants) with 22 reactions	RXN-16148	1.14.18.4	NO sequence data found	0.5	
PWY-6433	 hydroxylated fatty acid biosynthesis (plants) with 22 reactions	RXN-16149	1.14.19.25	NO sequence data found	0.5	
PWY-6433	 hydroxylated fatty acid biosynthesis (plants) with 22 reactions	RXN-16150	2.3.1.23	NO sequence data found	0.5	
PWY-6433	 hydroxylated fatty acid biosynthesis (plants) with 22 reactions	RXN-16151	2.3.1.23	NO sequence data found	0.5	
PWY-6433	 hydroxylated fatty acid biosynthesis (plants) with 22 reactions	RXN-16152	2.3.1.23	NO sequence data found	0.5	
PWY-6433	 hydroxylated fatty acid biosynthesis (plants) with 22 reactions	RXN-16153	2.3.1.199	NO sequence data found	0.5	
PWY-6433	 hydroxylated fatty acid biosynthesis (plants) with 22 reactions	RXN-16154	1.1.1.330	NO sequence data found	0.5	
PWY-6433	 hydroxylated fatty acid biosynthesis (plants) with 22 reactions	RXN-16155	4.2.1.134	NO sequence data found	0.5	
PWY-6433	 hydroxylated fatty acid biosynthesis (plants) with 22 reactions	RXN-16156	1.3.1.93	NO sequence data found	0.5	
PWY-6433	 hydroxylated fatty acid biosynthesis (plants) with 22 reactions	RXN-16157	2.3.1.23	NO sequence data found	0.5	
PWY-6433	 hydroxylated fatty acid biosynthesis (plants) with 22 reactions	RXN-16158	2.3.1.23	NO sequence data found	0.5	0/22 (0%)
PWY-6435	 4-hydroxybenzoate biosynthesis III (plants) with 5 reactions	4-COUMARATE--COA-LIGASE-RXN	6.2.1.12	NO blast hit	-2	
PWY-6435	 4-hydroxybenzoate biosynthesis III (plants) with 5 reactions	RXN-11244	4.1.2.61	NO sequence data found	0.5	
PWY-6435	 4-hydroxybenzoate biosynthesis III (plants) with 5 reactions	RXN-11245	1.1.1.35	Blast hit (16x)	2	
PWY-6435	 4-hydroxybenzoate biosynthesis III (plants) with 5 reactions	3.1.2.23-RXN	3.1.2.23	NO blast hit	-2	
PWY-6435	 4-hydroxybenzoate biosynthesis III (plants) with 5 reactions	RXN-11246	2.3.1.16	Blast hit (16x)	2	(2+1)/5 (60%) with 1 reactions of unclear state
PWY-6436	 perillyl aldehyde biosynthesis with 3 reactions	--LIMONENE-7-MONOOXYGENASE-RXN	1.14.14.52	NO sequence data found	0.5	
PWY-6436	 perillyl aldehyde biosynthesis with 3 reactions	4.2.3.16-RXN	4.2.3.16	NO sequence data found	0.5	
PWY-6436	 perillyl aldehyde biosynthesis with 3 reactions	RXN-18735	1.14.14.52	NO sequence data found	0.5	0/3 (0%)
PWY-6437	 fenchol biosynthesis I with 5 reactions	4.2.3.10-RXN	4.2.3.10	NO sequence data found	0.5	
PWY-6437	 fenchol biosynthesis I with 5 reactions	RXN-11273		NO sequence data found	0.5	
PWY-6437	 fenchol biosynthesis I with 5 reactions	RXN-11274		NO sequence data found	0.5	
PWY-6437	 fenchol biosynthesis I with 5 reactions	RXN-11275		NO sequence data found	0.5	
PWY-6437	 fenchol biosynthesis I with 5 reactions	RXN-11276		NO sequence data found	0.5	0/5 (0%)
PWY-6438	 phenylphenalenone biosynthesis with 8 reactions	RXN-11251		NO sequence data found	0.5	
PWY-6438	 phenylphenalenone biosynthesis with 8 reactions	RXN-11254		NO sequence data found	0.5	
PWY-6438	 phenylphenalenone biosynthesis with 8 reactions	RXN-11255		NO sequence data found	0.5	
PWY-6438	 phenylphenalenone biosynthesis with 8 reactions	RXN-11253		NO sequence data found	0.5	
PWY-6438	 phenylphenalenone biosynthesis with 8 reactions	RXN-11220	2.3.1.218	NO sequence data found	0.5	
PWY-6438	 phenylphenalenone biosynthesis with 8 reactions	RXN-11247		NO sequence data found	0.5	
PWY-6438	 phenylphenalenone biosynthesis with 8 reactions	RXN-11248		NO sequence data found	0.5	
PWY-6438	 phenylphenalenone biosynthesis with 8 reactions	RXN-11256		NO sequence data found	0.5	0/8 (0%)
PWY-6440	 spermine and spermidine degradation II with 5 reactions	RXN-6421	1.5.3.14	NO sequence data found	0.5	
PWY-6440	 spermine and spermidine degradation II with 5 reactions	RXN-6424		--> Spontaneous reaction <--	2	
PWY-6440	 spermine and spermidine degradation II with 5 reactions	RXN-6425		--> Spontaneous reaction <--	2	
PWY-6440	 spermine and spermidine degradation II with 5 reactions	RXN-10747	1.5.3.14	NO sequence data found	0.5	
PWY-6440	 spermine and spermidine degradation II with 5 reactions	RXN-6423	2.6.1.82	--> Spontaneous reaction <--	2	0/2 (0%)
PWY-6441	 spermine and spermidine degradation III with 3 reactions	RXN-12089	1.5.3.17	NO sequence data found	0.5	
PWY-6441	 spermine and spermidine degradation III with 3 reactions	RXN-9015	1.5.3.17	NO sequence data found	0.5	
PWY-6441	 spermine and spermidine degradation III with 3 reactions	RXN-9015	1.5.3.16	NO sequence data found	0.5	0/3 (0%)
PWY-6442	 spermidine hydroxycinnamic acid conjugates biosynthesis with 7 reactions	RXN-11257	2.3.1.M34	NO sequence data found	0.5	
PWY-6442	 spermidine hydroxycinnamic acid conjugates biosynthesis with 7 reactions	RXN-11258	2.3.1.M34	NO sequence data found	0.5	
PWY-6442	 spermidine hydroxycinnamic acid conjugates biosynthesis with 7 reactions	RXN-11259	2.3.1.M34	NO sequence data found	0.5	
PWY-6442	 spermidine hydroxycinnamic acid conjugates biosynthesis with 7 reactions	RXN-11260		NO sequence data found	0.5	
PWY-6442	 spermidine hydroxycinnamic acid conjugates biosynthesis with 7 reactions	RXN-11261		NO sequence data found	0.5	
PWY-6442	 spermidine hydroxycinnamic acid conjugates biosynthesis with 7 reactions	RXN-11262		NO sequence data found	0.5	
PWY-6442	 spermidine hydroxycinnamic acid conjugates biosynthesis with 7 reactions	RXN-11263		NO sequence data found	0.5	0/7 (0%)
PWY-6444	 benzoate biosynthesis II (CoA-independent, non-&beta;-oxidative) with 5 reactions	RXN-11270		NO sequence data found	0.5	
PWY-6444	 benzoate biosynthesis II (CoA-independent, non-&beta;-oxidative) with 5 reactions	RXN-11269		NO sequence data found	0.5	
PWY-6444	 benzoate biosynthesis II (CoA-independent, non-&beta;-oxidative) with 5 reactions	PHENYLALANINE-AMMONIA-LYASE-RXN	4.3.1.25	NO blast hit	-2	
PWY-6444	 benzoate biosynthesis II (CoA-independent, non-&beta;-oxidative) with 5 reactions	PHENYLALANINE-AMMONIA-LYASE-RXN	4.3.1.24	NO blast hit	-2	
PWY-6444	 benzoate biosynthesis II (CoA-independent, non-&beta;-oxidative) with 5 reactions	BENZALDEHYDE-DEHYDROGENASE-NAD+-RXN	1.2.1.28	NO blast hit	-2	0/5 (0%)
PWY-6445	 fenchol biosynthesis II with 3 reactions	4.2.3.10-RXN	4.2.3.10	NO sequence data found	0.5	
PWY-6445	 fenchol biosynthesis II with 3 reactions	4.2.3.16-RXN	4.2.3.16	NO sequence data found	0.5	
PWY-6445	 fenchol biosynthesis II with 3 reactions	RXN-5106	4.2.3.119	NO sequence data found	0.5	0/3 (0%)
PWY-6447	 trichome monoterpenes biosynthesis with 7 reactions	RXN-11282		NO sequence data found	0.5	
PWY-6447	 trichome monoterpenes biosynthesis with 7 reactions	RXN-11284		NO sequence data found	0.5	
PWY-6447	 trichome monoterpenes biosynthesis with 7 reactions	RXN-11286		NO sequence data found	0.5	
PWY-6447	 trichome monoterpenes biosynthesis with 7 reactions	RXN-11288		NO sequence data found	0.5	
PWY-6447	 trichome monoterpenes biosynthesis with 7 reactions	RXN-11279		NO sequence data found	0.5	
PWY-6447	 trichome monoterpenes biosynthesis with 7 reactions	RXN-8584	4.2.3.51	NO sequence data found	0.5	
PWY-6447	 trichome monoterpenes biosynthesis with 7 reactions	DIMETHYLALLYLCISTRANSFERASE-RXN	2.5.1.28	NO sequence data found	0.5	0/7 (0%)
PWY-6448	 hordatine biosynthesis with 2 reactions	AGMATINE-N4-COUMAROYLTRANSFERASE-RXN	2.3.1.64	NO sequence data found	0.5	
PWY-6448	 hordatine biosynthesis with 2 reactions	RXN-11292		NO sequence data found	0.5	0/2 (0%)
PWY-6449	 fenchone biosynthesis with 3 reactions	4.2.3.10-RXN	4.2.3.10	NO sequence data found	0.5	
PWY-6449	 fenchone biosynthesis with 3 reactions	RXN-11275		NO sequence data found	0.5	
PWY-6449	 fenchone biosynthesis with 3 reactions	RXN-11273		NO sequence data found	0.5	0/3 (0%)
PWY-6451	 3-carene biosynthesis with 1 reactions	RXN-8565	4.2.3.107	NO sequence data found	0.5	0/1 (0%)
PWY-6453	 stigma estolide biosynthesis with 7 reactions	RXN-16116	1.14.14.129	NO sequence data found	0.5	
PWY-6453	 stigma estolide biosynthesis with 7 reactions	RXN-16117	2.3.1.15	NO blast hit	-2	
PWY-6453	 stigma estolide biosynthesis with 7 reactions	RXN-16118	2.3.1.51	NO blast hit	-2	
PWY-6453	 stigma estolide biosynthesis with 7 reactions	RXN-16119		NO sequence data found	0.5	
PWY-6453	 stigma estolide biosynthesis with 7 reactions	RXN-16120		NO sequence data found	0.5	
PWY-6453	 stigma estolide biosynthesis with 7 reactions	RXN-16121	3.1.3.4	NO sequence data found	0.5	
PWY-6453	 stigma estolide biosynthesis with 7 reactions	RXN-1063	1.14.14.129	NO sequence data found	0.5	0/7 (0%)
PWY-6454	 vancomycin resistance I with 3 reactions	3.4.13.22-RXN	3.4.13.22	NO blast hit	-2	
PWY-6454	 vancomycin resistance I with 3 reactions	RXN-11298	6.1.2.1	NO sequence data found	0.5	
PWY-6454	 vancomycin resistance I with 3 reactions	DLACTDEHYDROGNAD-RXN	1.1.1.28	Blast hit (8x)	2	1/3 (33%)
PWY-6455	 vancomycin resistance II with 3 reactions	3.4.13.22-RXN	3.4.13.22	NO sequence data found	0.5	
PWY-6455	 vancomycin resistance II with 3 reactions	5.1.1.18-RXN	5.1.1.18	NO blast hit	-2	
PWY-6455	 vancomycin resistance II with 3 reactions	RXN-11299	6.3.2.35	NO sequence data found	0.5	0/3 (0%)
PWY-6456	 serinol biosynthesis with 2 reactions	RXN-11305	2.6.1.M7	NO sequence data found	0.5	
PWY-6456	 serinol biosynthesis with 2 reactions	RXN-11306		NO sequence data found	0.5	0/2 (0%)
PWY-6457	 cinnamoyl-CoA biosynthesis with 3 reactions	PHENYLALANINE-AMMONIA-LYASE-RXN	4.3.1.25	NO blast hit	-2	
PWY-6457	 cinnamoyl-CoA biosynthesis with 3 reactions	PHENYLALANINE-AMMONIA-LYASE-RXN	4.3.1.24	NO blast hit	-2	
PWY-6457	 cinnamoyl-CoA biosynthesis with 3 reactions	RXN-2001		NO sequence data found	0.5	0/3 (0%)
PWY-6458	 benzoyl-CoA biosynthesis with 3 reactions	RXN-2003		NO sequence data found	0.5	
PWY-6458	 benzoyl-CoA biosynthesis with 3 reactions	RXN-2006		NO sequence data found	0.5	
PWY-6458	 benzoyl-CoA biosynthesis with 3 reactions	RXN-2002		NO sequence data found	0.5	0/3 (0%)
PWY-6459	 peptidoglycan cross-bridge biosynthesis I (S. aureus) with 3 reactions	RXN-11295	2.3.2.16	NO sequence data found	0.5	
PWY-6459	 peptidoglycan cross-bridge biosynthesis I (S. aureus) with 3 reactions	RXN-11296	2.3.2.17	NO sequence data found	0.5	
PWY-6459	 peptidoglycan cross-bridge biosynthesis I (S. aureus) with 3 reactions	RXN-11297	2.3.2.18	NO sequence data found	0.5	0/3 (0%)
PWY-6461	 peptidoglycan cross-bridge biosynthesis II (E. faecium) with 2 reactions	RXN-11342	6.3.1.12	NO sequence data found	0.5	
PWY-6461	 peptidoglycan cross-bridge biosynthesis II (E. faecium) with 2 reactions	RXN-11338		Blast hit (149x)	2	1/2 (50%)
PWY-6462	 peptidoglycan cross-bridge biosynthesis III (Enterococcus faecalis) with 2 reactions	RXN-11310	2.3.2.16	NO sequence data found	0.5	
PWY-6462	 peptidoglycan cross-bridge biosynthesis III (Enterococcus faecalis) with 2 reactions	RXN-11307		NO sequence data found	0.5	0/2 (0%)
PWY-6463	 peptidoglycan cross-bridge biosynthesis IV (Weissella viridescens) with 2 reactions	2.3.2.10-RXN	2.3.2.10	NO sequence data found	0.5	
PWY-6463	 peptidoglycan cross-bridge biosynthesis IV (Weissella viridescens) with 2 reactions	RXN-11311		NO sequence data found	0.5	0/2 (0%)
PWY-6464	 polyvinyl alcohol degradation with 2 reactions	RXN-11317		NO sequence data found	0.5	
PWY-6464	 polyvinyl alcohol degradation with 2 reactions	RXN-11316	1.1.2.6	NO sequence data found	0.5	0/2 (0%)
PWY-6466	 pyridoxal 5'-phosphate biosynthesis II with 1 reactions	RXN-11322	4.3.3.6	Blast hit (32x)	2	1/1 (100%)
PWY-6473	 4-aminobutanoate degradation IV with 2 reactions	RXN-6902	2.6.1.96	NO sequence data found	0.5	
PWY-6473	 4-aminobutanoate degradation IV with 2 reactions	SUCCINATE-SEMIALDEHYDE-DEHYDROGENASE-RXN	1.2.1.24	NO blast hit	-2	0/2 (0%)
PWY-6475	 trans-lycopene biosynthesis II (oxygenic phototrophs and green sulfur bacteria) with 8 reactions	RXN-11354	5.2.1.12	--> Spontaneous reaction <--	2	
PWY-6475	 trans-lycopene biosynthesis II (oxygenic phototrophs and green sulfur bacteria) with 8 reactions	RXN-11356	1.3.5.6	NO sequence data found	0.5	
PWY-6475	 trans-lycopene biosynthesis II (oxygenic phototrophs and green sulfur bacteria) with 8 reactions	2.5.1.32-RXN		NO blast hit	-2	
PWY-6475	 trans-lycopene biosynthesis II (oxygenic phototrophs and green sulfur bacteria) with 8 reactions	RXNARA-8002	2.5.1.32	NO blast hit	-2	
PWY-6475	 trans-lycopene biosynthesis II (oxygenic phototrophs and green sulfur bacteria) with 8 reactions	RXN-8042	5.2.1.13	NO blast hit	-2	
PWY-6475	 trans-lycopene biosynthesis II (oxygenic phototrophs and green sulfur bacteria) with 8 reactions	RXN-11357	1.3.5.6	NO sequence data found	0.5	
PWY-6475	 trans-lycopene biosynthesis II (oxygenic phototrophs and green sulfur bacteria) with 8 reactions	RXN-12243	1.3.5.5	NO blast hit	-2	
PWY-6475	 trans-lycopene biosynthesis II (oxygenic phototrophs and green sulfur bacteria) with 8 reactions	RXN-12244	1.3.5.5	NO blast hit	-2	(0+2)/7 (28%) with 2 reactions of unclear state
PWY-6476	 cytidylyl molybdenum cofactor biosynthesis with 1 reactions	RXN0-6254	2.7.7.76	NO blast hit	-2	0/1 (0%)
PWY-6477	 gibberellin inactivation II (methylation) with 4 reactions	RXN-11360		NO sequence data found	0.5	
PWY-6477	 gibberellin inactivation II (methylation) with 4 reactions	RXN-11359	2.1.1.276	NO sequence data found	0.5	
PWY-6477	 gibberellin inactivation II (methylation) with 4 reactions	RXN-11358	2.1.1.275	NO sequence data found	0.5	
PWY-6477	 gibberellin inactivation II (methylation) with 4 reactions	RXN-11384		NO sequence data found	0.5	0/4 (0%)
PWY-6478	 GDP-D-glycero-&alpha;-D-manno-heptose biosynthesis with 4 reactions	RXN0-4301	5.3.1.28	NO blast hit	-2	
PWY-6478	 GDP-D-glycero-&alpha;-D-manno-heptose biosynthesis with 4 reactions	RXN-11364	2.7.1.168	NO blast hit	-2	
PWY-6478	 GDP-D-glycero-&alpha;-D-manno-heptose biosynthesis with 4 reactions	RXN-11365	3.1.3.83	NO sequence data found	0.5	
PWY-6478	 GDP-D-glycero-&alpha;-D-manno-heptose biosynthesis with 4 reactions	RXN-11363	2.7.7.71	Blast hit (8x)	2	(1+1)/4 (50%) with 1 reactions of unclear state
PWY-6481	 L-dopa and L-dopachrome biosynthesis with 3 reactions	RXN-11369		--> Spontaneous reaction <--	2	
PWY-6481	 L-dopa and L-dopachrome biosynthesis with 3 reactions	MONOPHENOL-MONOOXYGENASE-RXN	1.14.18.1	NO blast hit	-2	
PWY-6481	 L-dopa and L-dopachrome biosynthesis with 3 reactions	RXN-8483		--> Spontaneous reaction <--	2	0/1 (0%)
PWY-6482	 diphthamide biosynthesis I (archaea) with 3 reactions	DIPHTINE--AMMONIA-LIGASE-RXN	6.3.1.14	Blast hit (8x)	2	
PWY-6482	 diphthamide biosynthesis I (archaea) with 3 reactions	RXN-11371	2.5.1.108	Blast hit (3x)	2	
PWY-6482	 diphthamide biosynthesis I (archaea) with 3 reactions	RXN-14326	2.1.1.98	Blast hit (8x)	2	3/3 (100%)
PWY-6483	 ceramide degradation (generic) with 3 reactions	RXN-11375	3.5.1.23	NO blast hit	-2	
PWY-6483	 ceramide degradation (generic) with 3 reactions	RXN-11376	2.7.1.91	NO sequence data found	0.5	
PWY-6483	 ceramide degradation (generic) with 3 reactions	RXN-11377		NO sequence data found	0.5	0/3 (0%)
