		sol$fluxes	cpd00067[c0]	cpd00067[e0]
rxn04954_c0	5-methyltetrahydrofolate:NAD+ oxidoreductase	-0.0503651412405995	1	0
rxn05005_c0	S-adenosyl-L-methionine:uroporphyrinogen-III C-methyltransferase	-999.998770528491	1	0
rxn05012_c0	carbamoyl-phosphate:N2-acetyl-L-ornithine carbamoyltransferase	-999.912529597856	1	0
rxn05035_c0	O-phospho-L-serine:hydrogen-sulfide 2-amino-2-carboxyethyltransferase	0.0786761963311388	-1	0
rxn05040_c0	D-ribulose 5-phosphate formate-lyase (L-3,4-dihydroxybutan-2-one 4-phosphate-forming)	0.00491788603399201	1	0
rxn05142_c0	sinapoyl aldehyde:NAD oxidoreductase	1000	2	0
rxn05143_c0	sinapoyl aldehyde:NADP oxidoreductase	-1000	2	0
rxn05145_c0	phosphate-transporting ATPase	0.313411356523257	1	0
rxn05148_c0	Heme transport via ABC system	1.99918206988947e-14	1	0
rxn05149_c0	ABC-type manganese permease complex	0.00227233693052273	1	0
rxn05172_c0	ATP phosphohydrolase (taurine-importing)	100	1	0
rxn05198_c0	Transport of cytidine, extracellular	1000	1	-1
rxn05199_c0	Uridine permease	1000	1	-1
rxn05289_c0	NADPH:oxidized-thioredoxin oxidoreductase	0.0312576157619043	-1	0
rxn05293_c0	2C-methyl-D-erythritol 2,4 cyclodiphosphate dehydratase	0.0472852696866948	-1	0
rxn05342_c0	(3R)-3-Hydroxytetradecanoyl-[acyl-carrier-protein]:NADP+ oxidoreductase	-0.0171946435224299	1	0
rxn05345_c0	dodecanoyl-[acyl-carrier-protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	0.0171946435224345	-1	0
rxn05496_c0	TRANS-RXNBWI-115637.ce.maizeexp.L-ALPHA-ALANINE_L-ALPHA-ALANINE	1000	1	-1
rxn05514_c0	calcium transport in/out via proton antiporter	-0.00227233294253892	2	-2
rxn05555_c0	iron (II) transport via ABC system	0.00700361687805655	1	0
rxn05582_c0	TRANS-RXNBWI-115637.ce.maizeexp.GLY_GLY	-1000	1	-1
rxn05593_c0	Myo-inositol transporter 1	1000	1	-1
rxn05595_c0	TRANS-RXN-3.ce	-999.997727663069	-1	1
rxn05605_c0	Maltose permease MAL31	-1000	2	-2
rxn05625_c0	nitrite transport in via proton symport, reversible	-100	1	-1
rxn05627_c0	nitrate transport in via proton symport	100	1	-1
rxn05651_c0	sulfate transport in via proton symport	-999.997727669052	2	-2
rxn05902_c0	sulphite reductase	-100	6	0
rxn05909_c0	L-serine hydro-lyase (adding hydrogen sulfide, L-cysteine-forming)	-1000	-1	0
rxn06023_c0	CoA:apo-[acyl-carrier-protein] pantetheinephosphotransferase	0.00122947150850905	1	0
rxn06071_c0	rubredoxin:NAD+ oxidoreductase	-1000	-1	0
rxn06072_c0	Reduced rubredoxin:NADP+ oxidoreductase	1000	-1	0
rxn06252_c0	Alditol:NAD+ 1-oxidoreductase	-1000	1	0
rxn06253_c0	Alditol:NADP+ 1-oxidoreductase	1000	1	0
rxn06525_c0	protein-dithiol:NAD+ oxidoreductase	-1000	1	0
rxn06526_c0	protein-dithiol:NADP+ oxidoreductase	1000	1	0
rxn06723_c0	(3R)-3-hydroxymyristoyl-[acyl-carrier protein]:UDP-3-O-[(3R)-3-hydroxymyristoyl]-alpha-D-glucosamine N-acetyltransferase	-0.00859732176121724	-1	0
rxn06777_c0	(S)-3-Hydroxytetradecanoyl-CoA:NAD+ oxidoreductase	-0.0302283488734656	1	0
rxn07191_c0	D-glyceraldehyde-3-phosphate:ferredoxin oxidoreductase	207.789375401045	3	0
rxn07481_c0	3-hydroxybenzaldehyde:NADP+ oxidoreductase	1000	2	0
rxn07482_c0	3-hydroxybenzaldehyde:NAD+ oxidoreductase	-1000	2	0
rxn08020_c0	laurate-[acyl-carrier-protein] ligase	0.0214933044030431	1	0
rxn08084_c0	1-tetradecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C14:0)	499.995701339119	-1	0
rxn08168_c0	L-aspartate : fumarate oxidoreductase (deaminating)	0.00245894301701077	1	0
rxn08173_c0	F(1)-ATPase	232.220572494433	3	-4
rxn08240_c0	cobalt (Co+2) transport out via proton antiport (periplasm)	-0.0022723369305595	2	-2
rxn08386_c0	enoyl-[acyl-carrier-protein] reductase (NADH) (n-C12:1)	1000	-1	0
rxn08387_c0	enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C12:1)	-1000	-1	0
rxn08390_c0	enoyl-[acyl-carrier-protein] reductase (NADH) (n-C14:1)	1000	-1	0
rxn08391_c0	enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C14:1)	-1000	-1	0
rxn08392_c0	trans hexadecenoyl-[acp] reductase	1000	-1	0
rxn08393_c0	trans hexadecenoyl-[acp] reductase (NADPH, B-specific)	-1000	-1	0
rxn08394_c0	enoyl-[acyl-carrier-protein] reductase (NADH) (n-C16:1)	1000	-1	0
rxn08395_c0	enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C16:1)	-1000	-1	0
rxn08398_c0	enoyl-[acyl-carrier-protein] reductase (NADH) (n-C18:1)	1000	-1	0
rxn08399_c0	enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C18:1)	-1000	-1	0
rxn08440_c0	lauroyl-CoA hydrolase	0.0214933044030431	1	0
rxn08764_c0	ketol-acid reductoisomerase (2-Acetolactate)	-999.914086010705	-1	0
rxn08797_c0	Lysophospholipase L1 (2-acylglycerophosphotidate, n-C14:0) (periplasm)	-1000	1	0
rxn08818_c0	Lysophospholipase L2 (2-acylglycerophosphotidate, n-C14:0)	500	2	0
rxn08921_c0	magnesium (Mg+2) transport in/out via proton antiport (periplasm)	0.0022723369305595	-2	2
rxn08972_c0	NADH dehydrogenase (ubiquinone-8 & 3 protons) (periplasm)	-94.8693769616427	-5	4
rxn09071_c0	pyridoxine 5'-phosphate oxidase (anaerboic	0.00122947150850905	1	0
rxn09106_c0	phosphatidylglycerol phosphate phosphatase (periplasm, n-C18:0)	0.00972363299732138	1	0
rxn09124_c0	Phospholipase A1 (phosphatidate, n-C14:0) (periplasm)	500	1	0
rxn09130_c0	Phospholipase A1 (phosphatidylethanolamine, n-C12:0) (periplasm)	-2.16840434497101e-18	1	0
rxn09177_c0	(R)-4'-Phosphopantothenate:L-cysteine ligase	0.0024589430170181	2	0
rxn09197_c0	Phosphatidylserine decarboxylase (n-C12:0)	-2.16840434497101e-18	-2	0
rxn09202_c0	Phosphatidylserine decarboxylase (n-C18:0)	0.00324121099910713	-2	0
rxn09210_c0	Phosphatidylserine syntase (n-C18:0)	0.00324121099910713	2	0
rxn09389_c0	TRANS-RXN0-200.cp	-0.0022723369305595	2	-2
rxn09519_c0	alpha-Aminopropiononitrile aminohydrolase	-1000	-1	0
rxn09882_c0	RXN-5581.c.metaexp.NADP_NADPH	-1000	2	0
rxn09896_c0	isoleucine dehydrogenase	-0.0859139892945677	1	0
rxn09948_c0	O-succinylhomoserine lyase (methanethiol)	999.953323273285	1	0
rxn10044_c0	cytochrome-c reductase (menaquinol 7: 3 protons)	173.004622124269	-1	3
rxn10212_c0	myristoyl-1-acylglycerol-3-phosphate O-acyltransferase	0.00429866088060862	-1	0
rxn10213_c0	stearoyl-1-acylglycerol-3-phosphate O-acyltransferase	0.0129648439964285	-1	0
rxn10214_c0	isoheptadecanoyl-1-acylglycerol-3-phosphate O-acyltransferase	0.0129648439964285	1	0
rxn10215_c0	anteisoheptadecanoyl-1-acylglycerol-3-phosphate O-acyltransferase	0.0129648439964285	1	0
rxn10226_c0	isoheptadecanoyl-CDPdiacylglycerol-serine O-phosphatidyltransferase	0.00324121099910713	2	0
rxn10227_c0	anteisoheptadecanoyl-CDPdiacylglycerol-serine O-phosphatidyltransferase	0.00324121099910713	2	0
rxn10232_c0	isoheptadecanoyl-phosphatidylserine decarboxylase	0.00324121099913555	-2	0
rxn10233_c0	anteisoheptadecanoyl-phosphatidylserine decarboxylase	0.00324121099913555	-2	0
rxn10265_c0	isoheptadecanoyl-Phosphatidylglycerophosphate phosphohydrolase	0.00972363299737822	1	0
rxn10266_c0	anteisoheptadecanoyl-Phosphatidylglycerophosphate phosphohydrolase	0.00972363299737822	1	0
rxn10432_c0	R08198	1000	1	0
rxn10770_c0	R08557	1000	1	0
rxn10785_c0	(2E,6E)-farnesyl-diphosphate:isopentenyl-diphosphate farnesyltranstransferase (adding 7 isopentenyl units)	0.00429866088063591	7	0
rxn11551_c0	galactitol:NAD+ 1-oxidoreductase	1000	-1	0
rxn11552_c0	galactitol:NADP+ 1-oxidoreductase	-1000	-1	0
rxn11713_c0	R08178	1.59161572810262e-12	2	0
rxn11732_c0	R08198	-1000	1	0
rxn11742_c0	R08208	1000	2	0
rxn11810_c0	carboxyphosphamide:NAD+ oxidoreductase	1000	2	0
rxn11811_c0	carboxyphosphamide:NADP+ oxidoreductase	-1000	2	0
rxn11968_c0	D-Lysine:2-oxocarboxylate aminotransferase	1000	1	0
rxn12191_c0	R08558	-1000	1	0
rxn12510_c0	ATP:pantothenate 4'-phosphotransferase	0.00245894301699604	1	0
rxn12681_c0	Vanillin: NAD oxidoreductase (34dhbald)	-1.13686837721616e-13	1	0
rxn12781_c0	RXN-8583.c	-1000	2	0
rxn12782_c0	RXN-8582.c	-1000	2	0
rxn13419_c0	3-hydroxy-2-methylbutyryl-CoA-dehydrogenase	-1000	2	0
rxn13450_c0	Enoyl-CoA-hydratase-1	-1000	-1	0
rxn13477_c0	(2E,6E)-farnesyl-diphosphate:isopentenyl-diphosphate farnesyltranstransferase (adding 3 isopentenyl units)	-6.52836012188355e-14	3	0
rxn13727_c0	NADH dehydrogenase (menaquinone-7 & 4 protons)	173.004622124269	-5	4
rxn14007_c0	11beta,17beta-dihydroxy-4-androsten-3-one:NAD+ 17-oxidoreductase	-1000	1	0
rxn14173_c0	nitrite:(acceptor) oxidoreductase	-100	2	0
rxn14246_c0	L-homocysteine hydrogen-sulfide-lyase	-1000	1	0
rxn14276_c0	11beta,17beta-dihydroxy-4-androsten-3-one:NADP+ 17-oxidoreductase	1000	1	0
rxn14382_c0	L-methionine:2-oxo-acid aminotransferase	-1000	1	0
rxn15025_c0	D-Glucose:NADP+ 1-oxidoreductase	-1000	1	0
rxn15055_c0	L-ornithine:2-oxoglutarate aminotransferase	0.0653693396807115	1	0
rxn15072_c0	D-glucose-6-phosphate:NADP+ 1-oxidoreductase	0.0214933044030658	1	0
rxn15108_c0	ATP:D-ribose-5-phosphate diphosphotransferase	0.238739991326452	1	0
rxn15122_c0	galactitol:NAD+ 1-oxidoreductase	1000	-1	0
rxn15123_c0	galactitol:NAD+ 1-oxidoreductase	1000	-1	0
rxn15126_c0	galactitol:NADP+ 1-oxidoreductase	-1000	-1	0
rxn15127_c0	galactitol:NADP+ 1-oxidoreductase	-1000	-1	0
rxn15185_c0	D-xylose:NAD+ 1-oxidoreductase	-1000	1	0
rxn15189_c0	xylitol:NADP+ oxidoreductase	-1000	1	0
rxn15238_c0	L-Arabitol:NAD+ 1-oxidoreductase	-1000	1	0
rxn15239_c0	L-Arabitol:NAD+ 1-oxidoreductase	-1000	1	0
rxn15240_c0	L-Arabitol:NADP+ 1-oxidoreductase	1000	1	0
rxn15241_c0	L-Arabitol:NADP+ 1-oxidoreductase	1000	1	0
rxn15278_c0	Isocitrate:NADP+ oxidoreductase	-1000	1	0
rxn15317_c0	(S)-Propane-1,2-diol:NAD+ oxidoreductase	-1000	1	0
rxn15341_c0	Lactaldehyde:NAD+ 1-oxidoreductase	1000	1	0
rxn15345_c0	Propane-1,2-diol:NAD+ 1-oxidoreductase	1000	1	0
rxn15346_c0	Propane-1,2-diol:NAD+ 1-oxidoreductase	-1000	1	0
rxn15395_c0	O-Succinyl-L-homoserine succinate-lyase (adding cysteine)	-999.953323273285	1	0
rxn15410_c0	alpha-Aminopropiononitrile aminohydrolase	1000	-1	0
rxn15439_c0	(E)-Glutaconate CoA-transferase	-1000	-1	0
rxn15466_c0	(R)-2,3-Dihydroxy-3-methylbutanoate:NADP+ oxidoreductase (isomerizing)	-0.286753164033598	1	0
rxn15662_c0	D-glucose:NADP+ 1-oxidoreductase	-1000	1	0
rxn15999_c0	2,4-dichloro-3-oxoadipate:NAD+ oxidoreductase	1000	-1	0
rxn16000_c0	2,4-dichloro-3-oxoadipate:NADP+ oxidoreductase	-1000	-1	0
rxn16218_c0	(R)-4-phosphopantoate:beta-alanine ligase (AMP-forming)	2.2063947890949e-14	2	0
rxn23042_c0	thiamine-phosphate diphosphorylase	0.00122947150849801	-1	0
rxn33674_c0	Di-trans-poly-cis-decaprenylcistransferase	0.00429866088063591	1	0
rxn38971_c0	RXN-6903.m.chlamyexp.NADP_NADPH	-1000	1	0
rxn38972_c0	RXN-6903.m.chlamyexp.NAD_NADH	-1000	-1	0
rxn90055_c0	Na+ F1FO ATP synthase	4.2632564145606e-14	-1	0
rxn08689_c0	h2s transport (periplasm)	99.9213238036689	-1	1
EX_cpd00067_e0	Exchange of H+	2.61319571716012	0	-1
rxn00470_c0	L-ornithine carboxy-lyase (putrescine-forming)	0.0024589430170181	-1	0
rxn02897_c0	Nicotinate-nucleotide:dimethylbenzimidazole phospho-D-ribosyltransferase	0.00122947150850905	1	0
rxn03538_c0	R05223	0.00122947150850905	1	0
rxn04413_c0	R06558	0.00122947150850905	1	0
rxn05275_c0	b-ketoacyl synthetase (Iso-C17:0)	0.025929687992857	-17	0
rxn05276_c0	b-ketoacyl synthetase (Anteiso-C17:0)	0.025929687992857	-17	0
rxn08131_c0	4-amino-2-methyl-5-phosphomethylpyrimidine synthetase	0.00122947150849801	4	0
rxn08233_c0	Chloride/proton antiport	0.00113616846522291	-1	1
rxn08275_c0	copper transport out via proton antiport	-0.0022723369305595	1	-1
rxn08311_c0	CDP-diacylglycerol synthetase (n-C18:0)	0.0129648439964285	1	0
rxn08618_c0	glucosyltransferase I (LPS core synthesis)	0.00429866088063591	4	0
rxn08708_c0	LPS heptose kinase I (LPS core synthesis)	0.00429866088060862	1	0
rxn08709_c0	LPS heptose kinase II (LPS core synthesis)	0.00429866088060862	1	0
rxn08954_c0	3-deoxy-D-manno-octulosonic acid transferase III (LPS core biosynthesis)	0.00429866088060862	1	0
rxn09225_c0	rhamnosyltransferase I (LPS core biosynthesis)	0.00429866088063591	-4	0
rxn09427_c0	fatty-acyl-CoA synthase (n-C18:0CoA)	0.025929687992857	-3	0
rxn10053_c0	phosphoribosylaminoimidazole carboxylase (ATP-dependent)	0.14405664948955	2	0
rxn10220_c0	isoheptadecanoyl-phosphatidate cytidylyltransferase	0.0129648439964285	1	0
rxn10221_c0	anteisoheptadecanoyl-phosphatidate cytidylyltransferase	0.0129648439964285	1	0
rxn15874_c0	dTDP-6-deoxy-L-mannose:NADP+ 4-oxidoreductase (3,5-epimerizing)	-0.00429866088052222	1	0
rxn15947_c0	carboxyspermidine:NADP+ oxidoreductase	0.00122947150850905	-1	0
rxn15949_c0	carboxyspermidine carboxy-lyase (spermidine-forming)	0.00122947150850905	-1	0
rxn23045_c0	glycine oxidase	0.00122947150849801	1	0
rxn31312_c0	2-oxoglutarate synthase	-92.669932874746	-1	0
rxn05938_c0	pyruvate ferredoxin oxidoreductase	0.509800457558981	-1	0
