Key	Type	Reactions	MetaCyc	EC	MSID	Rid	met_id	met_name	met_Scoef	met_comp	react_id	react_name	react_rev	lowbnd	uppbnd
1.1.1.35	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle			rxn03239	rxn03239_Shan	"cpd00003[c0],cpd03113[c0],cpd00004[c0],cpd00067[c0],cpd03114[c0]"	"NAD[c0],(S)-3-Hydroxyhexadecanoyl-CoA[c0],NADH[c0],H+[c0],3-Oxopalmitoyl-CoA[c0]"	"-1,-1,1,1,1"	"1,1,1,1,1"	rxn03239	(S)-3-Hydroxyhexadecanoyl-CoA:NAD+ oxidoreductase	TRUE	-1000	1000
1.1.1.35	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle			rxn03242	rxn03242_Shan	"cpd00003[c0],cpd03116[c0],cpd00004[c0],cpd00067[c0],cpd03117[c0]"	"NAD[c0],(S)-3-Hydroxydodecanoyl-CoA[c0],NADH[c0],H+[c0],3-Oxododecanoyl-CoA[c0]"	"-1,-1,1,1,1"	"1,1,1,1,1"	rxn03242	(S)-3-hydroxydodecanoyl-CoA:NAD+ oxidoreductase	TRUE	-1000	1000
1.1.1.35	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle			rxn03244	rxn03244_Shan	"cpd00003[c0],cpd03118[c0],cpd00004[c0],cpd00067[c0],cpd03119[c0]"	"NAD[c0],(S)-Hydroxydecanoyl-CoA[c0],NADH[c0],H+[c0],3-Oxodecanoyl-CoA[c0]"	"-1,-1,1,1,1"	"1,1,1,1,1"	rxn03244	(S)-hydroxydecanoyl-CoA:NAD+ oxidoreductase	TRUE	-1000	1000
1.1.1.35	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle			rxn03246	rxn03246_Shan	"cpd00003[c0],cpd03120[c0],cpd00004[c0],cpd00067[c0],cpd03121[c0]"	"NAD[c0],(S)-Hydroxyoctanoyl-CoA[c0],NADH[c0],H+[c0],3-Oxooctanoyl-CoA[c0]"	"-1,-1,1,1,1"	"1,1,1,1,1"	rxn03246	(S)-hydroxyoctanoyl-CoA:NAD+ oxidoreductase	TRUE	-1000	1000
1.1.1.35	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle			rxn03249	rxn03249_Shan	"cpd00003[c0],cpd03122[c0],cpd00004[c0],cpd00067[c0],cpd03123[c0]"	"NAD[c0],(S)-Hydroxyhexanoyl-CoA[c0],NADH[c0],H+[c0],3-Oxohexanoyl-CoA[c0]"	"-1,-1,1,1,1"	"1,1,1,1,1"	rxn03249	(S)-hydroxyhexanoyl-CoA:NAD+ oxidoreductase	TRUE	-1000	1000
1.1.1.35	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle			rxn03287	rxn03287_Shan	"cpd00003[c0],cpd03231[c0],cpd00004[c0],cpd00067[c0],cpd03232[c0]"	"NAD[c0],3alpha,7alpha,24-Trihydroxy-5beta-cholestanoyl-CoA[c0],NADH[c0],H+[c0],3alpha,7alpha-Dihydroxy-5beta-24-oxocholestanoyl-CoA[c0]"	"-1,-1,1,1,1"	"1,1,1,1,1"	rxn03287	3alpha,7alpha,24-trihydroxy-5beta-cholestanoyl-CoA:NAD+ oxidoreductase	TRUE	-1000	1000
1.1.1.35	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle			rxn03289	rxn03289_Shan	"cpd00003[c0],cpd03233[c0],cpd00004[c0],cpd00067[c0],cpd03248[c0]"	"NAD[c0],3alpha,7alpha,12alpha,24-Tetrahydroxy-5beta-cholestanoyl-CoA[c0],NADH[c0],H+[c0],3alpha,7alpha,12alpha-Trihydroxy-5beta-24-oxocholestanoyl-CoA[c0]"	"-1,-1,1,1,1"	"1,1,1,1,1"	rxn03289	3alpha,7alpha,12alpha,24-tetrahydroxy-5beta-cholestanoyl-CoA:NAD+ oxidoreductase	TRUE	-1000	1000
1.1.1.35	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle			rxn03860	rxn03860_Shan	"cpd00003[c0],cpd06711[c0],cpd00004[c0],cpd00067[c0],cpd06712[c0]"	"NAD[c0],(Hydroxymethylphenyl)succinyl-CoA[c0],NADH[c0],H+[c0],Benzoylsuccinyl-CoA[c0]"	"-1,-1,1,1,1"	"1,1,1,1,1"	rxn03860	(3S)-3-Hydroxyacyl-CoA:NAD+ oxidoreductase	TRUE	-1000	1000
1.1.1.35	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle			rxn04750	rxn04750_Shan	"cpd00003[c0],cpd09844[c0],cpd00004[c0],cpd00067[c0],cpd01507[c0]"	"NAD[c0],(3S)-3-Hydroxyadipyl-CoA[c0],NADH[c0],H+[c0],3-Oxoadipyl-CoA[c0]"	"-1,-1,1,1,1"	"1,1,1,1,1"	rxn04750	(S)-3-hydroxyacyl-CoA:NAD+ oxidoreductase	TRUE	-1000	0
1.1.1.35	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle			rxn06037	rxn06037_Shan	"cpd00003[c0],cpd11718[c0],cpd00004[c0],cpd00067[c0],cpd11637[c0]"	"NAD[c0],(S)-3-Hydroxyacyl-CoA[c0],NADH[c0],H+[c0],3-Oxoacyl-CoA[c0]"	"-1,-1,1,1,1"	"1,1,1,1,1"	rxn06037	(3S)-3-Hydroxyacyl-CoA:NAD+ oxidoreductase	TRUE	-1000	1000
1.1.1.35	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle			rxn06777	rxn06777_Shan	"cpd00003[c0],cpd03115[c0],cpd00004[c0],cpd00067[c0],cpd12689[c0]"	"NAD[c0],(S)-3-Hydroxytetradecanoyl-CoA[c0],NADH[c0],H+[c0],3-Oxotetradecanoyl-CoA[c0]"	"-1,-1,1,1,1"	"1,1,1,1,1"	rxn06777	(S)-3-Hydroxytetradecanoyl-CoA:NAD+ oxidoreductase	TRUE	-1000	0
1.1.1.35	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle			rxn07680	rxn07680_Shan	"cpd00003[c0],cpd15045[c0],cpd00004[c0],cpd00067[c0],cpd15046[c0]"	"NAD[c0],3-Hydroxy-OPC8-CoA[c0],NADH[c0],H+[c0],3-Oxo-OPC8-CoA[c0]"	"-1,-1,1,1,1"	"1,1,1,1,1"	rxn07680	R07890	TRUE	-1000	1000
1.1.1.35	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle			rxn07684	rxn07684_Shan	"cpd00003[c0],cpd15049[c0],cpd00004[c0],cpd00067[c0],cpd15050[c0]"	"NAD[c0],3-Hydroxy-OPC6-CoA[c0],NADH[c0],H+[c0],3-Oxo-OPC6-CoA[c0]"	"-1,-1,1,1,1"	"1,1,1,1,1"	rxn07684	R07894	TRUE	-1000	1000
1.1.1.35	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle			rxn07688	rxn07688_Shan	"cpd00003[c0],cpd15053[c0],cpd00004[c0],cpd00067[c0],cpd15054[c0]"	"NAD[c0],3-Hydroxy-OPC4-CoA[c0],NADH[c0],H+[c0],3-Oxo-OPC4-CoA[c0]"	"-1,-1,1,1,1"	"1,1,1,1,1"	rxn07688	R07898	TRUE	-1000	1000
1.1.1.35	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle			rxn07883	rxn07883_Shan	"cpd00003[c0],cpd15173[c0],cpd00004[c0],cpd00067[c0],cpd15175[c0]"	"NAD[c0],3-Hydroxy-5-methylhex-4-enoyl-CoA[c0],NADH[c0],H+[c0],5-Methyl-3-oxo-4-hexenoyl-CoA[c0]"	"-1,-1,1,1,1"	"1,1,1,1,1"	rxn07883	3-hydroxy-5-methylhex-4-enoyl-CoA:NAD+ oxidoreductase	TRUE	-1000	1000
1.1.1.35	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle			rxn08700	rxn08700_Shan	"cpd00003[c0],cpd15204[c0],cpd00004[c0],cpd00067[c0],cpd14935[c0]"	"NAD[c0],(S)-3-Hydroxyoctadecanoyl-CoA[c0],NADH[c0],H+[c0],3-Oxostearoyl-CoA[c0]"	"-1,-1,1,1,1"	"1,1,1,1,1"	rxn08700	3-hydroxyacyl-CoA dehydrogenase (3-oxooctadecanoyl-CoA)	FALSE	0	1000
1.1.1.35	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle			rxn15495	rxn15495_Shan	"cpd00003[c0],cpd11263[c0],cpd00004[c0],cpd00067[c0],cpd03248[c0]"	"NAD[c0],(24R,25R)-3alpha,7alpha,12alpha,24-Tetrahydroxy-5beta-cholestan-26- oyl-CoA[c0],NADH[c0],H+[c0],3alpha,7alpha,12alpha-Trihydroxy-5beta-24-oxocholestanoyl-CoA[c0]"	"-1,-1,1,1,1"	"1,1,1,1,1"	rxn15495	3alpha,7alpha,12alpha,24-tetrahydroxy-5beta-cholestanoyl-CoA:NAD+ oxidoreductase	TRUE	-1000	1000
1.1.1.35	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle			rxn15510	rxn15510_Shan	"cpd00003[c0],cpd19043[c0],cpd00004[c0],cpd00067[c0],cpd19044[c0]"	"NAD[c0],(S)-3-Hydroxyisobutyrate[c0],NADH[c0],H+[c0],(S)-Methylmalonate semialdehyde[c0]"	"-1,-1,1,1,1"	"1,1,1,1,1"	rxn15510	3-Hydroxy-2-methylpropanoate:NAD+ oxidoreductase	TRUE	-1000	1000
1.1.1.35	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle			rxn20473	rxn20473_Shan	"cpd00003[c0],cpd27345[c0],cpd00004[c0],cpd00067[c0],cpd22026[c0]"	"NAD[c0],L-3-HYDROXYACYL-COA[c0],NADH[c0],H+[c0],3-KETOACYL-COA[c0]"	"-1,-1,1,1,1"	"1,1,1,1,1"	rxn20473	L-3-hydroxyacyl coenzyme A dehydrogenase	TRUE	-1000	1000
1.1.1.35	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle			rxn21061	rxn21061_Shan	"cpd00003[c0],cpd22980[c0],cpd00004[c0],cpd00067[c0],cpd22981[c0]"	"NAD[c0],OPC8-3-hydroxyacyl-CoA[c0],NADH[c0],H+[c0],OPC8-3-ketoacyl-CoA[c0]"	"-1,-1,1,1,1"	"1,1,1,1,1"	rxn21061	RXN-10698.c	TRUE	-1000	1000
1.1.1.35	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle			rxn21065	rxn21065_Shan	"cpd00003[c0],cpd22983[c0],cpd00004[c0],cpd00067[c0],cpd22984[c0]"	"NAD[c0],OPC6-3-hydroxyacyl-CoA[c0],NADH[c0],H+[c0],OPC6-3-ketoacyl-CoA[c0]"	"-1,-1,1,1,1"	"1,1,1,1,1"	rxn21065	RXN-10702.c	TRUE	-1000	1000
1.1.1.35	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle			rxn21066	rxn21066_Shan	"cpd00003[c0],cpd22986[c0],cpd00004[c0],cpd00067[c0],cpd22987[c0]"	"NAD[c0],OPC4-3-hydroxyacyl-CoA[c0],NADH[c0],H+[c0],OPC4-3-ketoacyl-CoA[c0]"	"-1,-1,1,1,1"	"1,1,1,1,1"	rxn21066	RXN-10703.c	TRUE	-1000	1000
1.1.1.35	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle			rxn21572	rxn21572_Shan	"cpd00003[c0],cpd23287[c0],cpd00004[c0],cpd00067[c0],cpd23288[c0]"	"NAD[c0],3-(4-hydroxyphenyl)-3-hydroxy-propanoyl-CoA[c0],NADH[c0],H+[c0],3-(4-hydroxyphenyl)-3-keto-propanoyl-CoA[c0]"	"-1,-1,1,1,1"	"1,1,1,1,1"	rxn21572	RXN-11245.c	TRUE	-1000	1000
1.1.1.35	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle			rxn23121	rxn23121_Shan	"cpd00003[c0],cpd24000[c0],cpd00004[c0],cpd00067[c0],cpd24001[c0]"	"NAD[c0],24-hydroxy-3-oxocholest-4-en-26-oyl-CoA[c0],NADH[c0],H+[c0],3,24-dioxocholest-4-en-26-oyl-CoA[c0]"	"-1,-1,1,1,1"	"1,1,1,1,1"	rxn23121	3-hydroxyacyl-CoA dehydrogenase	TRUE	-1000	1000
1.1.1.35	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle			rxn23125	rxn23125_Shan	"cpd00003[c0],cpd24004[c0],cpd00004[c0],cpd00067[c0],cpd24005[c0]"	"NAD[c0],22-hydroxy-3-oxochol-4-en-24-oyl-CoA[c0],NADH[c0],H+[c0],3,22-dioxochol-4-en-24-oyl-CoA[c0]"	"-1,-1,1,1,1"	"1,1,1,1,1"	rxn23125	RXN-12709.c	TRUE	-1000	1000
1.1.1.35	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle			rxn23153	rxn23153_Shan	"cpd00003[c0],cpd24030[c0],cpd00004[c0],cpd00067[c0],cpd24031[c0]"	"NAD[c0],3-[(3aS,4S,5R,7aS)-5-hydroxy-7a-methyl-1-oxo-octahydro-1H-inden-4-yl]-3-hydroxypropanoyl-CoA[c0],NADH[c0],H+[c0],3-[(3aS,4S,5R,7aS)-5-hydroxy-7a-methyl-1-oxo-octahydro-1H-inden-4-yl]-3-oxopropanoyl-CoA[c0]"	"-1,-1,1,1,1"	"1,1,1,1,1"	rxn23153	3-[(3aS,4S,5R,7aS)-5-hydroxy-7a-methyl-1-oxo-octahydro-1H-inden-4-yl]-3-hydroxypropanoate dehydrogenase	TRUE	-1000	1000
1.1.1.35	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle			rxn27454	rxn27454_Shan	"cpd00003[c0],cpd27345[c0],cpd00004[c0],cpd00067[c0],cpd22026[c0]"	"NAD[c0],L-3-HYDROXYACYL-COA[c0],NADH[c0],H+[c0],3-KETOACYL-COA[c0]"	"-1,-1,1,1,1"	"1,1,1,1,1"	rxn27454	3-hydroxyacyl-CoA dehydrogenase	TRUE	-1000	1000
1.1.1.35	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle			rxn30548	rxn30548_Shan	"cpd00003[c0],cpd00876[c0],cpd00004[c0],cpd00067[c0],cpd19044[c0]"	"NAD[c0],3-Hydroxyisobutyrate[c0],NADH[c0],H+[c0],(S)-Methylmalonate semialdehyde[c0]"	"-1,-1,1,1,1"	"1,1,1,1,1"	rxn30548	3-hydroxyacyl-CoA dehydrogenase	TRUE	-1000	1000
1.1.1.35	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle			rxn31677	rxn31677_Shan	"cpd00003[c0],cpd02691[c0],cpd00004[c0],cpd00008[c0],cpd02124[c0]"	"NAD[c0],2-methyl-3-hydroxy-butyryl-CoA[c0],NADH[c0],ADP[c0],2-Methylacetoacetyl-CoA[c0]"	"-1,-1,1,1,1"	"1,1,1,1,1"	rxn31677	(2S,3S)-3-hydroxy-2-methylbutanoyl-CoA:NAD+ oxidoreductase	FALSE	0	1000
1.1.1.35	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle			rxn31684	rxn31684_Shan	"cpd00003[c0],cpd03231[c0],cpd00004[c0],cpd00008[c0],cpd03232[c0]"	"NAD[c0],3alpha,7alpha,24-Trihydroxy-5beta-cholestanoyl-CoA[c0],NADH[c0],ADP[c0],3alpha,7alpha-Dihydroxy-5beta-24-oxocholestanoyl-CoA[c0]"	"-1,-1,1,1,1"	"1,1,1,1,1"	rxn31684	3alpha,7alpha,24-trihydroxy-5beta-cholestanoyl-CoA:NAD+ oxidoreductase	FALSE	0	1000
1.1.1.35	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle			rxn31720	rxn31720_Shan	"cpd00003[c0],cpd09844[c0],cpd00004[c0],cpd00008[c0],cpd01507[c0]"	"NAD[c0],(3S)-3-Hydroxyadipyl-CoA[c0],NADH[c0],ADP[c0],3-Oxoadipyl-CoA[c0]"	"-1,-1,1,1,1"	"1,1,1,1,1"	rxn31720	(S)-3-hydroxyacyl-CoA:NAD+ oxidoreductase	FALSE	0	1000
1.1.1.35	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle			rxn32645	rxn32645_Shan	"cpd00003[c0],cpd03043[c0],cpd00004[c0],cpd00067[c0],cpd00279[c0]"	"NAD[c0],3-Hydroxybutanoyl-CoA[c0],NADH[c0],H+[c0],Acetoacetyl-CoA[c0]"	"-1,-1,1,2,1"	"1,1,1,1,1"	rxn32645	BHBDCLOS-RXN	TRUE	-1000	1000
1.14.99.39	EC	AMMOXID-PWY_ammonia oxidation I (aerobic)			rxn14010	rxn14010_Shan	"cpd00007[c0],cpd00013[c0],cpd11665[c0],cpd00001[c0],cpd00067[c0],cpd00165[c0],cpd11669[c0]"	"O2[c0],NH3[c0],QH2[c0],H2O[c0],H+[c0],Hydroxylamine[c0],Q[c0]"	"-1,-1,-1,1,1,1,1"	"1,1,1,1,1,1,1"	rxn14010	ammonia,ubiquinol:oxygen oxidoreductase	FALSE	0	1000
1.14.99.39	EC	AMMOXID-PWY_ammonia oxidation I (aerobic)			rxn16361	rxn16361_Shan	"cpd00007[c0],cpd00013[c0],cpd11610[c0],cpd00001[c0],cpd00165[c0],cpd11609[c0]"	"O2[c0],NH3[c0],AH2[c0],H2O[c0],Hydroxylamine[c0],A[c0]"	"-1,-1,-1,1,1,1"	"1,1,1,1,1,1"	rxn16361	ammonia monooxygenase	FALSE	0	1000
1.14.99.39	EC	AMMOXID-PWY_ammonia oxidation I (aerobic)			rxn19165	rxn19165_Shan	"cpd00007[c0],cpd00013[c0],cpd26978[c0],cpd00001[c0],cpd00165[c0],cpd22290[c0]"	"O2[c0],NH3[c0],Donor-H2[c0],H2O[c0],Hydroxylamine[c0],Acceptor[c0]"	"-1,-1,-1,1,1,1"	"1,1,1,1,1,1"	rxn19165	AMO	TRUE	-1000	1000
1.2.1.75	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle			rxn00532	rxn00532_Shan	"cpd00006[c0],cpd00010[c0],cpd00191[c0],cpd00005[c0],cpd00067[c0],cpd00070[c0]"	"NADP[c0],CoA[c0],3-Oxopropanoate[c0],NADPH[c0],H+[c0],Malonyl-CoA[c0]"	"-1,-1,-1,1,1,1"	"1,1,1,1,1,1"	rxn00532	3-oxopropanoate:NADP+ oxidoreductase (CoA-malonylating)	FALSE	0	1000
1.2.1.76	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle			rxn16140	rxn16140_Shan	"cpd00005[c0],cpd00067[c0],cpd00078[c0],cpd00006[c0],cpd00010[c0],cpd00199[c0]"	"NADPH[c0],H+[c0],Succinyl-CoA[c0],NADP[c0],CoA[c0],4-Oxobutanoate[c0]"	"-1,-1,-1,1,1,1"	"1,1,1,1,1,1"	rxn16140	succinate-semialdehyde:NADP+ oxidoreductase (CoA-acylating)	TRUE	-1000	1000
1.3.1.84	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle			rxn00668	rxn00668_Shan	"cpd00005[c0],cpd00663[c0],cpd00006[c0],cpd00086[c0]"	"NADPH[c0],Acrylyl-CoA[c0],NADP[c0],Propionyl-CoA[c0]"	"-1,-1,1,1"	"1,1,1,1"	rxn00668	propanoyl-CoA:NADP+ 2-oxidoreductase	FALSE	0	1000
2.1.3.15	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle			rxn05321	rxn05321_Shan	"cpd00022[c0],cpd11415[c0],cpd00070[c0],cpd00104[c0]"	"Acetyl-CoA[c0],carboxybiotin[c0],Malonyl-CoA[c0],BIOT[c0]"	"-1,-1,1,1"	"1,1,1,1"	rxn05321	Acetyl-CoA carbon-dioxide ligase	FALSE	0	1000
2.1.3.15	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle			rxn06673	rxn06673_Shan	"cpd00022[c0],cpd12543[c0],cpd00070[c0],cpd12848[c0]"	"Acetyl-CoA[c0],Carboxybiotin-carboxyl-carrier protein[c0],Malonyl-CoA[c0],Holo-[carboxylase][c0]"	"-1,-1,1,1"	"1,1,1,1"	rxn06673	Acetyl-CoA:carbon-dioxide ligase (ADP-forming)	FALSE	0	1000
2.3.1.16	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle			rxn00598	rxn00598_Shan	"cpd00022[c0],cpd00067[c0],cpd00078[c0],cpd00010[c0],cpd01507[c0]"	"Acetyl-CoA[c0],H+[c0],Succinyl-CoA[c0],CoA[c0],3-Oxoadipyl-CoA[c0]"	"-1,-5,-1,1,1"	"1,1,1,1,1"	rxn00598	Succinyl-CoA:acetyl-CoA C-acyltransferase	TRUE	-1000	0
2.3.1.16	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle			rxn00676	rxn00676_Shan	"cpd00022[c0],cpd00086[c0],cpd00010[c0],cpd02124[c0]"	"Acetyl-CoA[c0],Propionyl-CoA[c0],CoA[c0],2-Methylacetoacetyl-CoA[c0]"	"-1,-1,1,1"	"1,1,1,1"	rxn00676	acetyl-CoA:propanoyl-CoA 2-C-acetyltransferase	TRUE	-1000	1000
2.3.1.16	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle			rxn00874	rxn00874_Shan	"cpd00022[c0],cpd00120[c0],cpd00010[c0],cpd03123[c0]"	"Acetyl-CoA[c0],Butyryl-CoA[c0],CoA[c0],3-Oxohexanoyl-CoA[c0]"	"-1,-1,1,1"	"1,1,1,1"	rxn00874	butanoyl-CoA:acetyl-CoA C-butanoyltransferase	TRUE	-1000	1000
2.3.1.16	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle			rxn02680	rxn02680_Shan	"cpd00022[c0],cpd01335[c0],cpd00010[c0],cpd03119[c0]"	"Acetyl-CoA[c0],Octanoyl-CoA[c0],CoA[c0],3-Oxodecanoyl-CoA[c0]"	"-1,-1,1,1"	"1,1,1,1"	rxn02680	Octanoyl-CoA:acetyl-CoA C-acyltransferase	TRUE	-1000	1000
2.3.1.16	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle			rxn02804	rxn02804_Shan	"cpd00022[c0],cpd01695[c0],cpd00010[c0],cpd03114[c0]"	"Acetyl-CoA[c0],Myristoyl-CoA[c0],CoA[c0],3-Oxopalmitoyl-CoA[c0]"	"-1,-1,1,1"	"1,1,1,1"	rxn02804	myristoyl-CoA:acetylCoA C-myristoyltransferase	TRUE	-1000	1000
2.3.1.16	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle			rxn03243	rxn03243_Shan	"cpd00022[c0],cpd03128[c0],cpd00010[c0],cpd03117[c0]"	"Acetyl-CoA[c0],Decanoyl-CoA[c0],CoA[c0],3-Oxododecanoyl-CoA[c0]"	"-1,-1,1,1"	"1,1,1,1"	rxn03243	Decanoyl-CoA:acetyl-CoA C-acyltransferase	TRUE	-1000	1000
2.3.1.16	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle			rxn03248	rxn03248_Shan	"cpd00022[c0],cpd03124[c0],cpd00010[c0],cpd03121[c0]"	"Acetyl-CoA[c0],Hexanoyl-CoA[c0],CoA[c0],3-Oxooctanoyl-CoA[c0]"	"-1,-1,1,1"	"1,1,1,1"	rxn03248	Hexanoyl-CoA:acetyl-CoA C-acyltransferase	TRUE	-1000	1000
2.3.1.16	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle			rxn03288	rxn03288_Shan	"cpd00086[c0],cpd03242[c0],cpd00010[c0],cpd03232[c0]"	"Propionyl-CoA[c0],Chenodeoxyglycocholoyl-CoA[c0],CoA[c0],3alpha,7alpha-Dihydroxy-5beta-24-oxocholestanoyl-CoA[c0]"	"-1,-1,1,1"	"1,1,1,1"	rxn03288	acetyl-CoA C-acyltransferase, putative / 3-ketoacyl-CoA thiolase, putative	TRUE	-1000	0
2.3.1.16	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle			rxn03796	rxn03796_Shan	"cpd00010[c0],cpd04390[c0],cpd00022[c0],cpd00067[c0],cpd00401[c0]"	"CoA[c0],Benzoyl acetyl-CoA[c0],Acetyl-CoA[c0],H+[c0],Benzoyl-CoA[c0]"	"-1,-1,1,1,1"	"1,1,1,1,1"	rxn03796	R05506	TRUE	-1000	1000
2.3.1.16	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle			rxn05831	rxn05831_Shan	"cpd00022[c0],cpd11611[c0],cpd00010[c0],cpd11637[c0]"	"Acetyl-CoA[c0],Acyl-CoA[c0],CoA[c0],3-Oxoacyl-CoA[c0]"	"-1,-1,1,1"	"1,1,1,1"	rxn05831	Acyl-CoA:acetyl-CoA C-acyltransferase	TRUE	-1000	1000
2.3.1.16	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle			rxn06510	rxn06510_Shan	"cpd00022[c0],cpd01260[c0],cpd00010[c0],cpd12689[c0]"	"Acetyl-CoA[c0],Lauroyl-CoA[c0],CoA[c0],3-Oxotetradecanoyl-CoA[c0]"	"-1,-1,1,1"	"1,1,1,1"	rxn06510	Lauroyl-CoA:acetyl-CoA C-acyltransferase	TRUE	-1000	1000
2.3.1.16	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle			rxn07681	rxn07681_Shan	"cpd00022[c0],cpd15047[c0],cpd00010[c0],cpd15046[c0]"	"Acetyl-CoA[c0],OPC6-CoA[c0],CoA[c0],3-Oxo-OPC8-CoA[c0]"	"-1,-1,1,1"	"1,1,1,1"	rxn07681	R07891	TRUE	-1000	1000
2.3.1.16	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle			rxn07685	rxn07685_Shan	"cpd00022[c0],cpd15051[c0],cpd00010[c0],cpd15050[c0]"	"Acetyl-CoA[c0],OPC4-CoA[c0],CoA[c0],3-Oxo-OPC6-CoA[c0]"	"-1,-1,1,1"	"1,1,1,1"	rxn07685	R07895	TRUE	-1000	1000
2.3.1.16	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle			rxn07689	rxn07689_Shan	"cpd00022[c0],cpd15055[c0],cpd00010[c0],cpd15054[c0]"	"Acetyl-CoA[c0],(+)-7-Isojasmonic acid CoA[c0],CoA[c0],3-Oxo-OPC4-CoA[c0]"	"-1,-1,1,1"	"1,1,1,1"	rxn07689	R07899	TRUE	-1000	1000
2.3.1.16	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle			rxn07727	rxn07727_Shan	"cpd00022[c0],cpd14890[c0],cpd00010[c0],cpd15092[c0]"	"Acetyl-CoA[c0],(4Z,7Z,10Z,13Z,16Z,19Z)-Docosahexaenoyl-CoA[c0],CoA[c0],(6Z,9Z,12Z,15Z,18Z,21Z)-3-Oxotetracosahexa-6,9,12,15,18,21-enoyl-CoA[c0]"	"-1,-1,1,1"	"1,1,1,1"	rxn07727	R07937	TRUE	-1000	1000
2.3.1.16	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle			rxn07743	rxn07743_Shan	"cpd00022[c0],cpd14894[c0],cpd00010[c0],cpd15095[c0]"	"Acetyl-CoA[c0],(4Z,7Z,10Z,13Z,16Z)-Docosapentaenoyl-CoA[c0],CoA[c0],(6Z,9Z,12Z,15Z,18Z)-3-Oxotetracosapenta-6,9,12,15,18-enoyl-CoA[c0]"	"-1,-1,1,1"	"1,1,1,1"	rxn07743	R07953	TRUE	-1000	1000
