Key	Type	Reactions	MetaCyc	EC	MSID	id	abbreviation	name	code	stoichiometry	is_transport	equation	definition	reversibility	direction	abstract_reaction	pathways	aliases	ec_numbers	deltag	deltagerr	compound_ids	status	is_obsolete	linked_reaction	notes	is_copy_of	gapseq.status
R01975	kegg	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle		1.1.1.35	rxn15495	rxn15495	R04812	3alpha,7alpha,12alpha,24-tetrahydroxy-5beta-cholestanoyl-CoA:NAD+ oxidoreductase	(1) cpd00003[0] + (1) cpd11263[0] <=> (1) cpd00004[0] + (1) cpd03248[0]	-1:cpd00003:0:0:"NAD";-1:cpd11263:0:0:"(24R,25R)-3alpha,7alpha,12alpha,24-Tetrahydroxy-5beta-cholestan-26- oyl-CoA";1:cpd00004:0:0:"NADH";1:cpd00067:0:0:"H+";1:cpd03248:0:0:"3alpha,7alpha,12alpha-Trihydroxy-5beta-24-oxocholestanoyl-CoA"	0	(1) cpd00003[0] + (1) cpd11263[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd03248[0]	(1) NAD[0] + (1) (24R,25R)-3alpha,7alpha,12alpha,24-Tetrahydroxy-5beta-cholestan-26- oyl-CoA[0] <=> (1) NADH[0] + (1) H+[0] + (1) 3alpha,7alpha,12alpha-Trihydroxy-5beta-24-oxocholestanoyl-CoA[0]	=	=					3.76	1.08	cpd00003;cpd00004;cpd00067;cpd03248;cpd11263	OK	0				approved
R01975	kegg	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle		1.1.1.35	rxn15510	rxn15510	R05066	3-Hydroxy-2-methylpropanoate:NAD+ oxidoreductase	(1) cpd00003[0] + (1) cpd19043[0] <=> (1) cpd00004[0] + (1) cpd19044[0]	-1:cpd00003:0:0:"NAD";-1:cpd19043:0:0:"(S)-3-Hydroxyisobutyrate";1:cpd00004:0:0:"NADH";1:cpd00067:0:0:"H+";1:cpd19044:0:0:"(S)-Methylmalonate semialdehyde"	0	(1) cpd00003[0] + (1) cpd19043[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd19044[0]	(1) NAD[0] + (1) (S)-3-Hydroxyisobutyrate[0] <=> (1) NADH[0] + (1) H+[0] + (1) (S)-Methylmalonate semialdehyde[0]	=	=					5.22	1.07	cpd00003;cpd00004;cpd00067;cpd19043;cpd19044	OK	0	rxn35544			approved
R01975	kegg	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle		1.1.1.35	rxn20473	rxn20473	OHACYL-COA-DEHYDROG-RXN.x	L-3-hydroxyacyl coenzyme A dehydrogenase	(1) cpd00003[0] + (1) cpd27345[0] <=> (1) cpd00004[0] + (1) cpd22026[0]	-1:cpd00003:0:0:"NAD";-1:cpd27345:0:0:"L-3-HYDROXYACYL-COA";1:cpd00004:0:0:"NADH";1:cpd00067:0:0:"H+";1:cpd22026:0:0:"3-KETOACYL-COA"	0	(1) cpd00003[0] + (1) cpd27345[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd22026[0]	(1) NAD[0] + (1) L-3-HYDROXYACYL-COA[0] <=> (1) NADH[0] + (1) H+[0] + (1) 3-KETOACYL-COA[0]	=	=					1e+07	1e+07	cpd00003;cpd00004;cpd00067;cpd22026;cpd27345	CPDFORMERROR	1	rxn16867;rxn27454		rxn16867	not.assessed
R01975	kegg	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle		1.1.1.35	rxn21061	rxn21061	RXN-10698.c	RXN-10698.c	(1) cpd00003[0] + (1) cpd22980[0] <=> (1) cpd00004[0] + (1) cpd22981[0]	-1:cpd00003:0:0:"NAD";-1:cpd22980:0:0:"OPC8-3-hydroxyacyl-CoA";1:cpd00004:0:0:"NADH";1:cpd00067:0:0:"H+";1:cpd22981:0:0:"OPC8-3-ketoacyl-CoA"	0	(1) cpd00003[0] + (1) cpd22980[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd22981[0]	(1) NAD[0] + (1) OPC8-3-hydroxyacyl-CoA[0] <=> (1) NADH[0] + (1) H+[0] + (1) OPC8-3-ketoacyl-CoA[0]	=	=					3.76	1.08	cpd00003;cpd00004;cpd00067;cpd22980;cpd22981	OK	0	rxn28153			not.assessed
R01975	kegg	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle		1.1.1.35	rxn21065	rxn21065	RXN-10702.c	RXN-10702.c	(1) cpd00003[0] + (1) cpd22983[0] <=> (1) cpd00004[0] + (1) cpd22984[0]	-1:cpd00003:0:0:"NAD";-1:cpd22983:0:0:"OPC6-3-hydroxyacyl-CoA";1:cpd00004:0:0:"NADH";1:cpd00067:0:0:"H+";1:cpd22984:0:0:"OPC6-3-ketoacyl-CoA"	0	(1) cpd00003[0] + (1) cpd22983[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd22984[0]	(1) NAD[0] + (1) OPC6-3-hydroxyacyl-CoA[0] <=> (1) NADH[0] + (1) H+[0] + (1) OPC6-3-ketoacyl-CoA[0]	=	=					3.76	1.08	cpd00003;cpd00004;cpd00067;cpd22983;cpd22984	OK	0	rxn28160			not.assessed
R01975	kegg	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle		1.1.1.35	rxn21066	rxn21066	RXN-10703.c	RXN-10703.c	(1) cpd00003[0] + (1) cpd22986[0] <=> (1) cpd00004[0] + (1) cpd22987[0]	-1:cpd00003:0:0:"NAD";-1:cpd22986:0:0:"OPC4-3-hydroxyacyl-CoA";1:cpd00004:0:0:"NADH";1:cpd00067:0:0:"H+";1:cpd22987:0:0:"OPC4-3-ketoacyl-CoA"	0	(1) cpd00003[0] + (1) cpd22986[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd22987[0]	(1) NAD[0] + (1) OPC4-3-hydroxyacyl-CoA[0] <=> (1) NADH[0] + (1) H+[0] + (1) OPC4-3-ketoacyl-CoA[0]	=	=					3.76	1.08	cpd00003;cpd00004;cpd00067;cpd22986;cpd22987	OK	0	rxn28161			not.assessed
R01975	kegg	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle		1.1.1.35	rxn21572	rxn21572	RXN-11245.c	RXN-11245.c	(1) cpd00003[0] + (1) cpd23287[0] <=> (1) cpd00004[0] + (1) cpd23288[0]	-1:cpd00003:0:0:"NAD";-1:cpd23287:0:0:"3-(4-hydroxyphenyl)-3-hydroxy-propanoyl-CoA";1:cpd00004:0:0:"NADH";1:cpd00067:0:0:"H+";1:cpd23288:0:0:"3-(4-hydroxyphenyl)-3-keto-propanoyl-CoA"	0	(1) cpd00003[0] + (1) cpd23287[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd23288[0]	(1) NAD[0] + (1) 3-(4-hydroxyphenyl)-3-hydroxy-propanoyl-CoA[0] <=> (1) NADH[0] + (1) H+[0] + (1) 3-(4-hydroxyphenyl)-3-keto-propanoyl-CoA[0]	=	=					2.21	1.11	cpd00003;cpd00004;cpd00067;cpd23287;cpd23288	OK	0	rxn28177			not.assessed
R01975	kegg	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle		1.1.1.35	rxn23121	rxn23121	RXN-12705.c	3-hydroxyacyl-CoA dehydrogenase	(1) cpd00003[0] + (1) cpd24000[0] <=> (1) cpd00004[0] + (1) cpd24001[0]	-1:cpd00003:0:0:"NAD";-1:cpd24000:0:0:"24-hydroxy-3-oxocholest-4-en-26-oyl-CoA";1:cpd00004:0:0:"NADH";1:cpd00067:0:0:"H+";1:cpd24001:0:0:"3,24-dioxocholest-4-en-26-oyl-CoA"	0	(1) cpd00003[0] + (1) cpd24000[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd24001[0]	(1) NAD[0] + (1) 24-hydroxy-3-oxocholest-4-en-26-oyl-CoA[0] <=> (1) NADH[0] + (1) H+[0] + (1) 3,24-dioxocholest-4-en-26-oyl-CoA[0]	=	=					3.76	1.08	cpd00003;cpd00004;cpd00067;cpd24000;cpd24001	OK	0				not.assessed
R01975	kegg	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle		1.1.1.35	rxn23125	rxn23125	RXN-12709.c	RXN-12709.c	(1) cpd00003[0] + (1) cpd24004[0] <=> (1) cpd00004[0] + (1) cpd24005[0]	-1:cpd00003:0:0:"NAD";-1:cpd24004:0:0:"22-hydroxy-3-oxochol-4-en-24-oyl-CoA";1:cpd00004:0:0:"NADH";1:cpd00067:0:0:"H+";1:cpd24005:0:0:"3,22-dioxochol-4-en-24-oyl-CoA"	0	(1) cpd00003[0] + (1) cpd24004[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd24005[0]	(1) NAD[0] + (1) 22-hydroxy-3-oxochol-4-en-24-oyl-CoA[0] <=> (1) NADH[0] + (1) H+[0] + (1) 3,22-dioxochol-4-en-24-oyl-CoA[0]	=	=					3.76	1.08	cpd00003;cpd00004;cpd00067;cpd24004;cpd24005	OK	0				not.assessed
R01975	kegg	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle		1.1.1.35	rxn23153	rxn23153	RXN-12750.c	3-[(3aS,4S,5R,7aS)-5-hydroxy-7a-methyl-1-oxo-octahydro-1H-inden-4-yl]-3-hydroxypropanoate dehydrogenase	(1) cpd00003[0] + (1) cpd24030[0] <=> (1) cpd00004[0] + (1) cpd24031[0]	-1:cpd00003:0:0:"NAD";-1:cpd24030:0:0:"3-[(3aS,4S,5R,7aS)-5-hydroxy-7a-methyl-1-oxo-octahydro-1H-inden-4-yl]-3-hydroxypropanoyl-CoA";1:cpd00004:0:0:"NADH";1:cpd00067:0:0:"H+";1:cpd24031:0:0:"3-[(3aS,4S,5R,7aS)-5-hydroxy-7a-methyl-1-oxo-octahydro-1H-inden-4-yl]-3-oxopropanoyl-CoA"	0	(1) cpd00003[0] + (1) cpd24030[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd24031[0]	(1) NAD[0] + (1) 3-[(3aS,4S,5R,7aS)-5-hydroxy-7a-methyl-1-oxo-octahydro-1H-inden-4-yl]-3-hydroxypropanoyl-CoA[0] <=> (1) NADH[0] + (1) H+[0] + (1) 3-[(3aS,4S,5R,7aS)-5-hydroxy-7a-methyl-1-oxo-octahydro-1H-inden-4-yl]-3-oxopropanoyl-CoA[0]	=	=					3.76	1.08	cpd00003;cpd00004;cpd00067;cpd24030;cpd24031	OK	0				not.assessed
R01975	kegg	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle		1.1.1.35	rxn27454	rxn27454	OHACYL-COA-DEHYDROG-RXN.m	3-hydroxyacyl-CoA dehydrogenase	(1) cpd00003[0] + (1) cpd27345[0] <=> (1) cpd00004[0] + (1) cpd22026[0]	-1:cpd00003:0:0:"NAD";-1:cpd27345:0:0:"L-3-HYDROXYACYL-COA";1:cpd00004:0:0:"NADH";1:cpd00067:0:0:"H+";1:cpd22026:0:0:"3-KETOACYL-COA"	0	(1) cpd00003[0] + (1) cpd27345[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd22026[0]	(1) NAD[0] + (1) L-3-HYDROXYACYL-COA[0] <=> (1) NADH[0] + (1) H+[0] + (1) 3-KETOACYL-COA[0]	=	=					1e+07	1e+07	cpd00003;cpd00004;cpd00067;cpd22026;cpd27345	CPDFORMERROR	1	rxn16867;rxn20473		rxn16867	not.assessed
R01975	kegg	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle		1.1.1.35	rxn30548	rxn30548	HACOADr	3-hydroxyacyl-CoA dehydrogenase	(1) cpd00003[0] + (1) cpd00876[0] <=> (1) cpd00004[0] + (1) cpd19044[0]	-1:cpd00003:0:0:"NAD";-1:cpd00876:0:0:"3-Hydroxyisobutyrate";1:cpd00004:0:0:"NADH";1:cpd00067:0:0:"H+";1:cpd19044:0:0:"(S)-Methylmalonate semialdehyde"	0	(1) cpd00003[0] + (1) cpd00876[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd19044[0]	(1) NAD[0] + (1) 3-Hydroxyisobutyrate[0] <=> (1) NADH[0] + (1) H+[0] + (1) (S)-Methylmalonate semialdehyde[0]	=	=					5.22	1.07	cpd00003;cpd00004;cpd00067;cpd00876;cpd19044	OK	0				not.assessed
R01975	kegg	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle		1.1.1.35	rxn31677	rxn31677	R04203_c	(2S,3S)-3-hydroxy-2-methylbutanoyl-CoA:NAD+ oxidoreductase	(1) cpd00003[0] + (1) cpd02691[0] <=> (1) cpd00004[0] + (1) cpd00008[0] + (1) cpd02124[0]	-1:cpd00003:0:0:"NAD";-1:cpd02691:0:0:"2-methyl-3-hydroxy-butyryl-CoA";1:cpd00004:0:0:"NADH";1:cpd00008:0:0:"ADP";1:cpd02124:0:0:"2-Methylacetoacetyl-CoA"	0	(1) cpd00003[0] + (1) cpd02691[0] => (1) cpd00004[0] + (1) cpd00008[0] + (1) cpd02124[0]	(1) NAD[0] + (1) 2-methyl-3-hydroxy-butyryl-CoA[0] => (1) NADH[0] + (1) ADP[0] + (1) 2-Methylacetoacetyl-CoA[0]	>	>					-452.56	3.21	cpd00003;cpd00004;cpd00008;cpd02124;cpd02691	MI:C:10/H:12/N:5/O:10/P:2|CI:-3	0				not.assessed
R01975	kegg	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle		1.1.1.35	rxn31684	rxn31684	R04810_c	3alpha,7alpha,24-trihydroxy-5beta-cholestanoyl-CoA:NAD+ oxidoreductase	(1) cpd00003[0] + (1) cpd03231[0] <=> (1) cpd00004[0] + (1) cpd00008[0] + (1) cpd03232[0]	-1:cpd00003:0:0:"NAD";-1:cpd03231:0:0:"3alpha,7alpha,24-Trihydroxy-5beta-cholestanoyl-CoA";1:cpd00004:0:0:"NADH";1:cpd00008:0:0:"ADP";1:cpd03232:0:0:"3alpha,7alpha-Dihydroxy-5beta-24-oxocholestanoyl-CoA"	0	(1) cpd00003[0] + (1) cpd03231[0] => (1) cpd00004[0] + (1) cpd00008[0] + (1) cpd03232[0]	(1) NAD[0] + (1) 3alpha,7alpha,24-Trihydroxy-5beta-cholestanoyl-CoA[0] => (1) NADH[0] + (1) ADP[0] + (1) 3alpha,7alpha-Dihydroxy-5beta-24-oxocholestanoyl-CoA[0]	>	>					-452.56	3.21	cpd00003;cpd00004;cpd00008;cpd03231;cpd03232	MI:C:10/H:12/N:5/O:10/P:2|CI:-3	0				not.assessed
R01975	kegg	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle		1.1.1.35	rxn31720	rxn31720	R06941_c	(S)-3-hydroxyacyl-CoA:NAD+ oxidoreductase	(1) cpd00003[0] + (1) cpd09844[0] <=> (1) cpd00004[0] + (1) cpd00008[0] + (1) cpd01507[0]	-1:cpd00003:0:0:"NAD";-1:cpd09844:0:0:"(3S)-3-Hydroxyadipyl-CoA";1:cpd00004:0:0:"NADH";1:cpd00008:0:0:"ADP";1:cpd01507:0:0:"3-Oxoadipyl-CoA"	0	(1) cpd00003[0] + (1) cpd09844[0] => (1) cpd00004[0] + (1) cpd00008[0] + (1) cpd01507[0]	(1) NAD[0] + (1) (3S)-3-Hydroxyadipyl-CoA[0] => (1) NADH[0] + (1) ADP[0] + (1) 3-Oxoadipyl-CoA[0]	>	>					-452.56	3.21	cpd00003;cpd00004;cpd00008;cpd01507;cpd09844	MI:C:10/H:17/N:5/O:10/P:2|CI:-2	0				not.assessed
R01975	kegg	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle		1.1.1.35	rxn32645	rxn32645	rxn201_x	BHBDCLOS-RXN	(1) cpd00003[0] + (1) cpd03043[0] <=> (1) cpd00004[0] + (1) cpd00279[0]	-1:cpd00003:0:0:"NAD";-1:cpd03043:0:0:"3-Hydroxybutanoyl-CoA";1:cpd00004:0:0:"NADH";2:cpd00067:0:0:"H+";1:cpd00279:0:0:"Acetoacetyl-CoA"	0	(1) cpd00003[0] + (1) cpd03043[0] <=> (1) cpd00004[0] + (2) cpd00067[0] + (1) cpd00279[0]	(1) NAD[0] + (1) 3-Hydroxybutanoyl-CoA[0] <=> (1) NADH[0] + (2) H+[0] + (1) Acetoacetyl-CoA[0]	=	=					3.76	1.08	cpd00003;cpd00004;cpd00067;cpd00279;cpd03043	OK	0		HB		not.assessed
R02765	kegg	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle		ko_to_ms	rxn01996	rxn01996	R02765	Methylmalonyl-CoA epimerase	(1) cpd00891[0] <=> (1) cpd00519[0]	-1:cpd00891:0:0:"L-methylmalonyl-CoA";1:cpd00519:0:0:"D-methylmalonyl-CoA"	0	(1) cpd00891[0] <=> (1) cpd00519[0]	(1) L-methylmalonyl-CoA[0] <=> (1) D-methylmalonyl-CoA[0]	=	=					0	2	cpd00519;cpd00891	OK	0				approved
R02765	kegg	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle		5.1.99.1	rxn01996	rxn01996	R02765	Methylmalonyl-CoA epimerase	(1) cpd00891[0] <=> (1) cpd00519[0]	-1:cpd00891:0:0:"L-methylmalonyl-CoA";1:cpd00519:0:0:"D-methylmalonyl-CoA"	0	(1) cpd00891[0] <=> (1) cpd00519[0]	(1) L-methylmalonyl-CoA[0] <=> (1) D-methylmalonyl-CoA[0]	=	=					0	2	cpd00519;cpd00891	OK	0				approved
R02765	kegg	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle		5.1.99.1	rxn16825	rxn16825	R09979	(2S)-ethylmalonyl-CoA epimerase	(1) cpd18009[0] <=> (1) cpd21471[0]	-1:cpd18009:0:0:"Ethylmalonyl-CoA";5:cpd00067:0:0:"H+";1:cpd21471:0:0:"(2R)-Ethylmalonyl-CoA"	0	(1) cpd18009[0] <=> (5) cpd00067[0] + (1) cpd21471[0]	(1) Ethylmalonyl-CoA[0] <=> (5) H+[0] + (1) (2R)-Ethylmalonyl-CoA[0]	=	=					0	2	cpd00067;cpd18009;cpd21471	OK	0		HB		not.assessed
R09280	kegg	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle		ko_to_ms	rxn16140	rxn16140	R09280	succinate-semialdehyde:NADP+ oxidoreductase (CoA-acylating)	(1) cpd00005[0] + (1) cpd00078[0] <=> (1) cpd00006[0] + (1) cpd00010[0] + (1) cpd00199[0]	-1:cpd00005:0:0:"NADPH";-1:cpd00067:0:0:"H+";-1:cpd00078:0:0:"Succinyl-CoA";1:cpd00006:0:0:"NADP";1:cpd00010:0:0:"CoA";1:cpd00199:0:0:"4-Oxobutanoate"	0	(1) cpd00005[0] + (1) cpd00067[0] + (1) cpd00078[0] <=> (1) cpd00006[0] + (1) cpd00010[0] + (1) cpd00199[0]	(1) NADPH[0] + (1) H+[0] + (1) Succinyl-CoA[0] <=> (1) NADP[0] + (1) CoA[0] + (1) 4-Oxobutanoate[0]	=	=					4.05	1.52	cpd00005;cpd00006;cpd00010;cpd00067;cpd00078;cpd00199	OK	0				approved
R09280	kegg	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle		1.2.1.76	rxn16140	rxn16140	R09280	succinate-semialdehyde:NADP+ oxidoreductase (CoA-acylating)	(1) cpd00005[0] + (1) cpd00078[0] <=> (1) cpd00006[0] + (1) cpd00010[0] + (1) cpd00199[0]	-1:cpd00005:0:0:"NADPH";-1:cpd00067:0:0:"H+";-1:cpd00078:0:0:"Succinyl-CoA";1:cpd00006:0:0:"NADP";1:cpd00010:0:0:"CoA";1:cpd00199:0:0:"4-Oxobutanoate"	0	(1) cpd00005[0] + (1) cpd00067[0] + (1) cpd00078[0] <=> (1) cpd00006[0] + (1) cpd00010[0] + (1) cpd00199[0]	(1) NADPH[0] + (1) H+[0] + (1) Succinyl-CoA[0] <=> (1) NADP[0] + (1) CoA[0] + (1) 4-Oxobutanoate[0]	=	=					4.05	1.52	cpd00005;cpd00006;cpd00010;cpd00067;cpd00078;cpd00199	OK	0				approved
R09289	kegg	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle		ko_to_ms	rxn16149	rxn16149	R09289	3-hydroxypropionate:NADP+ oxidoreductase	(1) cpd00006[0] + (1) cpd00745[0] <=> (1) cpd00005[0] + (1) cpd00191[0]	-1:cpd00006:0:0:"NADP";-1:cpd00745:0:0:"Hydracrylic acid";1:cpd00005:0:0:"NADPH";1:cpd00067:0:0:"H+";1:cpd00191:0:0:"3-Oxopropanoate"	0	(1) cpd00006[0] + (1) cpd00745[0] <=> (1) cpd00005[0] + (1) cpd00067[0] + (1) cpd00191[0]	(1) NADP[0] + (1) Hydracrylic acid[0] <=> (1) NADPH[0] + (1) H+[0] + (1) 3-Oxopropanoate[0]	=	=					5.22	1.07	cpd00005;cpd00006;cpd00067;cpd00191;cpd00745	OK	0				approved
R09289	kegg	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle		1.1.1.298	rxn16149	rxn16149	R09289	3-hydroxypropionate:NADP+ oxidoreductase	(1) cpd00006[0] + (1) cpd00745[0] <=> (1) cpd00005[0] + (1) cpd00191[0]	-1:cpd00006:0:0:"NADP";-1:cpd00745:0:0:"Hydracrylic acid";1:cpd00005:0:0:"NADPH";1:cpd00067:0:0:"H+";1:cpd00191:0:0:"3-Oxopropanoate"	0	(1) cpd00006[0] + (1) cpd00745[0] <=> (1) cpd00005[0] + (1) cpd00067[0] + (1) cpd00191[0]	(1) NADP[0] + (1) Hydracrylic acid[0] <=> (1) NADPH[0] + (1) H+[0] + (1) 3-Oxopropanoate[0]	=	=					5.22	1.07	cpd00005;cpd00006;cpd00067;cpd00191;cpd00745	OK	0				approved
R10782	kegg	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle		4.2.1.120	rxn03642	rxn03642	R05337	4-hydroxybutanoyl-CoA hydro-lyase	(1) cpd07946[0] <=> (1) cpd00001[0] + (1) cpd01557[0]	-1:cpd07946:0:0:"4-Hydroxybutyryl-CoA";1:cpd00001:0:0:"H2O";1:cpd01557:0:0:"3-Butenoyl-CoA"	0	(1) cpd07946[0] => (1) cpd00001[0] + (1) cpd01557[0]	(1) 4-Hydroxybutyryl-CoA[0] => (1) H2O[0] + (1) 3-Butenoyl-CoA[0]	>	=					1.24	0.67	cpd00001;cpd01557;cpd07946	OK	0	rxn31470			corrected
1.1.1.298	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle			rxn16149	rxn16149	R09289	3-hydroxypropionate:NADP+ oxidoreductase	(1) cpd00006[0] + (1) cpd00745[0] <=> (1) cpd00005[0] + (1) cpd00191[0]	-1:cpd00006:0:0:"NADP";-1:cpd00745:0:0:"Hydracrylic acid";1:cpd00005:0:0:"NADPH";1:cpd00067:0:0:"H+";1:cpd00191:0:0:"3-Oxopropanoate"	0	(1) cpd00006[0] + (1) cpd00745[0] <=> (1) cpd00005[0] + (1) cpd00067[0] + (1) cpd00191[0]	(1) NADP[0] + (1) Hydracrylic acid[0] <=> (1) NADPH[0] + (1) H+[0] + (1) 3-Oxopropanoate[0]	=	=					5.22	1.07	cpd00005;cpd00006;cpd00067;cpd00191;cpd00745	OK	0				approved
1.1.1.35	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle			rxn01451	rxn01451	R01975	(S)-3-Hydroxybutanoyl-CoA:NAD+ oxidoreductase	(1) cpd00003[0] + (1) cpd00842[0] <=> (1) cpd00004[0] + (1) cpd00279[0]	-1:cpd00003:0:0:"NAD";-1:cpd00842:0:0:"(S)-3-Hydroxybutyryl-CoA";1:cpd00004:0:0:"NADH";1:cpd00067:0:0:"H+";1:cpd00279:0:0:"Acetoacetyl-CoA"	0	(1) cpd00003[0] + (1) cpd00842[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd00279[0]	(1) NAD[0] + (1) (S)-3-Hydroxybutyryl-CoA[0] <=> (1) NADH[0] + (1) H+[0] + (1) Acetoacetyl-CoA[0]	=	=					3.76	1.08	cpd00003;cpd00004;cpd00067;cpd00279;cpd00842	OK	0	rxn20475;rxn27455			approved
1.1.1.35	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle			rxn03239	rxn03239	R04737	(S)-3-Hydroxyhexadecanoyl-CoA:NAD+ oxidoreductase	(1) cpd00003[0] + (1) cpd03113[0] <=> (1) cpd00004[0] + (1) cpd03114[0]	-1:cpd00003:0:0:"NAD";-1:cpd03113:0:0:"(S)-3-Hydroxyhexadecanoyl-CoA";1:cpd00004:0:0:"NADH";1:cpd00067:0:0:"H+";1:cpd03114:0:0:"3-Oxopalmitoyl-CoA"	0	(1) cpd00003[0] + (1) cpd03113[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd03114[0]	(1) NAD[0] + (1) (S)-3-Hydroxyhexadecanoyl-CoA[0] <=> (1) NADH[0] + (1) H+[0] + (1) 3-Oxopalmitoyl-CoA[0]	=	=					3.76	1.08	cpd00003;cpd00004;cpd00067;cpd03113;cpd03114	OK	0	rxn20474;rxn34739			approved
1.1.1.35	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle			rxn03242	rxn03242	R04741	(S)-3-hydroxydodecanoyl-CoA:NAD+ oxidoreductase	(1) cpd00003[0] + (1) cpd03116[0] <=> (1) cpd00004[0] + (1) cpd03117[0]	-1:cpd00003:0:0:"NAD";-1:cpd03116:0:0:"(S)-3-Hydroxydodecanoyl-CoA";1:cpd00004:0:0:"NADH";1:cpd00067:0:0:"H+";1:cpd03117:0:0:"3-Oxododecanoyl-CoA"	0	(1) cpd00003[0] + (1) cpd03116[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd03117[0]	(1) NAD[0] + (1) (S)-3-Hydroxydodecanoyl-CoA[0] <=> (1) NADH[0] + (1) H+[0] + (1) 3-Oxododecanoyl-CoA[0]	=	=					3.76	1.08	cpd00003;cpd00004;cpd00067;cpd03116;cpd03117	OK	0	rxn20478;rxn34737			approved
1.1.1.35	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle			rxn03244	rxn03244	R04743	(S)-hydroxydecanoyl-CoA:NAD+ oxidoreductase	(1) cpd00003[0] + (1) cpd03118[0] <=> (1) cpd00004[0] + (1) cpd03119[0]	-1:cpd00003:0:0:"NAD";-1:cpd03118:0:0:"(S)-Hydroxydecanoyl-CoA";1:cpd00004:0:0:"NADH";1:cpd00067:0:0:"H+";1:cpd03119:0:0:"3-Oxodecanoyl-CoA"	0	(1) cpd00003[0] + (1) cpd03118[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd03119[0]	(1) NAD[0] + (1) (S)-Hydroxydecanoyl-CoA[0] <=> (1) NADH[0] + (1) H+[0] + (1) 3-Oxodecanoyl-CoA[0]	=	=					3.76	1.08	cpd00003;cpd00004;cpd00067;cpd03118;cpd03119	OK	0	rxn20480;rxn34736			approved
1.1.1.35	EC	PWY-5789_3-hydroxypropanoate/4-hydroxybutanate cycle			rxn03246	rxn03246	R04745	(S)-hydroxyoctanoyl-CoA:NAD+ oxidoreductase	(1) cpd00003[0] + (1) cpd03120[0] <=> (1) cpd00004[0] + (1) cpd03121[0]	-1:cpd00003:0:0:"NAD";-1:cpd03120:0:0:"(S)-Hydroxyoctanoyl-CoA";1:cpd00004:0:0:"NADH";1:cpd00067:0:0:"H+";1:cpd03121:0:0:"3-Oxooctanoyl-CoA"	0	(1) cpd00003[0] + (1) cpd03120[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd03121[0]	(1) NAD[0] + (1) (S)-Hydroxyoctanoyl-CoA[0] <=> (1) NADH[0] + (1) H+[0] + (1) 3-Oxooctanoyl-CoA[0]	=	=					3.76	1.08	cpd00003;cpd00004;cpd00067;cpd03120;cpd03121	OK	0	rxn20479;rxn34735			approved
