		sol$fluxes	cpd00067[c0]	cpd00067[e0]
rxn05040_c0	D-ribulose 5-phosphate formate-lyase (L-3,4-dihydroxybutan-2-one 4-phosphate-forming)	0.00427504741074149	1	0
rxn05142_c0	sinapoyl aldehyde:NAD oxidoreductase	1000	2	0
rxn05143_c0	sinapoyl aldehyde:NADP oxidoreductase	-1000	2	0
rxn05149_c0	ABC-type manganese permease complex	0.00197530972532582	1	0
rxn05164_c0	ATP phosphohydrolase (polar-amino-acid-importing)	-1.4063403219744e-13	1	0
rxn05197_c0	Uracil permease	1000	1	-1
rxn05198_c0	Transport of cytidine, extracellular	1000	1	-1
rxn05199_c0	Uridine permease	1000	1	-1
rxn05211_c0	Transport of citrate, extracellular	1000	3	-3
rxn05217_c0	TRANS-RXNBWI-115637.ce.maizeexp.L-ASPARTATE_L-ASPARTATE	1000	1	-1
rxn05289_c0	NADPH:oxidized-thioredoxin oxidoreductase	0.0271717946294098	-1	0
rxn05293_c0	2C-methyl-D-erythritol 2,4 cyclodiphosphate dehydratase	0.0411044030609801	-1	0
rxn05342_c0	(3R)-3-Hydroxytetradecanoyl-[acyl-carrier-protein]:NADP+ oxidoreductase	-0.0149470556577853	1	0
rxn05344_c0	Tetradecanoyl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	-1.488034912995e-18	-1	0
rxn05345_c0	dodecanoyl-[acyl-carrier-protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	0.0149470556577941	-1	0
rxn05487_c0	N-acetylneuraminate proton symport	1000	1	-1
rxn05496_c0	TRANS-RXNBWI-115637.ce.maizeexp.L-ALPHA-ALANINE_L-ALPHA-ALANINE	1000	1	-1
rxn05514_c0	calcium transport in/out via proton antiporter	999.998024690275	2	-2
rxn05555_c0	iron (II) transport via ABC system	0.00608814315735969	1	0
rxn05559_c0	formate transport in via proton symport	1000	1	-1
rxn05561_c0	Transport of dicarboxylates, extracellular	1000	2	-2
rxn05579_c0	Glycine betaine transport via proton symport, reversible	1000	1	-1
rxn05582_c0	TRANS-RXNBWI-115637.ce.maizeexp.GLY_GLY	1000	1	-1
rxn05593_c0	Myo-inositol transporter 1	-1000	1	-1
rxn05595_c0	TRANS-RXN-3.ce	-999.998024690275	-1	1
rxn05605_c0	Maltose permease MAL31	-599.929632607359	2	-2
rxn05625_c0	nitrite transport in via proton symport, reversible	1000	1	-1
rxn05651_c0	sulfate transport in via proton symport	1000	2	-2
rxn05654_c0	Transport of succinate, extracellular	1000	2	-2
rxn05682_c0	allantoin transport in via proton symport	1000	1	-1
rxn05902_c0	sulphite reductase	-0.0683920829155561	6	0
rxn05909_c0	L-serine hydro-lyase (adding hydrogen sulfide, L-cysteine-forming)	1000	-1	0
rxn06023_c0	CoA:apo-[acyl-carrier-protein] pantetheinephosphotransferase	0.00106876185270721	1	0
rxn06071_c0	rubredoxin:NAD+ oxidoreductase	-1000	-1	0
rxn06072_c0	Reduced rubredoxin:NADP+ oxidoreductase	1000	-1	0
rxn06252_c0	Alditol:NAD+ 1-oxidoreductase	-1000	1	0
rxn06253_c0	Alditol:NADP+ 1-oxidoreductase	1000	1	0
rxn06525_c0	protein-dithiol:NAD+ oxidoreductase	-1000	1	0
rxn06526_c0	protein-dithiol:NADP+ oxidoreductase	1000	1	0
rxn06672_c0	biotin-carboxyl-carrier-protein:carbon-dioxide ligase (ADP-forming)	0.310108529433364	1	0
rxn06723_c0	(3R)-3-hydroxymyristoyl-[acyl-carrier protein]:UDP-3-O-[(3R)-3-hydroxymyristoyl]-alpha-D-glucosamine N-acetyltransferase	-0.00747352782889705	-1	0
rxn06777_c0	(S)-3-Hydroxytetradecanoyl-CoA:NAD+ oxidoreductase	-0.0262770677667693	1	0
rxn07191_c0	D-glyceraldehyde-3-phosphate:ferredoxin oxidoreductase	6.98129213616994	3	0
rxn07481_c0	3-hydroxybenzaldehyde:NADP+ oxidoreductase	1000	2	0
rxn07482_c0	3-hydroxybenzaldehyde:NAD+ oxidoreductase	-1000	2	0
rxn07586_c0	cobalt-precorrin 5A acylhydrolase	1.13686837721616e-13	1	0
rxn08020_c0	laurate-[acyl-carrier-protein] ligase	0.0186838195722885	1	0
rxn08084_c0	1-tetradecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C14:0)	499.998131618043	-1	0
rxn08168_c0	L-aspartate : fumarate oxidoreductase (deaminating)	0.00213752370537058	1	0
rxn08196_c0	TRANS-RXN0-244.cp	1000	1	-1
rxn08213_c0	TRANS-RXN-99.cp	1000	1	-1
rxn08240_c0	cobalt (Co+2) transport out via proton antiport (periplasm)	999.998024690275	2	-2
rxn08262_c0	L-carnitine outward transport (H+ antiport)	1000	1	-1
rxn08386_c0	enoyl-[acyl-carrier-protein] reductase (NADH) (n-C12:1)	1000	-1	0
rxn08387_c0	enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C12:1)	-1000	-1	0
rxn08390_c0	enoyl-[acyl-carrier-protein] reductase (NADH) (n-C14:1)	1000	-1	0
rxn08391_c0	enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C14:1)	-1000	-1	0
rxn08392_c0	trans hexadecenoyl-[acp] reductase	1000	-1	0
rxn08393_c0	trans hexadecenoyl-[acp] reductase (NADPH, B-specific)	-1000	-1	0
rxn08394_c0	enoyl-[acyl-carrier-protein] reductase (NADH) (n-C16:1)	1000	-1	0
rxn08395_c0	enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C16:1)	-1000	-1	0
rxn08398_c0	enoyl-[acyl-carrier-protein] reductase (NADH) (n-C18:1)	1000	-1	0
rxn08399_c0	enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C18:1)	-1000	-1	0
rxn08440_c0	lauroyl-CoA hydrolase	0.0186838195715609	1	0
rxn08441_c0	myristoyl-CoA hydrolase	0.00373676391444852	1	0
rxn08454_c0	fatty-acid-CoA ligase (octadecanoate transport via vectoral Co-A coupling)	2.92355939334396e-14	2	-1
rxn08457_c0	fatty-acid-CoA ligase (octanoate transport via vectoral Co-A coupling)	-3.07531777821168e-14	2	-1
rxn08549_c0	glycerol-3-phosphate acyltransferase (C16:0)	-1.488034912995e-18	-1	0
rxn08756_c0	isopentenyl-diphosphate:NAD+ oxidoreductase	0.0411044030609801	-1	0
rxn08764_c0	ketol-acid reductoisomerase (2-Acetolactate)	-1000	-1	0
rxn08797_c0	Lysophospholipase L1 (2-acylglycerophosphotidate, n-C14:0) (periplasm)	-1000	1	0
rxn08818_c0	Lysophospholipase L2 (2-acylglycerophosphotidate, n-C14:0)	499.998131618043	2	0
rxn08822_c0	Lysophospholipase L2 (2-acylglycerophosphotidate, n-C18:0)	3.08210054700275e-13	2	0
rxn08838_c0	Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C12:0)	7.2567299391757e-13	1	0
rxn08839_c0	Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C14:0)	1.4379247345689e-19	1	0
rxn08841_c0	Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C16:0)	-1.91330002673379e-15	1	0
rxn08848_c0	Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C16:0)	-1.24044632243565e-13	1	0
rxn08921_c0	magnesium (Mg+2) transport in/out via proton antiport (periplasm)	1000	-2	2
rxn08972_c0	NADH dehydrogenase (ubiquinone-8 & 3 protons) (periplasm)	976.328131052322	-5	4
rxn09071_c0	pyridoxine 5'-phosphate oxidase (anaerboic	0.00106876185270721	1	0
rxn09106_c0	phosphatidylglycerol phosphate phosphatase (periplasm, n-C18:0)	0.0084526139443104	1	0
rxn09124_c0	Phospholipase A1 (phosphatidate, n-C14:0) (periplasm)	499.998131618043	1	0
rxn09128_c0	Phospholipase A1 (phosphatidate, n-C18:0) (periplasm)	3.08210054700275e-13	1	0
rxn09130_c0	Phospholipase A1 (phosphatidylethanolamine, n-C12:0) (periplasm)	7.2567299391757e-13	1	0
rxn09131_c0	Phospholipase A1 (phosphatidylethanolamine, n-C14:0) (periplasm)	1.4379247345689e-19	1	0
rxn09133_c0	Phospholipase A1 (phosphatidylethanolamine, n-C16:0) (periplasm)	-1.91330002673379e-15	1	0
rxn09140_c0	Phospholipase A1 (phosphatidylglycerol, n-C16:0) (periplasm)	-1.24044632243565e-13	1	0
rxn09197_c0	Phosphatidylserine decarboxylase (n-C12:0)	7.2567299391757e-13	-2	0
rxn09198_c0	Phosphatidylserine decarboxylase (n-C14:0)	1.4379247345689e-19	-2	0
rxn09200_c0	Phosphatidylserine decarboxylase (n-C16:0)	-1.91330002673379e-15	-2	0
rxn09202_c0	Phosphatidylserine decarboxylase (n-C18:0)	0.0028175379814368	-2	0
rxn09210_c0	Phosphatidylserine syntase (n-C18:0)	0.0028175379814368	2	0
rxn09389_c0	TRANS-RXN0-200.cp	-0.00197530972536697	2	-2
rxn09519_c0	alpha-Aminopropiononitrile aminohydrolase	-0.00747352782900634	-1	0
rxn09882_c0	RXN-5581.c.metaexp.NADP_NADPH	-1000	2	0
rxn10091_c0	cob(I)alamin adenosyltransferase	0.00106876185270721	1	0
rxn10124_c0	NADH dehydrogenase (demethylmenaquinone-8 & 2.8 protons)	4.04568121695383	-3.8	2.8
rxn10213_c0	stearoyl-1-acylglycerol-3-phosphate O-acyltransferase	0.0112701519260554	-1	0
rxn10214_c0	isoheptadecanoyl-1-acylglycerol-3-phosphate O-acyltransferase	0.0112701519257895	1	0
rxn10215_c0	anteisoheptadecanoyl-1-acylglycerol-3-phosphate O-acyltransferase	0.0112701519257895	1	0
rxn10226_c0	isoheptadecanoyl-CDPdiacylglycerol-serine O-phosphatidyltransferase	0.0028175379814368	2	0
rxn10227_c0	anteisoheptadecanoyl-CDPdiacylglycerol-serine O-phosphatidyltransferase	0.0028175379814368	2	0
rxn10232_c0	isoheptadecanoyl-phosphatidylserine decarboxylase	0.00281753798140016	-2	0
rxn10233_c0	anteisoheptadecanoyl-phosphatidylserine decarboxylase	0.00281753798140016	-2	0
rxn10265_c0	isoheptadecanoyl-Phosphatidylglycerophosphate phosphohydrolase	0.00845261394435273	1	0
rxn10266_c0	anteisoheptadecanoyl-Phosphatidylglycerophosphate phosphohydrolase	0.00845261394435273	1	0
rxn10432_c0	R08198	1000	1	0
rxn10770_c0	R08557	1000	1	0
rxn10785_c0	(2E,6E)-farnesyl-diphosphate:isopentenyl-diphosphate farnesyltranstransferase (adding 7 isopentenyl units)	0.00373676391443449	7	0
rxn11268_c0	phosphate ABC transporter permease protein	-0.938294252960389	3	-3
rxn11551_c0	galactitol:NAD+ 1-oxidoreductase	1000	-1	0
rxn11552_c0	galactitol:NADP+ 1-oxidoreductase	-1000	-1	0
rxn11732_c0	R08198	-1000	1	0
rxn11742_c0	R08208	1000	2	0
rxn11810_c0	carboxyphosphamide:NAD+ oxidoreductase	1000	2	0
rxn11811_c0	carboxyphosphamide:NADP+ oxidoreductase	-1000	2	0
rxn11968_c0	D-Lysine:2-oxocarboxylate aminotransferase	1000	1	0
rxn12191_c0	R08558	-1000	1	0
rxn12220_c0	coproporphyrinogen oxidase	0.0010687618528209	-2	0
rxn12510_c0	ATP:pantothenate 4'-phosphotransferase	0.00213752370537058	1	0
rxn12512_c0	(R)-4'-Phosphopantothenate:L-cysteine ligase	0.00213752370537058	2	0
rxn12781_c0	RXN-8583.c	-1000	2	0
rxn12782_c0	RXN-8582.c	-1000	2	0
rxn13419_c0	3-hydroxy-2-methylbutyryl-CoA-dehydrogenase	-1000	2	0
rxn13450_c0	Enoyl-CoA-hydratase-1	-1000	-1	0
rxn14007_c0	11beta,17beta-dihydroxy-4-androsten-3-one:NAD+ 17-oxidoreductase	-1000	1	0
rxn14246_c0	L-homocysteine hydrogen-sulfide-lyase	1000	1	0
rxn14276_c0	11beta,17beta-dihydroxy-4-androsten-3-one:NADP+ 17-oxidoreductase	1000	1	0
rxn14382_c0	L-methionine:2-oxo-acid aminotransferase	-1000	1	0
rxn15026_c0	D-Glucose:NADP+ 1-oxidoreductase	-1000	1	0
rxn15072_c0	D-glucose-6-phosphate:NADP+ 1-oxidoreductase	-1000	1	0
rxn15122_c0	galactitol:NAD+ 1-oxidoreductase	1000	-1	0
rxn15123_c0	galactitol:NAD+ 1-oxidoreductase	1000	-1	0
rxn15126_c0	galactitol:NADP+ 1-oxidoreductase	-1000	-1	0
rxn15127_c0	galactitol:NADP+ 1-oxidoreductase	-1000	-1	0
rxn15165_c0	N-ribosylnicotinamide ribohydrolase	8.0252644807377e-15	1	0
rxn15185_c0	D-xylose:NAD+ 1-oxidoreductase	-1000	1	0
rxn15189_c0	xylitol:NADP+ oxidoreductase	-1000	1	0
rxn15238_c0	L-Arabitol:NAD+ 1-oxidoreductase	-1000	1	0
rxn15239_c0	L-Arabitol:NAD+ 1-oxidoreductase	-1000	1	0
rxn15240_c0	L-Arabitol:NADP+ 1-oxidoreductase	1000	1	0
rxn15241_c0	L-Arabitol:NADP+ 1-oxidoreductase	1000	1	0
rxn15274_c0	gamma-Amino-gamma-cyanobutanoate aminohydrolase	-1000	-1	0
rxn15279_c0	Isocitrate:NADP+ oxidoreductase	-1000	1	0
rxn15317_c0	(S)-Propane-1,2-diol:NAD+ oxidoreductase	-1000	1	0
rxn15341_c0	Lactaldehyde:NAD+ 1-oxidoreductase	1000	1	0
rxn15345_c0	Propane-1,2-diol:NAD+ 1-oxidoreductase	1000	1	0
rxn15346_c0	Propane-1,2-diol:NAD+ 1-oxidoreductase	-1000	1	0
rxn15395_c0	O-Succinyl-L-homoserine succinate-lyase (adding cysteine)	-0.0278166774869533	1	0
rxn15410_c0	alpha-Aminopropiononitrile aminohydrolase	0.00747352782900634	-1	0
rxn15439_c0	(E)-Glutaconate CoA-transferase	-1000	-1	0
rxn15466_c0	(R)-2,3-Dihydroxy-3-methylbutanoate:NADP+ oxidoreductase (isomerizing)	-0.249270390352535	1	0
rxn15662_c0	D-glucose:NADP+ 1-oxidoreductase	-1000	1	0
rxn15999_c0	2,4-dichloro-3-oxoadipate:NAD+ oxidoreductase	1000	-1	0
rxn16000_c0	2,4-dichloro-3-oxoadipate:NADP+ oxidoreductase	-1000	-1	0
rxn16110_c0	geranyl-diphosphate:isopentenyl-diphosphate transtransferase (adding 7 isopentenyl units)	2.41405853640408e-13	7	0
rxn23042_c0	thiamine-phosphate diphosphorylase	0.00106876185268536	-1	0
rxn33674_c0	Di-trans-poly-cis-decaprenylcistransferase	0.00373676391443449	1	0
rxn90070_c0	formate dehydrogenase (ferredoxin)	-0.424143760729919	1	0
rxn08689_c0	h2s transport (periplasm)	-4.01314537157305e-11	-1	1
EX_cpd00067_e0	Exchange of H+	101.264927028322	0	-1
rxn00378_c0	Sulfite:ferricytochrome-c oxidoreductase	99.9316079170844	3	0
rxn00470_c0	L-ornithine carboxy-lyase (putrescine-forming)	0.00213752370537074	-1	0
rxn02897_c0	Nicotinate-nucleotide:dimethylbenzimidazole phospho-D-ribosyltransferase	0.00106876185270721	1	0
rxn03005_c0	R04326	-999.873704870124	1	0
rxn03538_c0	R05223	0.00106876185270721	1	0
rxn04413_c0	R06558	0.00106876185270721	1	0
rxn05275_c0	b-ketoacyl synthetase (Iso-C17:0)	0.0225403038515791	-17	0
rxn05276_c0	b-ketoacyl synthetase (Anteiso-C17:0)	0.022540303851579	-17	0
rxn05312_c0	Inorganic phosphate transporter	2.14903247858456	2	-2
rxn05938_c0	pyruvate ferredoxin oxidoreductase	6.02934334461622	-1	0
rxn08050_c0	N-acetylneuraminate proton symport (periplasm)	-1000	1	-1
rxn08101_c0	RXN0-5202.cp	-1000	1	-1
rxn08116_c0	allantoin transport in via proton symport (periplasm)	-1000	1	-1
rxn08131_c0	4-amino-2-methyl-5-phosphomethylpyrimidine synthetase	0.00106876185268536	4	0
rxn08169_c0	TRANS-RXN-122A.cp	-1000	1	-1
rxn08185_c0	calcium (Ca+2) transport out via proton antiport (periplasm)	-1000	2	-2
rxn08233_c0	Chloride/proton antiport	0.000987654862683485	-1	1
rxn08275_c0	copper transport out via proton antiport	-0.00197530972536697	1	-1
rxn08311_c0	CDP-diacylglycerol synthetase (n-C18:0)	0.0112701519257472	1	0
rxn08524_c0	formate transport via proton symport (uptake only, periplasm)	-1000	1	-1
rxn08542_c0	TRANS-RXN-121B.cp	-1000	2	-2
rxn08618_c0	glucosyltransferase I (LPS core synthesis)	0.00373676391443449	4	0
rxn08638_c0	TRANS-RXN-29A.cp	-1000	1	-1
rxn08660_c0	TRANS-RXN-62B.cp	1000	1	-1
rxn08708_c0	LPS heptose kinase I (LPS core synthesis)	0.00373676391443449	1	0
rxn08709_c0	LPS heptose kinase II (LPS core synthesis)	0.00373676391443449	1	0
rxn08865_c0	TRANS-RXN-121A.cp	-1000	2	-2
rxn08954_c0	3-deoxy-D-manno-octulosonic acid transferase III (LPS core biosynthesis)	0.00373676391443449	1	0
rxn08998_c0	nitrite transport in via proton symport, reversible (periplasm)	-1000	1	-1
rxn09225_c0	rhamnosyltransferase I (LPS core biosynthesis)	0.00373676391443449	-4	0
rxn09269_c0	TRANS-RXN-121.cp	-1000	2	-2
rxn09365_c0	TRANS-RXN-132.cp	-1000	1	-1
rxn09371_c0	TRANS-RXN-108I.cp	-1000	1	-1
rxn09427_c0	fatty-acyl-CoA synthase (n-C18:0CoA)	0.0225403038521108	-3	0
rxn09692_c0	Choline transport protein	-1000	1	-1
rxn10043_c0	cytochrome-c oxidase (H+/e- = 2)	76.2597389694061	-6	4
rxn10053_c0	phosphoribosylaminoimidazole carboxylase (ATP-dependent)	0.125226368023557	2	0
rxn10220_c0	isoheptadecanoyl-phosphatidate cytidylyltransferase	0.011270151925828	1	0
rxn10221_c0	anteisoheptadecanoyl-phosphatidate cytidylyltransferase	0.011270151925828	1	0
rxn10604_c0	sulfate transport exchange via proton symport	100	1	-1
rxn12605_c0	L-Carnitine transport via proton symport	-1000	1	-1
rxn12792_c0	citrate transport in via proton symport	-1000	3	-3
rxn13116_c0	Transport of sulfate, mitochondrial	-1000	2	-2
rxn13681_c0	TRANS-RXNBWI-115525.ce.maizeexp.CO+2_CO+2	-1000	2	-2
rxn13722_c0	TRANS-RXNBWI-115525.ce.maizeexp.MG+2_MG+2	-999.998024690275	-2	2
rxn13726_c0	NADH-DEHYDROG-A-RXN.ce.cornexp.CPD-9956_UBIQUINONE-8	-1000	-5	4
rxn13814_c0	TRANS-RXNAVI-26352.ce.brachyexp.CD+2_CD+2	-1000	1	-1
rxn15666_c0	2-lysophosphatidylcholine acylhydrolase	-1000	1	0
rxn15874_c0	dTDP-6-deoxy-L-mannose:NADP+ 4-oxidoreductase (3,5-epimerizing)	-0.00373676391438948	1	0
rxn15947_c0	carboxyspermidine:NADP+ oxidoreductase	0.00106876185270721	-1	0
rxn15949_c0	carboxyspermidine carboxy-lyase (spermidine-forming)	0.00106876185268136	-1	0
rxn19029_c0	2,3-dihydroxy-3-methylvalerate dehydrogenase (isomerizing)	-1000	1	0
rxn19872_c0	dimethylallyltranstransferase	-999.996263236085	1	0
rxn23045_c0	glycine oxidase	0.00106876185268536	1	0
rxn27455_c0	Long-chain-3-hydroxyacyl-CoA dehydrogenase	-1000	1	0
rxn27538_c0	Crotonase	-1000	1	0
rxn27691_c0	AICARSYN-RXN.d	-999.874773631976	1	0
rxn27727_c0	coupling factors (F0, F1 and CF1)	36.9489193478829	3	-4
rxn28322_c0	RXN-6382.m.chlamyexp.NAD_NADH	-1000	2	0
rxn28352_c0	RXN-7693.d	-1000	-1	0
rxn28356_c0	RXN-7700.d	-1000	-1	0
rxn31312_c0	2-oxoglutarate synthase	0.366520907562858	-1	0
rxn31947_c0	NADP+ oxidoreductase (CoA-feruloylating)	-1000	-1	0
rxn32133_c0	Glutathione reductase (NADPH)	-1000	-1	0
rxn32434_c0	5,6,7,8-Tetrahydrofolate:NAD+ oxidoreductase	-1000	-1	0
rxn32907_c0	O-succinylhomoserine (thiol)-lyase	-1000	1	0
rxn32990_c0	Caffeic aldehyde:NADP+ oxidoreductase (CoA-caffeoylating)	-1000	-1	0
rxn33374_c0	Aspartate-semialdehyde dehydrogenase	-999.814722255593	-1	0
rxn37674_c0	CARBAMATE-KINASE-RXN.d	-999.839227032554	2	0
rxn90092_c0	Quinone reductase	23.6718689476784	1	-3
